model,feature,standardized_coefficient,cluster_robust_se,z_cluster,p_cluster,ci95_low,ci95_high,cluster_significant_05,in_sample_accuracy,n_pairwise_observations,n_clusters
google__gemini-3-flash-preview,dependency_depth,-0.096654,0.101302,-0.954121,0.340023,-0.295205,0.101897,False,0.706667,600,200
google__gemini-3-flash-preview,mean_dependency_distance,0.151625,0.167015,0.90785,0.363958,-0.175725,0.478975,False,0.706667,600,200
google__gemini-3-flash-preview,normalized_dependency_distance,0.043744,0.158245,0.276435,0.782214,-0.266416,0.353905,False,0.706667,600,200
google__gemini-3-flash-preview,sentence_compression_ratio,0.314577,0.151141,2.081341,0.037403,0.01834,0.610814,True,0.706667,600,200
google__gemini-3-flash-preview,extra_number_ratio,-0.266546,0.194848,-1.367968,0.171322,-0.648449,0.115356,False,0.706667,600,200
google__gemini-3-flash-preview,extra_entity_count,-0.184689,0.10094,-1.829691,0.067296,-0.382531,0.013153,False,0.706667,600,200
google__gemini-3-flash-preview,register_score,0.149624,0.111051,1.347347,0.177868,-0.068036,0.367285,False,0.706667,600,200
google__gemini-3-flash-preview,translationese_score,-0.972856,0.11883,-8.186983,0.0,-1.205762,-0.73995,True,0.706667,600,200
google__gemini-3-flash-preview,target_lm_naturalness_score,0.322651,0.136077,2.371092,0.017736,0.05594,0.589362,True,0.706667,600,200
moonshotai__kimi-k2.5,intercept,0.186726,0.089389,2.088908,0.036716,0.011523,0.361928,True,0.711667,600,200
moonshotai__kimi-k2.5,crosslingual_embedding_similarity,-0.081395,0.122,-0.66717,0.504663,-0.320514,0.157725,False,0.711667,600,200
moonshotai__kimi-k2.5,bidirectional_entailment,-0.027643,0.13255,-0.208545,0.834803,-0.287441,0.232156,False,0.711667,600,200
moonshotai__kimi-k2.5,nli_boundary_risk,0.194738,0.116066,1.677827,0.093381,-0.032751,0.422227,False,0.711667,600,200
moonshotai__kimi-k2.5,nli_omission_risk,-0.275446,0.195767,-1.407011,0.159424,-0.659149,0.108257,False,0.711667,600,200
moonshotai__kimi-k2.5,nli_contradiction_risk,-0.157734,0.177278,-0.889757,0.373597,-0.505199,0.189731,False,0.711667,600,200
moonshotai__kimi-k2.5,dependency_depth,-0.115517,0.104033,-1.110387,0.266832,-0.319421,0.088388,False,0.711667,600,200
moonshotai__kimi-k2.5,mean_dependency_distance,0.183875,0.159267,1.154508,0.248292,-0.128288,0.496037,False,0.711667,600,200
moonshotai__kimi-k2.5,normalized_dependency_distance,-0.134424,0.164613,-0.816605,0.414154,-0.457065,0.188217,False,0.711667,600,200
moonshotai__kimi-k2.5,sentence_compression_ratio,0.407187,0.149895,2.716478,0.006598,0.113392,0.700981,True,0.711667,600,200
moonshotai__kimi-k2.5,extra_number_ratio,-0.341644,0.16018,-2.132878,0.032935,-0.655597,-0.027692,True,0.711667,600,200
moonshotai__kimi-k2.5,extra_entity_count,-0.214193,0.093513,-2.290502,0.021992,-0.397479,-0.030906,True,0.711667,600,200
moonshotai__kimi-k2.5,register_score,0.138312,0.108019,1.280439,0.200391,-0.073406,0.350029,False,0.711667,600,200
moonshotai__kimi-k2.5,translationese_score,-1.045358,0.122995,-8.499214,0.0,-1.286427,-0.804288,True,0.711667,600,200
moonshotai__kimi-k2.5,target_lm_naturalness_score,0.26789,0.140971,1.900323,0.057391,-0.008413,0.544192,False,0.711667,600,200
openai__gpt-5.2,intercept,0.291481,0.093567,3.115229,0.001838,0.108091,0.474872,True,0.695,600,200
openai__gpt-5.2,crosslingual_embedding_similarity,0.17655,0.116227,1.519012,0.12876,-0.051255,0.404354,False,0.695,600,200
openai__gpt-5.2,bidirectional_entailment,-0.079088,0.135537,-0.583517,0.559545,-0.344741,0.186565,False,0.695,600,200
openai__gpt-5.2,nli_boundary_risk,0.216884,0.123414,1.75736,0.078856,-0.025009,0.458776,False,0.695,600,200
openai__gpt-5.2,nli_omission_risk,-0.361747,0.16817,-2.151075,0.03147,-0.691361,-0.032133,True,0.695,600,200
openai__gpt-5.2,nli_contradiction_risk,-0.157017,0.152418,-1.030178,0.302926,-0.455756,0.141721,False,0.695,600,200
openai__gpt-5.2,dependency_depth,-0.135603,0.103376,-1.311745,0.189606,-0.338221,0.067014,False,0.695,600,200
openai__gpt-5.2,mean_dependency_distance,0.183935,0.164327,1.119322,0.263003,-0.138146,0.506015,False,0.695,600,200
openai__gpt-5.2,normalized_dependency_distance,-0.097016,0.152276,-0.637105,0.524056,-0.395477,0.201445,False,0.695,600,200
openai__gpt-5.2,sentence_compression_ratio,0.26012,0.152121,1.709954,0.087274,-0.038037,0.558278,False,0.695,600,200
openai__gpt-5.2,extra_number_ratio,-0.125181,0.148332,-0.843926,0.398711,-0.415913,0.16555,False,0.695,600,200
openai__gpt-5.2,extra_entity_count,-0.173094,0.097603,-1.77346,0.076153,-0.364395,0.018207,False,0.695,600,200
openai__gpt-5.2,register_score,0.053176,0.106663,0.49854,0.618103,-0.155884,0.262236,False,0.695,600,200
openai__gpt-5.2,translationese_score,-0.946369,0.121465,-7.791318,0.0,-1.18444,-0.708299,True,0.695,600,200
openai__gpt-5.2,target_lm_naturalness_score,0.285056,0.13004,2.19207,0.028374,0.030178,0.539934,True,0.695,600,200
