model,feature,standardized_coefficient,cluster_robust_se,z_cluster,p_cluster,ci95_low,ci95_high,cluster_significant_05,in_sample_accuracy,n_pairwise_observations,n_clusters
deepseek__deepseek-v4-flash,target_avg_sentence_length,0.07151,0.121965,0.586318,0.557662,-0.167541,0.310561,False,0.733333,600,200
google__gemini-3-flash-preview,intercept,-0.385024,0.096866,-3.974823,7e-05,-0.574881,-0.195167,True,0.715,600,200
google__gemini-3-flash-preview,crosslingual_embedding_similarity,0.551802,0.121476,4.542467,6e-06,0.313709,0.789896,True,0.715,600,200
google__gemini-3-flash-preview,bidirectional_entailment,-0.069397,0.122189,-0.567948,0.570071,-0.308887,0.170093,False,0.715,600,200
google__gemini-3-flash-preview,nli_boundary_risk,0.069288,0.106713,0.649292,0.51615,-0.139869,0.278445,False,0.715,600,200
google__gemini-3-flash-preview,nli_omission_risk,-0.097666,0.119741,-0.815648,0.414702,-0.332358,0.137025,False,0.715,600,200
google__gemini-3-flash-preview,nli_contradiction_risk,0.229595,0.190129,1.207574,0.227211,-0.143058,0.602247,False,0.715,600,200
google__gemini-3-flash-preview,dependency_depth,0.25619,0.10477,2.445251,0.014475,0.05084,0.46154,True,0.715,600,200
google__gemini-3-flash-preview,mean_dependency_distance,0.145483,0.154184,0.943567,0.345391,-0.156717,0.447683,False,0.715,600,200
google__gemini-3-flash-preview,normalized_dependency_distance,-0.267464,0.191822,-1.394333,0.163217,-0.643436,0.108508,False,0.715,600,200
google__gemini-3-flash-preview,sentence_compression_ratio,-0.740902,0.172178,-4.303113,1.7e-05,-1.078372,-0.403433,True,0.715,600,200
google__gemini-3-flash-preview,extra_number_ratio,-0.057462,0.130649,-0.439816,0.66007,-0.313534,0.198611,False,0.715,600,200
google__gemini-3-flash-preview,extra_entity_count,0.276172,0.113887,2.424962,0.01531,0.052953,0.499391,True,0.715,600,200
google__gemini-3-flash-preview,register_score,-0.119457,0.104164,-1.146816,0.251458,-0.323619,0.084705,False,0.715,600,200
google__gemini-3-flash-preview,target_lm_naturalness_score,-0.063327,0.133765,-0.473418,0.635915,-0.325507,0.198853,False,0.715,600,200
google__gemini-3-flash-preview,target_function_word_density,-0.10807,0.105942,-1.020086,0.307688,-0.315717,0.099577,False,0.715,600,200
google__gemini-3-flash-preview,target_passive_density,-0.369271,0.116668,-3.165143,0.00155,-0.59794,-0.140602,True,0.715,600,200
google__gemini-3-flash-preview,target_pronoun_subject_ratio,0.064664,0.113607,0.569192,0.569226,-0.158006,0.287334,False,0.715,600,200
google__gemini-3-flash-preview,target_explicit_connective_density,-0.187609,0.097408,-1.926009,0.054103,-0.37853,0.003311,False,0.715,600,200
google__gemini-3-flash-preview,target_nominalization_suffix_density,-0.019481,0.112207,-0.17362,0.862164,-0.239406,0.200444,False,0.715,600,200
google__gemini-3-flash-preview,target_avg_sentence_length,-0.025501,0.123313,-0.206801,0.836165,-0.267194,0.216192,False,0.715,600,200
openai__gpt-5.2,intercept,0.099929,0.092461,1.080765,0.279802,-0.081295,0.281153,False,0.721667,600,200
openai__gpt-5.2,crosslingual_embedding_similarity,0.744247,0.123812,6.011087,0.0,0.501575,0.98692,True,0.721667,600,200
openai__gpt-5.2,bidirectional_entailment,0.13895,0.101889,1.363745,0.172648,-0.060752,0.338652,False,0.721667,600,200
openai__gpt-5.2,nli_boundary_risk,0.177217,0.093311,1.899208,0.057537,-0.005673,0.360106,False,0.721667,600,200
openai__gpt-5.2,nli_omission_risk,-0.034738,0.091273,-0.380593,0.703505,-0.213633,0.144157,False,0.721667,600,200
openai__gpt-5.2,nli_contradiction_risk,-0.008134,0.124363,-0.065405,0.947851,-0.251885,0.235617,False,0.721667,600,200
openai__gpt-5.2,dependency_depth,-0.000603,0.118384,-0.00509,0.995939,-0.232635,0.23143,False,0.721667,600,200
openai__gpt-5.2,mean_dependency_distance,-0.321366,0.164216,-1.95697,0.050351,-0.643229,0.000497,False,0.721667,600,200
openai__gpt-5.2,normalized_dependency_distance,-0.060482,0.195409,-0.309517,0.756929,-0.443484,0.32252,False,0.721667,600,200
openai__gpt-5.2,sentence_compression_ratio,-0.740575,0.180796,-4.096184,4.2e-05,-1.094936,-0.386214,True,0.721667,600,200
openai__gpt-5.2,extra_number_ratio,-0.206348,0.110182,-1.872796,0.061097,-0.422305,0.009608,False,0.721667,600,200
openai__gpt-5.2,extra_entity_count,0.152857,0.108302,1.411388,0.15813,-0.059416,0.365129,False,0.721667,600,200
openai__gpt-5.2,register_score,0.102277,0.096357,1.061438,0.288491,-0.086583,0.291138,False,0.721667,600,200
openai__gpt-5.2,target_lm_naturalness_score,0.260634,0.146075,1.784246,0.074384,-0.025673,0.54694,False,0.721667,600,200
openai__gpt-5.2,target_function_word_density,-0.204938,0.106987,-1.915541,0.055424,-0.414632,0.004757,False,0.721667,600,200
openai__gpt-5.2,target_passive_density,-0.4479,0.135903,-3.295745,0.000982,-0.71427,-0.181531,True,0.721667,600,200
openai__gpt-5.2,target_pronoun_subject_ratio,0.073287,0.123589,0.592989,0.553188,-0.168947,0.31552,False,0.721667,600,200
openai__gpt-5.2,target_explicit_connective_density,-0.119422,0.104959,-1.137793,0.255207,-0.325141,0.086298,False,0.721667,600,200
openai__gpt-5.2,target_nominalization_suffix_density,0.116669,0.112841,1.033929,0.301169,-0.104499,0.337837,False,0.721667,600,200
openai__gpt-5.2,target_avg_sentence_length,0.089687,0.12862,0.697303,0.485613,-0.162408,0.341783,False,0.721667,600,200
