model,feature,standardized_coefficient,cluster_robust_se,z_cluster,p_cluster,ci95_low,ci95_high,cluster_significant_05,in_sample_accuracy,n_pairwise_observations,n_clusters
deepseek__deepseek-v4-flash,translationese_score,-0.008782,0.109311,-0.080335,0.93597,-0.223032,0.205469,False,0.685,600,200
deepseek__deepseek-v4-flash,target_lm_naturalness_score,0.60515,0.129939,4.657179,3e-06,0.350469,0.859831,True,0.685,600,200
google__gemini-3-flash-preview,intercept,-0.480259,0.098704,-4.865628,1e-06,-0.67372,-0.286798,True,0.701667,600,200
google__gemini-3-flash-preview,crosslingual_embedding_similarity,0.848314,0.129463,6.552576,0.0,0.594567,1.102061,True,0.701667,600,200
google__gemini-3-flash-preview,bidirectional_entailment,0.107177,0.090457,1.184837,0.236082,-0.070119,0.284473,False,0.701667,600,200
google__gemini-3-flash-preview,nli_boundary_risk,0.314929,0.087002,3.619811,0.000295,0.144406,0.485452,True,0.701667,600,200
google__gemini-3-flash-preview,nli_omission_risk,-0.160169,0.109818,-1.458503,0.144702,-0.375412,0.055073,False,0.701667,600,200
google__gemini-3-flash-preview,nli_contradiction_risk,0.097485,0.14404,0.676789,0.49854,-0.184834,0.379803,False,0.701667,600,200
google__gemini-3-flash-preview,dependency_depth,0.015141,0.092585,0.163533,0.870099,-0.166327,0.196608,False,0.701667,600,200
google__gemini-3-flash-preview,mean_dependency_distance,0.25262,0.142691,1.770398,0.076661,-0.027055,0.532295,False,0.701667,600,200
google__gemini-3-flash-preview,normalized_dependency_distance,-0.41484,0.153496,-2.702605,0.00688,-0.715692,-0.113987,True,0.701667,600,200
google__gemini-3-flash-preview,sentence_compression_ratio,-0.737341,0.158333,-4.656911,3e-06,-1.047673,-0.427009,True,0.701667,600,200
google__gemini-3-flash-preview,extra_number_ratio,0.041097,0.119299,0.344486,0.73048,-0.19273,0.274924,False,0.701667,600,200
google__gemini-3-flash-preview,extra_entity_count,0.194861,0.101954,1.911262,0.055971,-0.004969,0.394692,False,0.701667,600,200
google__gemini-3-flash-preview,register_score,0.003918,0.097257,0.040289,0.967863,-0.186706,0.194543,False,0.701667,600,200
google__gemini-3-flash-preview,translationese_score,0.003384,0.108015,0.031331,0.975006,-0.208324,0.215093,False,0.701667,600,200
google__gemini-3-flash-preview,target_lm_naturalness_score,0.287103,0.139909,2.052068,0.040163,0.012881,0.561325,True,0.701667,600,200
moonshotai__kimi-k2.5,intercept,0.344634,0.087234,3.950685,7.8e-05,0.173656,0.515613,True,0.628333,600,200
moonshotai__kimi-k2.5,crosslingual_embedding_similarity,0.663912,0.126334,5.255212,0.0,0.416298,0.911527,True,0.628333,600,200
moonshotai__kimi-k2.5,bidirectional_entailment,0.009202,0.062588,0.147031,0.883108,-0.11347,0.131874,False,0.628333,600,200
moonshotai__kimi-k2.5,nli_boundary_risk,0.198194,0.057572,3.442534,0.000576,0.085352,0.311035,True,0.628333,600,200
moonshotai__kimi-k2.5,nli_omission_risk,-0.291658,0.123216,-2.36704,0.017931,-0.533162,-0.050154,True,0.628333,600,200
moonshotai__kimi-k2.5,nli_contradiction_risk,0.118161,0.116558,1.013756,0.310699,-0.110292,0.346615,False,0.628333,600,200
moonshotai__kimi-k2.5,dependency_depth,0.054304,0.09536,0.56946,0.569044,-0.132602,0.241209,False,0.628333,600,200
moonshotai__kimi-k2.5,mean_dependency_distance,0.118518,0.132004,0.897833,0.369275,-0.140211,0.377247,False,0.628333,600,200
moonshotai__kimi-k2.5,normalized_dependency_distance,-0.223893,0.149804,-1.494567,0.135028,-0.517509,0.069724,False,0.628333,600,200
moonshotai__kimi-k2.5,sentence_compression_ratio,-0.587504,0.162821,-3.608283,0.000308,-0.906634,-0.268375,True,0.628333,600,200
moonshotai__kimi-k2.5,extra_number_ratio,0.097842,0.102471,0.954827,0.339665,-0.103001,0.298686,False,0.628333,600,200
moonshotai__kimi-k2.5,extra_entity_count,0.212513,0.101779,2.08799,0.036799,0.013027,0.411999,True,0.628333,600,200
moonshotai__kimi-k2.5,register_score,0.03402,0.096919,0.351015,0.725577,-0.155941,0.22398,False,0.628333,600,200
moonshotai__kimi-k2.5,translationese_score,0.022744,0.108562,0.209507,0.834053,-0.190037,0.235526,False,0.628333,600,200
moonshotai__kimi-k2.5,target_lm_naturalness_score,0.193717,0.138254,1.401166,0.161165,-0.077261,0.464695,False,0.628333,600,200
openai__gpt-5.2,intercept,-0.054199,0.092963,-0.583012,0.559886,-0.236406,0.128009,False,0.656667,600,200
openai__gpt-5.2,crosslingual_embedding_similarity,0.923378,0.135597,6.809737,0.0,0.657608,1.189147,True,0.656667,600,200
openai__gpt-5.2,bidirectional_entailment,0.101391,0.070372,1.44078,0.149647,-0.036539,0.239321,False,0.656667,600,200
openai__gpt-5.2,nli_boundary_risk,0.128114,0.066116,1.93772,0.052657,-0.001473,0.2577,False,0.656667,600,200
openai__gpt-5.2,nli_omission_risk,-0.360453,0.101693,-3.544502,0.000393,-0.559772,-0.161134,True,0.656667,600,200
openai__gpt-5.2,nli_contradiction_risk,0.023719,0.101629,0.23339,0.815458,-0.175473,0.222911,False,0.656667,600,200
openai__gpt-5.2,dependency_depth,-0.044035,0.09531,-0.462017,0.644069,-0.230843,0.142773,False,0.656667,600,200
openai__gpt-5.2,mean_dependency_distance,-0.031474,0.148962,-0.211286,0.832664,-0.323438,0.260491,False,0.656667,600,200
openai__gpt-5.2,normalized_dependency_distance,-0.150372,0.153282,-0.981017,0.326584,-0.450804,0.15006,False,0.656667,600,200
openai__gpt-5.2,sentence_compression_ratio,-0.315484,0.162543,-1.940922,0.052268,-0.634069,0.003101,False,0.656667,600,200
openai__gpt-5.2,extra_number_ratio,-0.192981,0.153741,-1.255234,0.209394,-0.494312,0.108351,False,0.656667,600,200
openai__gpt-5.2,extra_entity_count,-0.009284,0.100878,-0.092031,0.926673,-0.207006,0.188438,False,0.656667,600,200
openai__gpt-5.2,register_score,0.136485,0.100598,1.356733,0.174866,-0.060688,0.333657,False,0.656667,600,200
openai__gpt-5.2,translationese_score,-0.054165,0.106907,-0.506655,0.612397,-0.263702,0.155372,False,0.656667,600,200
openai__gpt-5.2,target_lm_naturalness_score,0.245124,0.139437,1.757951,0.078756,-0.028173,0.518421,False,0.656667,600,200
