model,feature,standardized_coefficient,cluster_robust_se,z_cluster,p_cluster,ci95_low,ci95_high,cluster_significant_05,in_sample_accuracy,n_pairwise_observations,n_clusters
anthropic__claude-sonnet-4.6,target_avg_sentence_length,0.13677,0.130085,1.051387,0.293081,-0.118197,0.391736,False,0.73,600,200
deepseek__deepseek-v4-flash,intercept,0.348001,0.099431,3.499917,0.000465,0.153116,0.542886,True,0.75,600,200
deepseek__deepseek-v4-flash,crosslingual_embedding_similarity,0.111917,0.131686,0.849878,0.395393,-0.146188,0.370022,False,0.75,600,200
deepseek__deepseek-v4-flash,bidirectional_entailment,0.297539,0.157579,1.888197,0.058999,-0.011315,0.606393,False,0.75,600,200
deepseek__deepseek-v4-flash,nli_boundary_risk,-0.16023,0.201915,-0.793553,0.427456,-0.555983,0.235523,False,0.75,600,200
deepseek__deepseek-v4-flash,nli_omission_risk,-0.187179,0.148483,-1.260605,0.207451,-0.478206,0.103848,False,0.75,600,200
deepseek__deepseek-v4-flash,nli_contradiction_risk,0.140201,0.13748,1.019794,0.307826,-0.129259,0.409661,False,0.75,600,200
deepseek__deepseek-v4-flash,dependency_depth,-0.049943,0.112769,-0.442874,0.657857,-0.27097,0.171085,False,0.75,600,200
deepseek__deepseek-v4-flash,mean_dependency_distance,0.24094,0.147742,1.630821,0.102928,-0.048633,0.530514,False,0.75,600,200
deepseek__deepseek-v4-flash,normalized_dependency_distance,-0.233948,0.158876,-1.472518,0.140881,-0.545345,0.077449,False,0.75,600,200
deepseek__deepseek-v4-flash,sentence_compression_ratio,-0.475959,0.151194,-3.147994,0.001644,-0.772301,-0.179618,True,0.75,600,200
deepseek__deepseek-v4-flash,extra_number_ratio,-0.431213,0.150828,-2.858972,0.00425,-0.726836,-0.13559,True,0.75,600,200
deepseek__deepseek-v4-flash,extra_entity_count,-0.033907,0.099281,-0.34153,0.732705,-0.228498,0.160683,False,0.75,600,200
deepseek__deepseek-v4-flash,register_score,0.047033,0.106346,0.442265,0.658298,-0.161405,0.255471,False,0.75,600,200
deepseek__deepseek-v4-flash,target_lm_naturalness_score,0.004591,0.133719,0.034333,0.972611,-0.257498,0.26668,False,0.75,600,200
deepseek__deepseek-v4-flash,target_function_word_density,-0.932433,0.126252,-7.385479,0.0,-1.179887,-0.684979,True,0.75,600,200
deepseek__deepseek-v4-flash,target_passive_density,-0.124536,0.091679,-1.358393,0.174339,-0.304227,0.055155,False,0.75,600,200
deepseek__deepseek-v4-flash,target_pronoun_subject_ratio,-0.030469,0.081619,-0.373309,0.708918,-0.190443,0.129505,False,0.75,600,200
deepseek__deepseek-v4-flash,target_explicit_connective_density,-0.33572,0.105867,-3.171158,0.001518,-0.543218,-0.128221,True,0.75,600,200
deepseek__deepseek-v4-flash,target_nominalization_suffix_density,0.031999,0.116293,0.275158,0.783195,-0.195935,0.259933,False,0.75,600,200
deepseek__deepseek-v4-flash,target_avg_sentence_length,-0.000941,0.125727,-0.007485,0.994028,-0.247366,0.245484,False,0.75,600,200
google__gemini-3-flash-preview,intercept,-0.072184,0.105608,-0.683504,0.494289,-0.279176,0.134809,False,0.715,600,200
google__gemini-3-flash-preview,crosslingual_embedding_similarity,0.140189,0.112625,1.24475,0.213224,-0.080555,0.360934,False,0.715,600,200
google__gemini-3-flash-preview,bidirectional_entailment,0.143617,0.147633,0.972797,0.330654,-0.145744,0.432979,False,0.715,600,200
google__gemini-3-flash-preview,nli_boundary_risk,0.05439,0.091582,0.5939,0.552579,-0.125109,0.23389,False,0.715,600,200
google__gemini-3-flash-preview,nli_omission_risk,-0.27019,0.124613,-2.168233,0.030141,-0.514431,-0.025949,True,0.715,600,200
google__gemini-3-flash-preview,nli_contradiction_risk,-0.099238,0.081727,-1.214274,0.224643,-0.259423,0.060946,False,0.715,600,200
google__gemini-3-flash-preview,dependency_depth,-0.001113,0.116093,-0.009585,0.992352,-0.228655,0.226429,False,0.715,600,200
google__gemini-3-flash-preview,mean_dependency_distance,0.221936,0.149129,1.488214,0.136694,-0.070357,0.51423,False,0.715,600,200
google__gemini-3-flash-preview,normalized_dependency_distance,-0.366317,0.158556,-2.310329,0.02087,-0.677087,-0.055547,True,0.715,600,200
google__gemini-3-flash-preview,sentence_compression_ratio,-0.547749,0.158993,-3.445123,0.000571,-0.859375,-0.236124,True,0.715,600,200
google__gemini-3-flash-preview,extra_number_ratio,-0.370672,0.159032,-2.330801,0.019764,-0.682374,-0.058969,True,0.715,600,200
google__gemini-3-flash-preview,extra_entity_count,0.01081,0.102359,0.105609,0.915892,-0.189814,0.211434,False,0.715,600,200
google__gemini-3-flash-preview,register_score,0.074448,0.111326,0.668738,0.503663,-0.143751,0.292648,False,0.715,600,200
google__gemini-3-flash-preview,target_lm_naturalness_score,0.014033,0.136114,0.1031,0.917883,-0.25275,0.280817,False,0.715,600,200
google__gemini-3-flash-preview,target_function_word_density,-0.989968,0.117541,-8.422308,0.0,-1.220349,-0.759587,True,0.715,600,200
google__gemini-3-flash-preview,target_passive_density,-0.056718,0.077468,-0.732143,0.464081,-0.208556,0.09512,False,0.715,600,200
google__gemini-3-flash-preview,target_pronoun_subject_ratio,-0.131703,0.057812,-2.278141,0.022718,-0.245014,-0.018392,True,0.715,600,200
google__gemini-3-flash-preview,target_explicit_connective_density,-0.342207,0.103286,-3.313184,0.000922,-0.544648,-0.139765,True,0.715,600,200
google__gemini-3-flash-preview,target_nominalization_suffix_density,-0.045032,0.113429,-0.397011,0.691359,-0.267352,0.177288,False,0.715,600,200
google__gemini-3-flash-preview,target_avg_sentence_length,0.068301,0.127261,0.536702,0.591473,-0.18113,0.317732,False,0.715,600,200
openai__gpt-5.2,intercept,0.523663,0.101244,5.172273,0.0,0.325224,0.722101,True,0.733333,600,200
openai__gpt-5.2,crosslingual_embedding_similarity,0.277482,0.105475,2.630777,0.008519,0.07075,0.484214,True,0.733333,600,200
openai__gpt-5.2,bidirectional_entailment,0.04217,0.151456,0.278434,0.780679,-0.254683,0.339024,False,0.733333,600,200
openai__gpt-5.2,nli_boundary_risk,-0.116408,0.142156,-0.818874,0.412858,-0.395033,0.162218,False,0.733333,600,200
openai__gpt-5.2,nli_omission_risk,-0.418453,0.123222,-3.395918,0.000684,-0.659969,-0.176937,True,0.733333,600,200
openai__gpt-5.2,nli_contradiction_risk,-0.062359,0.135948,-0.458698,0.646451,-0.328817,0.204099,False,0.733333,600,200
openai__gpt-5.2,dependency_depth,-0.239462,0.106905,-2.239946,0.025094,-0.448997,-0.029928,True,0.733333,600,200
openai__gpt-5.2,mean_dependency_distance,0.095671,0.138089,0.69282,0.488423,-0.174984,0.366325,False,0.733333,600,200
openai__gpt-5.2,normalized_dependency_distance,-0.103381,0.143743,-0.719208,0.472013,-0.385117,0.178355,False,0.733333,600,200
openai__gpt-5.2,sentence_compression_ratio,-0.368816,0.144688,-2.549054,0.010802,-0.652404,-0.085229,True,0.733333,600,200
openai__gpt-5.2,extra_number_ratio,-0.281727,0.13691,-2.057756,0.039614,-0.550071,-0.013384,True,0.733333,600,200
openai__gpt-5.2,extra_entity_count,-0.060586,0.10342,-0.585822,0.557995,-0.263288,0.142117,False,0.733333,600,200
openai__gpt-5.2,register_score,-0.041819,0.091156,-0.458761,0.646406,-0.220485,0.136847,False,0.733333,600,200
openai__gpt-5.2,target_lm_naturalness_score,0.232825,0.128506,1.811777,0.070021,-0.019048,0.484698,False,0.733333,600,200
openai__gpt-5.2,target_function_word_density,-0.874066,0.128662,-6.79348,0.0,-1.126244,-0.621888,True,0.733333,600,200
openai__gpt-5.2,target_passive_density,-0.033884,0.106606,-0.317843,0.750604,-0.242832,0.175064,False,0.733333,600,200
openai__gpt-5.2,target_pronoun_subject_ratio,-0.062993,0.111831,-0.563287,0.573239,-0.282183,0.156196,False,0.733333,600,200
openai__gpt-5.2,target_explicit_connective_density,-0.35993,0.100229,-3.591072,0.000329,-0.556379,-0.163481,True,0.733333,600,200
openai__gpt-5.2,target_nominalization_suffix_density,0.065702,0.102276,0.642401,0.520613,-0.134759,0.266163,False,0.733333,600,200
openai__gpt-5.2,target_avg_sentence_length,0.11646,0.149035,0.781423,0.434554,-0.17565,0.408569,False,0.733333,600,200
