model,feature,standardized_coefficient,cluster_robust_se,z_cluster,p_cluster,ci95_low,ci95_high,cluster_significant_05,in_sample_accuracy,n_pairwise_observations,n_clusters
google__gemini-3-flash-preview,nli_boundary_risk,0.338594,0.104254,3.247775,0.001163,0.134256,0.542931,True,0.715,600,200
google__gemini-3-flash-preview,nli_omission_risk,-0.140195,0.121087,-1.157805,0.246944,-0.377525,0.097135,False,0.715,600,200
google__gemini-3-flash-preview,nli_contradiction_risk,0.053982,0.168342,0.320671,0.74846,-0.275967,0.383932,False,0.715,600,200
google__gemini-3-flash-preview,dependency_depth,-0.012596,0.096762,-0.130175,0.896428,-0.202249,0.177057,False,0.715,600,200
google__gemini-3-flash-preview,mean_dependency_distance,0.243561,0.144555,1.684908,0.092006,-0.039766,0.526888,False,0.715,600,200
google__gemini-3-flash-preview,normalized_dependency_distance,-0.390831,0.151615,-2.577788,0.009943,-0.687996,-0.093666,True,0.715,600,200
google__gemini-3-flash-preview,sentence_compression_ratio,-0.681522,0.166585,-4.091128,4.3e-05,-1.008029,-0.355015,True,0.715,600,200
google__gemini-3-flash-preview,extra_number_ratio,0.024298,0.124212,0.195617,0.84491,-0.219158,0.267754,False,0.715,600,200
google__gemini-3-flash-preview,extra_entity_count,0.206041,0.106337,1.93762,0.05267,-0.00238,0.414462,False,0.715,600,200
google__gemini-3-flash-preview,register_score,-0.040341,0.098234,-0.410667,0.681317,-0.23288,0.152197,False,0.715,600,200
google__gemini-3-flash-preview,target_lm_naturalness_score,0.313213,0.147771,2.119593,0.03404,0.023583,0.602844,True,0.715,600,200
google__gemini-3-flash-preview,target_function_word_density,-0.030538,0.10181,-0.299953,0.764213,-0.230086,0.16901,False,0.715,600,200
google__gemini-3-flash-preview,target_passive_density,-0.317789,0.105245,-3.019528,0.002532,-0.524069,-0.11151,True,0.715,600,200
google__gemini-3-flash-preview,target_pronoun_subject_ratio,0.091398,0.123426,0.740508,0.458992,-0.150517,0.333312,False,0.715,600,200
google__gemini-3-flash-preview,target_explicit_connective_density,-0.168782,0.11072,-1.524407,0.127407,-0.385794,0.048229,False,0.715,600,200
google__gemini-3-flash-preview,target_nominalization_suffix_density,0.038108,0.105774,0.360277,0.71864,-0.169208,0.245424,False,0.715,600,200
google__gemini-3-flash-preview,target_avg_sentence_length,0.068902,0.131923,0.522286,0.601471,-0.189668,0.327471,False,0.715,600,200
moonshotai__kimi-k2.5,intercept,0.376963,0.087898,4.28864,1.8e-05,0.204683,0.549243,True,0.683333,600,200
moonshotai__kimi-k2.5,crosslingual_embedding_similarity,0.533646,0.125464,4.253383,2.1e-05,0.287737,0.779555,True,0.683333,600,200
moonshotai__kimi-k2.5,bidirectional_entailment,0.051823,0.072832,0.711542,0.476749,-0.090927,0.194573,False,0.683333,600,200
moonshotai__kimi-k2.5,nli_boundary_risk,0.249074,0.069575,3.579919,0.000344,0.112707,0.385442,True,0.683333,600,200
moonshotai__kimi-k2.5,nli_omission_risk,-0.26733,0.119139,-2.243847,0.024842,-0.500842,-0.033817,True,0.683333,600,200
moonshotai__kimi-k2.5,nli_contradiction_risk,0.03985,0.13189,0.302146,0.762541,-0.218655,0.298356,False,0.683333,600,200
moonshotai__kimi-k2.5,dependency_depth,0.032386,0.100426,0.32249,0.747082,-0.164449,0.229222,False,0.683333,600,200
moonshotai__kimi-k2.5,mean_dependency_distance,0.10094,0.142043,0.710629,0.477314,-0.177464,0.379344,False,0.683333,600,200
moonshotai__kimi-k2.5,normalized_dependency_distance,-0.168798,0.153235,-1.101561,0.270653,-0.469139,0.131543,False,0.683333,600,200
moonshotai__kimi-k2.5,sentence_compression_ratio,-0.472287,0.194602,-2.426941,0.015227,-0.853707,-0.090868,True,0.683333,600,200
moonshotai__kimi-k2.5,extra_number_ratio,0.082302,0.113822,0.723076,0.469633,-0.140789,0.305393,False,0.683333,600,200
moonshotai__kimi-k2.5,extra_entity_count,0.227604,0.103295,2.203431,0.027564,0.025145,0.430063,True,0.683333,600,200
moonshotai__kimi-k2.5,register_score,-0.036142,0.099418,-0.363532,0.716208,-0.231001,0.158718,False,0.683333,600,200
moonshotai__kimi-k2.5,target_lm_naturalness_score,0.232562,0.152548,1.524516,0.12738,-0.066432,0.531557,False,0.683333,600,200
moonshotai__kimi-k2.5,target_function_word_density,0.078448,0.103124,0.760712,0.446829,-0.123676,0.280572,False,0.683333,600,200
moonshotai__kimi-k2.5,target_passive_density,-0.571505,0.109347,-5.226517,0.0,-0.785826,-0.357185,True,0.683333,600,200
moonshotai__kimi-k2.5,target_pronoun_subject_ratio,0.130344,0.125031,1.042489,0.297185,-0.114718,0.375405,False,0.683333,600,200
moonshotai__kimi-k2.5,target_explicit_connective_density,-0.20246,0.119641,-1.692235,0.090601,-0.436955,0.032035,False,0.683333,600,200
moonshotai__kimi-k2.5,target_nominalization_suffix_density,0.104262,0.099241,1.050591,0.293446,-0.090251,0.298775,False,0.683333,600,200
moonshotai__kimi-k2.5,target_avg_sentence_length,0.078581,0.163873,0.479528,0.631563,-0.242609,0.399772,False,0.683333,600,200
openai__gpt-5.2,intercept,-0.050341,0.094527,-0.53256,0.594338,-0.235613,0.134931,False,0.72,600,200
openai__gpt-5.2,crosslingual_embedding_similarity,0.81579,0.14076,5.795613,0.0,0.539901,1.09168,True,0.72,600,200
openai__gpt-5.2,bidirectional_entailment,0.116751,0.078223,1.492543,0.135557,-0.036566,0.270068,False,0.72,600,200
openai__gpt-5.2,nli_boundary_risk,0.16298,0.074132,2.19852,0.027912,0.017682,0.308279,True,0.72,600,200
openai__gpt-5.2,nli_omission_risk,-0.370321,0.102386,-3.616924,0.000298,-0.570997,-0.169645,True,0.72,600,200
openai__gpt-5.2,nli_contradiction_risk,-0.080973,0.091519,-0.884771,0.37628,-0.260349,0.098403,False,0.72,600,200
openai__gpt-5.2,dependency_depth,-0.086405,0.102745,-0.840961,0.40037,-0.287785,0.114976,False,0.72,600,200
openai__gpt-5.2,mean_dependency_distance,-0.087837,0.153398,-0.572607,0.566911,-0.388497,0.212823,False,0.72,600,200
openai__gpt-5.2,normalized_dependency_distance,-0.067154,0.147739,-0.454549,0.649434,-0.356722,0.222413,False,0.72,600,200
openai__gpt-5.2,sentence_compression_ratio,-0.209412,0.184537,-1.134798,0.25646,-0.571104,0.15228,False,0.72,600,200
openai__gpt-5.2,extra_number_ratio,-0.211356,0.162624,-1.29966,0.193717,-0.530098,0.107387,False,0.72,600,200
openai__gpt-5.2,extra_entity_count,-0.005064,0.104364,-0.048523,0.9613,-0.209617,0.199489,False,0.72,600,200
openai__gpt-5.2,register_score,0.066526,0.101669,0.654336,0.512896,-0.132746,0.265797,False,0.72,600,200
openai__gpt-5.2,target_lm_naturalness_score,0.278455,0.150842,1.846006,0.064891,-0.017195,0.574105,False,0.72,600,200
openai__gpt-5.2,target_function_word_density,-0.048043,0.096306,-0.498855,0.617881,-0.236802,0.140717,False,0.72,600,200
openai__gpt-5.2,target_passive_density,-0.501362,0.117953,-4.250519,2.1e-05,-0.73255,-0.270174,True,0.72,600,200
openai__gpt-5.2,target_pronoun_subject_ratio,0.117666,0.115292,1.020587,0.30745,-0.108307,0.343639,False,0.72,600,200
openai__gpt-5.2,target_explicit_connective_density,-0.213844,0.118866,-1.799035,0.072013,-0.44682,0.019133,False,0.72,600,200
openai__gpt-5.2,target_nominalization_suffix_density,0.180823,0.111985,1.614711,0.106373,-0.038667,0.400314,False,0.72,600,200
openai__gpt-5.2,target_avg_sentence_length,0.142374,0.181995,0.782297,0.43404,-0.214336,0.499084,False,0.72,600,200
