id,top1_entropy,disagreement_layer,top1_votes
154,0.721928,medium,"{""B"": 4, ""C"": 1}"
165,0.721928,medium,"{""A"": 4, ""B"": 1}"
168,0.721928,medium,"{""B"": 1, ""C"": 4}"
169,0.721928,medium,"{""A"": 1, ""C"": 4}"
173,0.721928,medium,"{""A"": 4, ""B"": 1}"
174,0.721928,medium,"{""B"": 1, ""C"": 4}"
177,0.721928,medium,"{""A"": 4, ""B"": 1}"
181,0.721928,medium,"{""A"": 4, ""C"": 1}"
182,0.721928,medium,"{""B"": 4, ""C"": 1}"
184,0.721928,medium,"{""B"": 1, ""C"": 4}"
195,0.721928,medium,"{""B"": 1, ""C"": 4}"
197,0.721928,medium,"{""A"": 4, ""C"": 1}"
198,0.721928,medium,"{""A"": 1, ""B"": 4}"
002,0.0,unanimous,"{""B"": 5}"
003,0.0,unanimous,"{""B"": 5}"
004,0.0,unanimous,"{""C"": 5}"
007,0.0,unanimous,"{""A"": 5}"
008,0.0,unanimous,"{""A"": 5}"
010,0.0,unanimous,"{""B"": 5}"
012,0.0,unanimous,"{""B"": 5}"
016,0.0,unanimous,"{""B"": 5}"
017,0.0,unanimous,"{""A"": 5}"
019,0.0,unanimous,"{""B"": 5}"
021,0.0,unanimous,"{""B"": 5}"
023,0.0,unanimous,"{""B"": 5}"
024,0.0,unanimous,"{""A"": 5}"
025,0.0,unanimous,"{""C"": 5}"
027,0.0,unanimous,"{""C"": 5}"
028,0.0,unanimous,"{""A"": 5}"
032,0.0,unanimous,"{""A"": 5}"
034,0.0,unanimous,"{""C"": 5}"
037,0.0,unanimous,"{""B"": 5}"
038,0.0,unanimous,"{""C"": 5}"
039,0.0,unanimous,"{""B"": 5}"
040,0.0,unanimous,"{""C"": 5}"
041,0.0,unanimous,"{""A"": 5}"
042,0.0,unanimous,"{""C"": 5}"
043,0.0,unanimous,"{""B"": 5}"
044,0.0,unanimous,"{""A"": 5}"
045,0.0,unanimous,"{""A"": 5}"
047,0.0,unanimous,"{""B"": 5}"
048,0.0,unanimous,"{""B"": 5}"
049,0.0,unanimous,"{""B"": 5}"
050,0.0,unanimous,"{""C"": 5}"
051,0.0,unanimous,"{""A"": 5}"
052,0.0,unanimous,"{""B"": 5}"
054,0.0,unanimous,"{""B"": 5}"
057,0.0,unanimous,"{""B"": 5}"
058,0.0,unanimous,"{""B"": 5}"
059,0.0,unanimous,"{""B"": 5}"
061,0.0,unanimous,"{""A"": 5}"
062,0.0,unanimous,"{""A"": 5}"
063,0.0,unanimous,"{""B"": 5}"
064,0.0,unanimous,"{""C"": 5}"
066,0.0,unanimous,"{""A"": 5}"
068,0.0,unanimous,"{""B"": 5}"
070,0.0,unanimous,"{""A"": 5}"
074,0.0,unanimous,"{""A"": 5}"
076,0.0,unanimous,"{""C"": 5}"
077,0.0,unanimous,"{""B"": 5}"
079,0.0,unanimous,"{""C"": 5}"
085,0.0,unanimous,"{""C"": 5}"
091,0.0,unanimous,"{""A"": 5}"
097,0.0,unanimous,"{""B"": 5}"
098,0.0,unanimous,"{""A"": 5}"
099,0.0,unanimous,"{""B"": 5}"
101,0.0,unanimous,"{""B"": 5}"
102,0.0,unanimous,"{""A"": 5}"
106,0.0,unanimous,"{""B"": 5}"
110,0.0,unanimous,"{""B"": 5}"
112,0.0,unanimous,"{""C"": 5}"
113,0.0,unanimous,"{""A"": 5}"
115,0.0,unanimous,"{""B"": 5}"
116,0.0,unanimous,"{""B"": 5}"
117,0.0,unanimous,"{""C"": 5}"
120,0.0,unanimous,"{""B"": 5}"
121,0.0,unanimous,"{""B"": 5}"
125,0.0,unanimous,"{""B"": 5}"
127,0.0,unanimous,"{""C"": 5}"
131,0.0,unanimous,"{""C"": 5}"
133,0.0,unanimous,"{""B"": 5}"
134,0.0,unanimous,"{""B"": 5}"
135,0.0,unanimous,"{""A"": 5}"
137,0.0,unanimous,"{""B"": 5}"
142,0.0,unanimous,"{""A"": 5}"
143,0.0,unanimous,"{""A"": 5}"
144,0.0,unanimous,"{""C"": 5}"
147,0.0,unanimous,"{""C"": 5}"
149,0.0,unanimous,"{""C"": 5}"
150,0.0,unanimous,"{""A"": 5}"
153,0.0,unanimous,"{""B"": 5}"
156,0.0,unanimous,"{""B"": 5}"
157,0.0,unanimous,"{""A"": 5}"
158,0.0,unanimous,"{""A"": 5}"
159,0.0,unanimous,"{""A"": 5}"
160,0.0,unanimous,"{""A"": 5}"
161,0.0,unanimous,"{""A"": 5}"
162,0.0,unanimous,"{""B"": 5}"
163,0.0,unanimous,"{""A"": 5}"
164,0.0,unanimous,"{""B"": 5}"
166,0.0,unanimous,"{""C"": 5}"
167,0.0,unanimous,"{""B"": 5}"
171,0.0,unanimous,"{""B"": 5}"
172,0.0,unanimous,"{""C"": 5}"
175,0.0,unanimous,"{""B"": 5}"
176,0.0,unanimous,"{""A"": 5}"
178,0.0,unanimous,"{""B"": 5}"
179,0.0,unanimous,"{""B"": 5}"
180,0.0,unanimous,"{""B"": 5}"
183,0.0,unanimous,"{""B"": 5}"
186,0.0,unanimous,"{""C"": 5}"
187,0.0,unanimous,"{""C"": 5}"
188,0.0,unanimous,"{""A"": 5}"
189,0.0,unanimous,"{""C"": 5}"
191,0.0,unanimous,"{""B"": 5}"
192,0.0,unanimous,"{""A"": 5}"
193,0.0,unanimous,"{""B"": 5}"
194,0.0,unanimous,"{""B"": 5}"
196,0.0,unanimous,"{""A"": 5}"
199,0.0,unanimous,"{""B"": 5}"
200,0.0,unanimous,"{""A"": 5}"
