version,model,feature,standardized_coefficient,cluster_robust_se,z_cluster,p_cluster,ci95_low,ci95_high,cluster_significant_05,in_sample_accuracy,n_pairwise_observations,n_clusters
claude-version,moonshotai__kimi-k2.5,nominalization_ratio,0.230925,0.076516,3.017986,0.002545,0.080953,0.380897,True,0.731667,1200,400
claude-version,moonshotai__kimi-k2.5,coordination_count,0.110507,0.066301,1.666729,0.095568,-0.019444,0.240458,False,0.731667,1200,400
claude-version,moonshotai__kimi-k2.5,passive_or_beishi_count,-0.137136,0.079121,-1.733237,0.083054,-0.292213,0.017942,False,0.731667,1200,400
claude-version,moonshotai__kimi-k2.5,sentence_compression_ratio,0.488576,0.09752,5.010012,1e-06,0.297437,0.679715,True,0.731667,1200,400
claude-version,moonshotai__kimi-k2.5,target_function_word_density,-1.024066,0.084703,-12.090061,0.0,-1.190084,-0.858048,True,0.731667,1200,400
claude-version,moonshotai__kimi-k2.5,target_passive_density,-0.205386,0.085109,-2.413227,0.015812,-0.372199,-0.038574,True,0.731667,1200,400
claude-version,moonshotai__kimi-k2.5,target_pronoun_subject_ratio,-0.126582,0.081713,-1.549116,0.121354,-0.286739,0.033574,False,0.731667,1200,400
claude-version,moonshotai__kimi-k2.5,target_explicit_connective_density,-0.384657,0.077775,-4.945752,1e-06,-0.537097,-0.232218,True,0.731667,1200,400
claude-version,moonshotai__kimi-k2.5,target_nominalization_suffix_density,-0.00676,0.080712,-0.083753,0.933253,-0.164955,0.151435,False,0.731667,1200,400
claude-version,moonshotai__kimi-k2.5,target_avg_sentence_length,0.334402,0.098263,3.403137,0.000666,0.141807,0.526997,True,0.731667,1200,400
claude-version,moonshotai__kimi-k2.5,mtld,0.0,0.0,,,0.0,0.0,False,0.731667,1200,400
claude-version,moonshotai__kimi-k2.5,cohesion_mean_overlap,-0.015542,0.093177,-0.166796,0.86753,-0.198167,0.167084,False,0.731667,1200,400
claude-version,moonshotai__kimi-k2.5,content_word_ratio,0.3475,0.099931,3.477399,0.000506,0.151635,0.543365,True,0.731667,1200,400
claude-version,openai__gpt-5.2,intercept,0.314005,0.068074,4.612712,4e-06,0.18058,0.447429,True,0.699167,1200,400
claude-version,openai__gpt-5.2,crosslingual_embedding_similarity,0.14047,0.087741,1.600971,0.109383,-0.031502,0.312442,False,0.699167,1200,400
claude-version,openai__gpt-5.2,bidirectional_entailment,0.009829,0.098563,0.099728,0.92056,-0.183354,0.203013,False,0.699167,1200,400
claude-version,openai__gpt-5.2,nli_boundary_risk,0.197642,0.087242,2.265459,0.023485,0.026649,0.368636,True,0.699167,1200,400
claude-version,openai__gpt-5.2,nli_omission_risk,-0.205959,0.086694,-2.375691,0.017516,-0.37588,-0.036038,True,0.699167,1200,400
claude-version,openai__gpt-5.2,nli_contradiction_risk,-0.133258,0.111189,-1.198479,0.230731,-0.351188,0.084673,False,0.699167,1200,400
claude-version,openai__gpt-5.2,dependency_depth,-0.081796,0.072132,-1.133975,0.256805,-0.223174,0.059583,False,0.699167,1200,400
claude-version,openai__gpt-5.2,mean_dependency_distance,-0.13291,0.111708,-1.189799,0.234125,-0.351857,0.086037,False,0.699167,1200,400
claude-version,openai__gpt-5.2,normalized_dependency_distance,0.108108,0.106184,1.01812,0.308621,-0.100012,0.316228,False,0.699167,1200,400
claude-version,openai__gpt-5.2,clause_count,0.042203,0.08184,0.515677,0.60608,-0.118203,0.202609,False,0.699167,1200,400
claude-version,openai__gpt-5.2,modifier_density,0.2731,0.079521,3.434298,0.000594,0.117238,0.428962,True,0.699167,1200,400
claude-version,openai__gpt-5.2,nominalization_ratio,0.063353,0.074372,0.851842,0.394302,-0.082416,0.209123,False,0.699167,1200,400
claude-version,openai__gpt-5.2,coordination_count,0.029032,0.070233,0.413362,0.679341,-0.108625,0.166688,False,0.699167,1200,400
claude-version,openai__gpt-5.2,passive_or_beishi_count,-0.188116,0.074925,-2.510732,0.012048,-0.334968,-0.041263,True,0.699167,1200,400
claude-version,openai__gpt-5.2,sentence_compression_ratio,0.483384,0.101591,4.758134,2e-06,0.284266,0.682503,True,0.699167,1200,400
claude-version,openai__gpt-5.2,target_function_word_density,-0.788951,0.08445,-9.342231,0.0,-0.954473,-0.623429,True,0.699167,1200,400
claude-version,openai__gpt-5.2,target_passive_density,-0.148667,0.07156,-2.077507,0.037755,-0.288925,-0.008409,True,0.699167,1200,400
claude-version,openai__gpt-5.2,target_pronoun_subject_ratio,-0.141405,0.079266,-1.783928,0.074435,-0.296766,0.013956,False,0.699167,1200,400
claude-version,openai__gpt-5.2,target_explicit_connective_density,-0.267724,0.07609,-3.518521,0.000434,-0.416861,-0.118588,True,0.699167,1200,400
claude-version,openai__gpt-5.2,target_nominalization_suffix_density,-0.1193,0.074555,-1.600167,0.109562,-0.265428,0.026827,False,0.699167,1200,400
claude-version,openai__gpt-5.2,target_avg_sentence_length,0.255569,0.097054,2.633261,0.008457,0.065343,0.445794,True,0.699167,1200,400
claude-version,openai__gpt-5.2,mtld,0.0,0.0,,,0.0,0.0,False,0.699167,1200,400
claude-version,openai__gpt-5.2,cohesion_mean_overlap,-0.032958,0.083647,-0.394016,0.693569,-0.196906,0.13099,False,0.699167,1200,400
claude-version,openai__gpt-5.2,content_word_ratio,0.282517,0.092699,3.047691,0.002306,0.100827,0.464206,True,0.699167,1200,400
