version,model,feature,standardized_coefficient,cluster_robust_se,z_cluster,p_cluster,ci95_low,ci95_high,cluster_significant_05,in_sample_accuracy,n_pairwise_observations,n_clusters
claude-version,openai__gpt-5.2,intercept,0.314413,0.068425,4.595027,4e-06,0.1803,0.448525,True,0.715,1200,400
claude-version,openai__gpt-5.2,crosslingual_embedding_similarity,0.140456,0.092253,1.522509,0.127881,-0.04036,0.321272,False,0.715,1200,400
claude-version,openai__gpt-5.2,bidirectional_entailment,-0.00227,0.103116,-0.022013,0.982438,-0.204377,0.199837,False,0.715,1200,400
claude-version,openai__gpt-5.2,nli_boundary_risk,0.196344,0.09001,2.181353,0.029157,0.019924,0.372763,True,0.715,1200,400
claude-version,openai__gpt-5.2,nli_omission_risk,-0.219648,0.090615,-2.423959,0.015352,-0.397254,-0.042042,True,0.715,1200,400
claude-version,openai__gpt-5.2,nli_contradiction_risk,-0.168462,0.122634,-1.373695,0.169537,-0.408824,0.071901,False,0.715,1200,400
claude-version,openai__gpt-5.2,dependency_depth,-0.091463,0.072658,-1.258819,0.208096,-0.233871,0.050946,False,0.715,1200,400
claude-version,openai__gpt-5.2,mean_dependency_distance,-0.115782,0.117295,-0.987104,0.323592,-0.34568,0.114116,False,0.715,1200,400
claude-version,openai__gpt-5.2,normalized_dependency_distance,0.076558,0.109089,0.701792,0.482809,-0.137257,0.290373,False,0.715,1200,400
claude-version,openai__gpt-5.2,clause_count,0.029097,0.083693,0.34767,0.728088,-0.13494,0.193135,False,0.715,1200,400
claude-version,openai__gpt-5.2,modifier_density,0.259438,0.078949,3.286162,0.001016,0.104699,0.414178,True,0.715,1200,400
claude-version,openai__gpt-5.2,nominalization_ratio,0.054849,0.07445,0.736714,0.461296,-0.091074,0.200771,False,0.715,1200,400
claude-version,openai__gpt-5.2,coordination_count,0.046715,0.077974,0.599113,0.549098,-0.106114,0.199545,False,0.715,1200,400
claude-version,openai__gpt-5.2,passive_or_beishi_count,-0.156703,0.074558,-2.101764,0.035574,-0.302836,-0.01057,True,0.715,1200,400
claude-version,openai__gpt-5.2,sentence_compression_ratio,0.437599,0.098903,4.42454,1e-05,0.243749,0.631448,True,0.715,1200,400
claude-version,openai__gpt-5.2,target_function_word_density,-0.704853,0.092015,-7.660158,0.0,-0.885203,-0.524503,True,0.715,1200,400
claude-version,openai__gpt-5.2,target_passive_density,-0.153538,0.070537,-2.176697,0.029503,-0.29179,-0.015285,True,0.715,1200,400
claude-version,openai__gpt-5.2,target_pronoun_subject_ratio,-0.124575,0.078557,-1.585805,0.112784,-0.278546,0.029395,False,0.715,1200,400
claude-version,openai__gpt-5.2,target_explicit_connective_density,-0.254032,0.076931,-3.302075,0.00096,-0.404817,-0.103247,True,0.715,1200,400
claude-version,openai__gpt-5.2,target_nominalization_suffix_density,-0.122962,0.073586,-1.670993,0.094723,-0.26719,0.021267,False,0.715,1200,400
claude-version,openai__gpt-5.2,target_avg_sentence_length,0.049299,0.107093,0.460332,0.645278,-0.160604,0.259201,False,0.715,1200,400
claude-version,openai__gpt-5.2,clause_density,0.26686,0.098523,2.708596,0.006757,0.073754,0.459966,True,0.715,1200,400
claude-version,openai__gpt-5.2,lexical_frequency_deviation,-0.213589,0.09016,-2.369015,0.017836,-0.390302,-0.036877,True,0.715,1200,400
