version,model,feature,standardized_coefficient,cluster_robust_se,z_cluster,p_cluster,ci95_low,ci95_high,cluster_significant_05,in_sample_accuracy,n_pairwise_observations,n_clusters
claude-version,google__gemini-3-flash-preview,target_pronoun_subject_ratio,-0.113883,0.063443,-1.795062,0.072644,-0.238231,0.010464,False,0.705,1200,400
claude-version,google__gemini-3-flash-preview,target_explicit_connective_density,-0.250814,0.072854,-3.442697,0.000576,-0.393607,-0.10802,True,0.705,1200,400
claude-version,google__gemini-3-flash-preview,target_nominalization_suffix_density,-0.057332,0.085099,-0.673705,0.500499,-0.224127,0.109463,False,0.705,1200,400
claude-version,google__gemini-3-flash-preview,target_avg_sentence_length,0.287879,0.109236,2.635387,0.008404,0.073776,0.501981,True,0.705,1200,400
claude-version,google__gemini-3-flash-preview,sentence_compression_ratio,0.287318,0.089311,3.217055,0.001295,0.112269,0.462368,True,0.705,1200,400
claude-version,google__gemini-3-flash-preview,extra_number_ratio,-0.121548,0.084932,-1.431131,0.152393,-0.288014,0.044918,False,0.705,1200,400
claude-version,google__gemini-3-flash-preview,extra_entity_count,-0.150144,0.070444,-2.131397,0.033056,-0.288215,-0.012074,True,0.705,1200,400
claude-version,google__gemini-3-flash-preview,register_score,0.186865,0.066738,2.799967,0.005111,0.056058,0.317672,True,0.705,1200,400
claude-version,moonshotai__kimi-k2.5,intercept,0.231518,0.064251,3.603323,0.000314,0.105585,0.35745,True,0.7025,1200,400
claude-version,moonshotai__kimi-k2.5,target_function_word_density,-1.00373,0.085064,-11.79974,0.0,-1.170455,-0.837005,True,0.7025,1200,400
claude-version,moonshotai__kimi-k2.5,target_passive_density,-0.281663,0.082393,-3.418545,0.00063,-0.443153,-0.120173,True,0.7025,1200,400
claude-version,moonshotai__kimi-k2.5,target_pronoun_subject_ratio,-0.099518,0.078449,-1.268574,0.204593,-0.253277,0.054241,False,0.7025,1200,400
claude-version,moonshotai__kimi-k2.5,target_explicit_connective_density,-0.342933,0.076557,-4.479468,7e-06,-0.492983,-0.192882,True,0.7025,1200,400
claude-version,moonshotai__kimi-k2.5,target_nominalization_suffix_density,-0.030383,0.085546,-0.355167,0.722465,-0.198053,0.137287,False,0.7025,1200,400
claude-version,moonshotai__kimi-k2.5,target_avg_sentence_length,0.250614,0.100115,2.50325,0.012306,0.054388,0.44684,True,0.7025,1200,400
claude-version,moonshotai__kimi-k2.5,sentence_compression_ratio,0.366267,0.088741,4.127384,3.7e-05,0.192335,0.540199,True,0.7025,1200,400
claude-version,moonshotai__kimi-k2.5,extra_number_ratio,-0.192497,0.082784,-2.325284,0.020057,-0.354753,-0.03024,True,0.7025,1200,400
claude-version,moonshotai__kimi-k2.5,extra_entity_count,-0.12071,0.067554,-1.78686,0.07396,-0.253117,0.011696,False,0.7025,1200,400
claude-version,moonshotai__kimi-k2.5,register_score,0.187465,0.065013,2.883501,0.003933,0.06004,0.314891,True,0.7025,1200,400
claude-version,openai__gpt-5.2,intercept,0.308164,0.066212,4.65418,3e-06,0.178388,0.43794,True,0.675833,1200,400
claude-version,openai__gpt-5.2,target_function_word_density,-0.75445,0.08367,-9.016984,0.0,-0.918443,-0.590457,True,0.675833,1200,400
claude-version,openai__gpt-5.2,target_passive_density,-0.218604,0.073444,-2.976467,0.002916,-0.362555,-0.074654,True,0.675833,1200,400
claude-version,openai__gpt-5.2,target_pronoun_subject_ratio,-0.11395,0.075416,-1.510955,0.1308,-0.261765,0.033865,False,0.675833,1200,400
claude-version,openai__gpt-5.2,target_explicit_connective_density,-0.241914,0.074738,-3.236848,0.001209,-0.3884,-0.095428,True,0.675833,1200,400
claude-version,openai__gpt-5.2,target_nominalization_suffix_density,-0.127287,0.077657,-1.639091,0.101194,-0.279496,0.024921,False,0.675833,1200,400
claude-version,openai__gpt-5.2,target_avg_sentence_length,0.222483,0.096943,2.294976,0.021735,0.032474,0.412492,True,0.675833,1200,400
claude-version,openai__gpt-5.2,sentence_compression_ratio,0.323483,0.089641,3.608656,0.000308,0.147787,0.499178,True,0.675833,1200,400
claude-version,openai__gpt-5.2,extra_number_ratio,-0.108949,0.084458,-1.289988,0.197055,-0.274486,0.056588,False,0.675833,1200,400
claude-version,openai__gpt-5.2,extra_entity_count,-0.054452,0.069105,-0.787965,0.430717,-0.189898,0.080994,False,0.675833,1200,400
claude-version,openai__gpt-5.2,register_score,0.063348,0.063136,1.003365,0.315685,-0.060398,0.187095,False,0.675833,1200,400
