model,feature,standardized_coefficient,training_accuracy,intercept,n_pairwise_observations
moonshotai__kimi-k2.5,nli_contradiction_risk,-0.157734,0.711667,0.186726,600
moonshotai__kimi-k2.5,dependency_depth,-0.115517,0.711667,0.186726,600
moonshotai__kimi-k2.5,mean_dependency_distance,0.183875,0.711667,0.186726,600
moonshotai__kimi-k2.5,normalized_dependency_distance,-0.134424,0.711667,0.186726,600
moonshotai__kimi-k2.5,sentence_compression_ratio,0.407187,0.711667,0.186726,600
moonshotai__kimi-k2.5,extra_number_ratio,-0.341644,0.711667,0.186726,600
moonshotai__kimi-k2.5,extra_entity_count,-0.214193,0.711667,0.186726,600
moonshotai__kimi-k2.5,register_score,0.138312,0.711667,0.186726,600
moonshotai__kimi-k2.5,translationese_score,-1.045358,0.711667,0.186726,600
moonshotai__kimi-k2.5,target_lm_naturalness_score,0.26789,0.711667,0.186726,600
openai__gpt-5.2,crosslingual_embedding_similarity,0.17655,0.695,0.291481,600
openai__gpt-5.2,bidirectional_entailment,-0.079088,0.695,0.291481,600
openai__gpt-5.2,nli_boundary_risk,0.216884,0.695,0.291481,600
openai__gpt-5.2,nli_omission_risk,-0.361747,0.695,0.291481,600
openai__gpt-5.2,nli_contradiction_risk,-0.157017,0.695,0.291481,600
openai__gpt-5.2,dependency_depth,-0.135603,0.695,0.291481,600
openai__gpt-5.2,mean_dependency_distance,0.183935,0.695,0.291481,600
openai__gpt-5.2,normalized_dependency_distance,-0.097016,0.695,0.291481,600
openai__gpt-5.2,sentence_compression_ratio,0.26012,0.695,0.291481,600
openai__gpt-5.2,extra_number_ratio,-0.125181,0.695,0.291481,600
openai__gpt-5.2,extra_entity_count,-0.173094,0.695,0.291481,600
openai__gpt-5.2,register_score,0.053176,0.695,0.291481,600
openai__gpt-5.2,translationese_score,-0.946369,0.695,0.291481,600
openai__gpt-5.2,target_lm_naturalness_score,0.285056,0.695,0.291481,600
