model,feature,standardized_coefficient,cluster_robust_se,z_cluster,p_cluster,ci95_low,ci95_high,cluster_significant_05,in_sample_accuracy,n_pairwise_observations,n_clusters
openai__gpt-5.2,nli_contradiction_risk,-0.123256,0.122898,-1.002913,0.315903,-0.364136,0.117624,False,0.716667,1200,400
openai__gpt-5.2,dependency_depth,0.008686,0.07445,0.116664,0.907126,-0.137237,0.154608,False,0.716667,1200,400
openai__gpt-5.2,mean_dependency_distance,0.341011,0.126823,2.688863,0.00717,0.092437,0.589584,True,0.716667,1200,400
openai__gpt-5.2,normalized_dependency_distance,-0.265776,0.140941,-1.885733,0.059331,-0.54202,0.010467,False,0.716667,1200,400
openai__gpt-5.2,clause_count,0.0972,0.080852,1.202209,0.229283,-0.061269,0.25567,False,0.716667,1200,400
openai__gpt-5.2,modifier_density,0.273897,0.081879,3.345157,0.000822,0.113415,0.434379,True,0.716667,1200,400
openai__gpt-5.2,nominalization_ratio,0.126738,0.080019,1.583846,0.113229,-0.030099,0.283574,False,0.716667,1200,400
openai__gpt-5.2,coordination_count,0.044564,0.071184,0.62604,0.531289,-0.094957,0.184085,False,0.716667,1200,400
openai__gpt-5.2,passive_or_beishi_count,-0.265884,0.087693,-3.031974,0.00243,-0.437763,-0.094005,True,0.716667,1200,400
openai__gpt-5.2,sentence_compression_ratio,0.11541,0.10659,1.082745,0.278922,-0.093507,0.324326,False,0.716667,1200,400
openai__gpt-5.2,extra_number_ratio,-0.122889,0.092184,-1.333087,0.182503,-0.303569,0.057791,False,0.716667,1200,400
openai__gpt-5.2,extra_entity_count,-0.044592,0.070058,-0.636493,0.524455,-0.181905,0.092722,False,0.716667,1200,400
openai__gpt-5.2,register_score,0.050131,0.06817,0.735387,0.462104,-0.083482,0.183744,False,0.716667,1200,400
openai__gpt-5.2,target_function_word_density,-0.83894,0.087175,-9.623608,0.0,-1.009804,-0.668077,True,0.716667,1200,400
openai__gpt-5.2,target_passive_density,-0.06357,0.085301,-0.745239,0.456127,-0.23076,0.103621,False,0.716667,1200,400
openai__gpt-5.2,target_pronoun_subject_ratio,-0.117177,0.077746,-1.507183,0.131764,-0.269558,0.035205,False,0.716667,1200,400
openai__gpt-5.2,target_explicit_connective_density,-0.211691,0.077904,-2.717317,0.006581,-0.364383,-0.058998,True,0.716667,1200,400
openai__gpt-5.2,target_nominalization_suffix_density,-0.121685,0.078119,-1.5577,0.119304,-0.274798,0.031427,False,0.716667,1200,400
openai__gpt-5.2,target_avg_sentence_length,0.131685,0.096613,1.363011,0.172879,-0.057677,0.321046,False,0.716667,1200,400
