version,direction,model,id,top_candidate,clause_count,dependency_depth,mean_dependency_distance,max_dependency_distance,normalized_dependency_distance,nominalization_ratio,modifier_density,coordination_count,passive_count,sentence_compression_ratio,token_count,sentence_count,avg_sentence_length,clause_count_native_z,dependency_depth_native_z,mean_dependency_distance_native_z,max_dependency_distance_native_z,normalized_dependency_distance_native_z,nominalization_ratio_native_z,modifier_density_native_z,coordination_count_native_z,passive_count_native_z,sentence_compression_ratio_native_z,token_count_native_z,sentence_count_native_z,avg_sentence_length_native_z
claude-version,CE,anthropic__claude-sonnet-4.6,011,B,7.0,7.0,3.656716,31.0,0.054578,0.5375,0.565217,6.0,0.0,0.652174,69.0,2.0,34.5,1.552253478,0.895892151,0.301436707,0.767878982,-1.607880231,-0.517264065,0.616119549,1.120037315,-0.571266292,-1.803250582,2.790741585,2.955746113,0.426750029
claude-version,CE,anthropic__claude-sonnet-4.6,012,C,14.0,6.0,3.439024,29.0,0.041939,0.479545,0.356322,6.0,4.0,0.570312,87.0,5.0,17.4,4.774224285,0.343622301,-0.025465826,0.597041796,-1.85873998,-0.927125637,-1.166359444,1.120037315,2.437773962,-1.853312828,4.101283887,12.535735676,-0.934097231
claude-version,CE,anthropic__claude-sonnet-4.6,013,B,8.0,10.0,3.710843,41.0,0.044709,0.455952,0.488372,0.0,6.0,0.686441,86.0,3.0,28.666667,2.012535022,2.552701702,0.382717844,1.62206491,-1.803760828,-1.093976884,-0.039590728,-0.849663104,3.942294088,-1.782294791,4.028475981,6.149075968,-0.037476593
claude-version,CE,anthropic__claude-sonnet-4.6,014,B,4.0,8.0,3.12766,20.0,0.066546,0.686957,0.55102,4.0,4.0,0.517241,49.0,2.0,24.5,0.171408847,1.448162002,-0.493033216,-0.171725539,-1.370338537,0.539705668,0.494978046,0.463470509,2.437773962,-1.885768099,1.334583472,2.955746113,-0.369067082
claude-version,CE,anthropic__claude-sonnet-4.6,015,A,13.0,7.0,3.07767,22.0,0.02988,0.786,0.59434,13.0,7.0,0.842593,106.0,3.0,35.333333,4.313942741,0.895892151,-0.568101926,-0.000888353,-2.098087849,1.240144277,0.864623035,3.418021137,4.694554152,-1.686800914,5.484634094,6.149075968,0.493068095
claude-version,CE,anthropic__claude-sonnet-4.6,016,B,6.0,5.0,3.456522,24.0,0.075142,0.524,0.5625,6.0,1.0,0.538462,48.0,2.0,24.0,1.091971935,-0.208647549,0.000810475,0.169948832,-1.199724533,-0.612736953,0.592935675,1.120037315,0.180993771,-1.872790516,1.261775567,2.955746113,-0.408857938
claude-version,CE,anthropic__claude-sonnet-4.6,017,B,11.0,7.0,3.106383,22.0,0.033047,0.642105,0.556701,9.0,8.0,0.75,97.0,3.0,32.333333,3.393379654,0.895892151,-0.524984345,-0.000888353,-2.035229013,0.222509374,0.54345342,2.104887524,5.446814215,-1.743425642,4.829362943,6.149075968,0.254322961
claude-version,CE,anthropic__claude-sonnet-4.6,018,B,9.0,6.0,3.848485,33.0,0.05831,0.568182,0.5,5.0,3.0,0.663158,68.0,2.0,34.0,2.472816566,0.343622301,0.58941133,0.938716167,-1.533807236,-0.300278943,0.059629769,0.791753912,1.685513898,-1.796533379,2.71793368,2.955746113,0.386959173
claude-version,CE,anthropic__claude-sonnet-4.6,019,B,19.0,9.0,3.752809,40.0,0.042166,0.625,0.406593,21.0,3.0,0.747573,91.0,2.0,45.5,7.075632004,2.000431852,0.445737118,1.536646317,-1.854234468,0.101541689,-0.737402306,6.044288362,1.685513898,-1.744909861,4.392515509,2.955746113,1.302148851
claude-version,CE,anthropic__claude-sonnet-4.6,020,B,9.0,9.0,4.0,30.0,0.053333,0.601471,0.480519,6.0,3.0,0.554622,77.0,2.0,38.5,2.472816566,2.000431852,0.816937547,0.682460389,-1.632591078,-0.064856946,-0.106599548,1.120037315,1.685513898,-1.862907959,3.37320483,2.955746113,0.745076873
claude-version,CE,anthropic__claude-sonnet-4.6,021,A,7.0,5.0,3.772727,34.0,0.042872,0.488095,0.566667,3.0,3.0,0.65873,90.0,2.0,45.0,1.552253478,-0.208647549,0.475647471,1.02413476,-1.840221732,-0.866659474,0.628492246,0.135187105,1.685513898,-1.799241297,4.319707604,2.955746113,1.262357995
claude-version,CE,anthropic__claude-sonnet-4.6,022,B,9.0,8.0,3.469697,28.0,0.052571,0.769444,0.544118,15.0,0.0,0.62,68.0,2.0,34.0,2.472816566,1.448162002,0.020595037,0.511623203,-1.647715307,1.123059156,0.436084008,4.074587943,-0.571266292,-1.822926411,2.71793368,2.955746113,0.386959173
claude-version,CE,anthropic__claude-sonnet-4.6,023,A,15.0,7.0,3.347107,42.0,0.027662,0.453922,0.368,3.0,9.0,0.704403,125.0,4.0,31.25,5.234505829,0.895892151,-0.163495244,1.707483503,-2.142110867,-1.108333178,-1.066712302,0.135187105,6.199074279,-1.771310231,6.867984302,9.342405822,0.168109468
claude-version,CE,anthropic__claude-sonnet-4.6,024,B,5.0,7.0,3.449275,31.0,0.049989,0.514062,0.56338,0.0,2.0,0.570175,71.0,2.0,35.5,0.631690391,0.895892151,-0.010072161,0.767878982,-1.698963022,-0.683019143,0.600444622,-0.849663104,0.933253835,-1.853396609,2.936357396,2.955746113,0.50633174
claude-version,CE,anthropic__claude-sonnet-4.6,025,C,13.0,9.0,3.555556,28.0,0.049383,0.713235,0.351351,12.0,2.0,0.701031,74.0,2.0,37.0,4.313942741,2.000431852,0.149527311,0.511623203,-1.710990952,0.725545412,-1.208776463,3.089737734,0.933253835,-1.773372359,3.154781113,2.955746113,0.625704306
claude-version,CE,anthropic__claude-sonnet-4.6,026,B,7.0,5.0,3.271186,14.0,0.055444,0.49,0.483871,5.0,5.0,0.65,62.0,3.0,20.666667,1.552253478,-0.208647549,-0.277503877,-0.684237096,-1.590691803,-0.853187189,-0.077997286,0.791753912,3.190034025,-1.80458008,2.281086246,6.149075968,-0.674130282
claude-version,CE,anthropic__claude-sonnet-4.6,027,B,6.0,9.0,3.040816,26.0,0.062057,0.426316,0.372549,0.0,0.0,0.635135,51.0,2.0,25.5,1.091971935,2.000431852,-0.623444639,0.340786018,-1.45943652,-1.303564625,-1.027896165,-0.849663104,-0.571266292,-1.813670687,1.480199283,2.955746113,-0.289485371
claude-version,CE,anthropic__claude-sonnet-4.6,028,C,7.0,8.0,4.176471,72.0,0.049135,0.702326,0.448276,6.0,3.0,0.723684,87.0,2.0,43.5,1.552253478,1.448162002,1.081939554,4.270041287,-1.715913273,0.648396246,-0.381725665,1.120037315,1.685513898,-1.759519044,4.101283887,2.955746113,1.142985429
claude-version,CE,anthropic__claude-sonnet-4.6,029,C,5.0,6.0,3.432432,29.0,0.046384,0.655128,0.636364,3.0,4.0,0.684211,77.0,3.0,25.666667,0.631690391,0.343622301,-0.035364865,0.597041796,-1.770515312,0.314608886,1.223209393,0.135187105,2.437773962,-1.783658535,3.37320483,6.149075968,-0.276221726
claude-version,CE,anthropic__claude-sonnet-4.6,030,C,12.0,10.0,3.097345,34.0,0.02741,0.634615,0.452991,9.0,5.0,0.789062,117.0,4.0,29.25,3.853661197,2.552701702,-0.53855648,1.02413476,-2.14711258,0.169539601,-0.341493067,2.104887524,3.190034025,-1.719537496,6.285521056,9.342405822,0.008946045
claude-version,CE,anthropic__claude-sonnet-4.6,031,C,13.0,7.0,4.085106,37.0,0.043459,0.47766,0.453608,14.0,4.0,0.684211,97.0,3.0,32.333333,4.313942741,0.895892151,0.94473906,1.280390539,-1.828570915,-0.940456481,-0.336228271,3.74630454,2.437773962,-1.783658535,4.829362943,6.149075968,0.254322961
claude-version,CE,anthropic__claude-sonnet-4.6,032,A,12.0,6.0,3.697674,32.0,0.042996,0.56375,0.344444,3.0,10.0,0.632812,90.0,4.0,22.5,3.853661197,0.343622301,0.362942292,0.853297575,-1.837760571,-0.331622339,-1.267713165,0.135187105,6.951334342,-1.815091304,4.319707604,9.342405822,-0.528230505
claude-version,CE,anthropic__claude-sonnet-4.6,033,B,6.0,5.0,3.9,29.0,0.065,0.55,0.403226,3.0,6.0,0.622222,62.0,2.0,31.0,1.091971935,-0.208647549,0.666770094,0.597041796,-1.401023652,-0.428863243,-0.766132561,0.135187105,3.942294088,-1.821567559,2.281086246,2.955746113,0.14821404
claude-version,CE,anthropic__claude-sonnet-4.6,034,B,13.0,5.0,2.805195,22.0,0.036431,0.545714,0.37037,0.0,3.0,0.60177,81.0,4.0,20.25,4.313942741,-0.208647549,-0.977270695,-0.000888353,-1.968063146,-0.459174117,-1.046489342,-0.849663104,1.685513898,-1.834074865,3.664436453,9.342405822,-0.707289355
claude-version,CE,anthropic__claude-sonnet-4.6,035,A,11.0,7.0,3.145161,27.0,0.050728,0.49,0.378788,3.0,5.0,0.691358,66.0,4.0,16.5,3.393379654,0.895892151,-0.46675241,0.426204611,-1.684295298,-0.853187189,-0.974659437,0.135187105,3.190034025,-1.779287827,2.572317868,9.342405822,-1.005720771
claude-version,CE,anthropic__claude-sonnet-4.6,036,B,16.0,6.0,2.823529,24.0,0.033218,0.560784,0.455556,7.0,1.0,0.564286,90.0,5.0,18.0,5.694787373,0.343622301,-0.949738994,0.169948832,-2.031834993,-0.352598086,-0.319606193,1.448320718,0.180993771,-1.856997994,4.319707604,12.535735676,-0.886348205
claude-version,CE,anthropic__claude-sonnet-4.6,037,C,8.0,4.0,2.920635,19.0,0.046359,0.365476,0.447761,0.0,0.0,0.643678,67.0,4.0,16.75,2.012535022,-0.7609174,-0.803917387,-0.257144132,-1.771011514,-1.733829106,-0.386120105,-0.849663104,-0.571266292,-1.808446263,2.645125774,9.342405822,-0.985825343
claude-version,CE,anthropic__claude-sonnet-4.6,038,B,9.0,6.0,3.688312,31.0,0.0479,0.459211,0.4375,6.0,4.0,0.555556,80.0,3.0,26.666667,2.472816566,0.343622301,0.348883615,0.767878982,-1.740425639,-1.070929022,-0.473676136,1.120037315,2.437773962,-1.862336776,3.591628547,6.149075968,-0.196640015
claude-version,CE,anthropic__claude-sonnet-4.6,039,C,11.0,6.0,3.741935,30.0,0.040236,0.649123,0.463918,6.0,6.0,0.547945,97.0,4.0,24.25,3.393379654,0.343622301,0.429407909,0.682460389,-1.892541242,0.272141132,-0.248254129,1.120037315,3.942294088,-1.866991241,4.829362943,9.342405822,-0.38896251
claude-version,CE,anthropic__claude-sonnet-4.6,040,A,7.0,8.0,4.724638,25.0,0.068473,0.786667,0.394366,4.0,3.0,0.65,71.0,2.0,35.5,1.552253478,1.448162002,1.905107979,0.255367425,-1.332091307,1.244861345,-0.841734006,0.463470509,1.685513898,-1.80458008,2.936357396,2.955746113,0.50633174
claude-version,CE,anthropic__claude-sonnet-4.6,041,B,15.0,7.0,3.391892,27.0,0.045836,0.319565,0.474359,6.0,7.0,0.722772,78.0,4.0,19.5,5.234505829,0.895892151,-0.09624275,0.426204611,-1.781392054,-2.058514718,-0.159162178,1.120037315,4.694554152,-1.760076773,3.446012736,9.342405822,-0.766975638
claude-version,CE,anthropic__claude-sonnet-4.6,042,B,13.0,5.0,3.78125,28.0,0.039388,0.522115,0.51,6.0,9.0,0.601307,100.0,4.0,25.0,4.313942741,-0.208647549,0.488446243,0.511623203,-1.909372405,-0.626067797,0.144958714,1.120037315,6.199074279,-1.83435801,5.04778666,9.342405822,-0.329276227
claude-version,CE,anthropic__claude-sonnet-4.6,043,B,7.0,10.0,2.866667,34.0,0.047778,0.695,0.650794,3.0,2.0,0.707317,63.0,3.0,21.0,1.552253478,2.552701702,-0.884959758,1.02413476,-1.742847103,0.596586293,1.34633906,0.135187105,0.933253835,-1.769528191,2.353894151,6.149075968,-0.647603071
claude-version,CE,anthropic__claude-sonnet-4.6,044,B,14.0,8.0,3.28,34.0,0.0328,0.458824,0.524272,6.0,1.0,0.611842,103.0,3.0,34.333333,4.774224285,1.448162002,-0.264268117,1.02413476,-2.040131486,-1.073665911,0.266740184,1.120037315,0.180993771,-1.82791539,5.266210377,6.149075968,0.413486384
claude-version,CE,anthropic__claude-sonnet-4.6,045,A,9.0,5.0,4.037736,41.0,0.076184,0.601667,0.418182,6.0,0.0,0.671233,55.0,2.0,27.5,2.472816566,-0.208647549,0.873604738,1.62206491,-1.179042844,-0.063470821,-0.638514591,1.120037315,-0.571266292,-1.791595158,1.771430906,2.955746113,-0.130321949
claude-version,CE,anthropic__claude-sonnet-4.6,046,A,8.0,7.0,3.507463,21.0,0.05235,0.542647,0.428571,3.0,4.0,0.681319,70.0,3.0,23.333333,2.012535022,0.895892151,0.077307277,-0.086306946,-1.65210173,-0.480864143,-0.549866351,0.135187105,2.437773962,-1.785427121,2.863549491,6.149075968,-0.461912438
claude-version,CE,anthropic__claude-sonnet-4.6,047,C,9.0,6.0,4.191919,38.0,0.042343,0.611702,0.544554,9.0,8.0,0.743802,101.0,2.0,50.5,2.472816566,0.343622301,1.105137422,1.365809131,-1.85072136,0.007497359,0.43980435,2.104887524,5.446814215,-1.747215994,5.120594566,2.955746113,1.700057406
claude-version,CE,anthropic__claude-sonnet-4.6,048,C,17.0,9.0,3.341085,25.0,0.0259,0.638571,0.496241,6.0,8.0,0.732919,133.0,4.0,33.25,6.155068917,2.000431852,-0.172538328,0.255367425,-2.177083165,0.197516694,0.027554619,1.120037315,5.446814215,-1.753871432,7.450447547,9.342405822,0.32727289
claude-version,CE,anthropic__claude-sonnet-4.6,049,B,10.0,6.0,3.0,22.0,0.043478,0.518966,0.333333,7.0,9.0,0.717647,72.0,3.0,24.0,2.93309811,0.343622301,-0.684736987,-0.000888353,-1.828193801,-0.648337732,-1.362522155,1.448320718,6.199074279,-1.763210937,3.009165302,6.149075968,-0.408857938
claude-version,CE,anthropic__claude-sonnet-4.6,050,C,8.0,6.0,2.786667,25.0,0.037156,0.522093,0.384615,0.0,0.0,0.503817,78.0,3.0,26.0,2.012535022,0.343622301,-1.005093721,0.255367425,-1.953673296,-0.626223383,-0.92493826,-0.849663104,-0.571266292,-1.893977471,3.446012736,6.149075968,-0.249694516
claude-version,CE,anthropic__claude-sonnet-4.6,051,B,8.0,5.0,3.180328,21.0,0.052137,0.772727,0.507937,10.0,2.0,0.571429,63.0,2.0,31.5,2.012535022,-0.208647549,-0.413943022,-0.086306946,-1.656329369,1.146276748,0.127355353,2.433170927,0.933253835,-1.852629733,2.353894151,2.955746113,0.188004895
claude-version,CE,anthropic__claude-sonnet-4.6,052,C,11.0,7.0,3.423729,33.0,0.029015,0.565217,0.609756,8.0,7.0,0.677019,123.0,5.0,24.6,3.393379654,0.895892151,-0.048433938,0.938716167,-2.115256429,-0.321247618,0.996166136,1.776604121,4.694554152,-1.788056762,6.72236849,12.535735676,-0.361108911
claude-version,CE,anthropic__claude-sonnet-4.6,053,A,9.0,6.0,3.78481,29.0,0.047909,0.558974,0.536585,5.0,6.0,0.681818,82.0,3.0,27.333333,2.472816566,0.343622301,0.493792204,0.597041796,-1.740247006,-0.365398525,0.371805714,0.791753912,3.942294088,-1.785121961,3.737244359,6.149075968,-0.143585594
claude-version,CE,anthropic__claude-sonnet-4.6,054,C,10.0,8.0,3.255814,30.0,0.037858,0.641463,0.544444,6.0,3.0,0.645669,90.0,4.0,22.5,2.93309811,1.448162002,-0.300587618,0.682460389,-1.939739951,0.217969108,0.438865732,1.120037315,1.685513898,-1.807228678,4.319707604,9.342405822,-0.528230505
claude-version,CE,anthropic__claude-sonnet-4.6,055,C,8.0,9.0,3.5,29.0,0.058333,0.48125,0.467742,8.0,2.0,0.636364,62.0,2.0,31.0,2.012535022,2.000431852,0.06610028,0.597041796,-1.533350731,-0.915067765,-0.215624341,1.776604121,0.933253835,-1.812919099,2.281086246,2.955746113,0.14821404
claude-version,CE,anthropic__claude-sonnet-4.6,056,B,11.0,7.0,3.175,32.0,0.039688,0.544444,0.421687,8.0,0.0,0.719626,83.0,3.0,27.666667,3.393379654,0.895892151,-0.421943944,0.853297575,-1.903417984,-0.468155641,-0.608606796,1.776604121,-0.571266292,-1.762000691,3.810052264,6.149075968,-0.117058304
claude-version,CE,anthropic__claude-sonnet-4.6,057,C,11.0,6.0,3.543689,33.0,0.034405,0.6,0.588785,2.0,6.0,0.72,107.0,4.0,26.75,3.393379654,0.343622301,0.131706939,0.938716167,-2.008275335,-0.075259955,0.817222806,-0.193096298,3.942294088,-1.761771974,5.557442,9.342405822,-0.190008232
claude-version,CE,anthropic__claude-sonnet-4.6,058,A,9.0,6.0,3.037037,15.0,0.056241,0.526786,0.392857,12.0,2.0,0.536585,56.0,2.0,28.0,2.472816566,0.343622301,-0.629119467,-0.598818503,-1.574872892,-0.593034178,-0.854610144,3.089737734,0.933253835,-1.873938385,1.844238812,2.955746113,-0.090531093
claude-version,CE,anthropic__claude-sonnet-4.6,059,A,7.0,6.0,2.75,13.0,0.049107,0.771667,0.655738,0.0,3.0,0.629213,61.0,5.0,12.2,1.552253478,0.343622301,-1.060155621,-0.769655689,-1.716469019,1.138780359,1.388525691,-0.849663104,1.685513898,-1.817292253,2.20827834,12.535735676,-1.347922129
claude-version,CE,anthropic__claude-sonnet-4.6,060,B,8.0,7.0,3.35,39.0,0.027917,0.656863,0.532258,9.0,4.0,0.673077,124.0,4.0,31.0,2.012535022,0.895892151,-0.1591509,1.451227724,-2.137049609,0.326878921,0.33488388,2.104887524,2.437773962,-1.79046747,6.795176396,9.342405822,0.14821404
claude-version,CE,anthropic__claude-sonnet-4.6,061,B,14.0,6.0,3.114583,28.0,0.032444,0.597222,0.405941,12.0,1.0,0.681818,101.0,5.0,20.2,4.774224285,0.343622301,-0.512670614,0.511623203,-2.047197399,-0.094906154,-0.742965753,3.089737734,0.180993771,-1.785121961,5.120594566,12.535735676,-0.71126844
claude-version,CE,anthropic__claude-sonnet-4.6,062,A,8.0,6.0,3.884058,36.0,0.056291,0.605556,0.583333,5.0,0.0,0.635417,72.0,3.0,24.0,2.012535022,0.343622301,0.642830399,1.194971946,-1.573880489,-0.035967558,0.770701465,0.791753912,-0.571266292,-1.813498231,3.009165302,6.149075968,-0.408857938
claude-version,CE,anthropic__claude-sonnet-4.6,063,C,5.0,4.0,3.527273,17.0,0.064132,0.52069,0.586207,3.0,0.0,0.689189,58.0,3.0,19.333333,0.631690391,-0.7609174,0.10705545,-0.427981317,-1.418251776,-0.636145491,0.795225004,0.135187105,-0.571266292,-1.780614267,1.989854623,6.149075968,-0.780239283
claude-version,CE,anthropic__claude-sonnet-4.6,064,C,9.0,6.0,3.829787,43.0,0.040742,0.438462,0.53125,6.0,11.0,0.617021,96.0,2.0,48.0,2.472816566,0.343622301,0.56133302,1.792902095,-1.882498119,-1.217667314,0.326282722,1.120037315,7.703594406,-1.824748201,4.756555038,2.955746113,1.501103129
claude-version,CE,anthropic__claude-sonnet-4.6,065,C,11.0,6.0,3.953704,30.0,0.036608,0.534314,0.508929,0.0,3.0,0.60241,112.0,4.0,28.0,3.393379654,0.343622301,0.747416023,0.682460389,-1.964550038,-0.539795667,0.135819984,-0.849663104,1.685513898,-1.833683476,5.921481528,9.342405822,-0.090531093
claude-version,CE,anthropic__claude-sonnet-4.6,066,C,6.0,6.0,3.557377,19.0,0.058318,0.411538,0.390625,7.0,0.0,0.522523,64.0,3.0,21.333333,1.091971935,0.343622301,0.15226186,-0.257144132,-1.533648452,-1.408075613,-0.873655565,1.448320718,-0.571266292,-1.882537922,2.426702057,6.149075968,-0.621075861
claude-version,CE,anthropic__claude-sonnet-4.6,067,A,12.0,6.0,3.712766,24.0,0.039498,0.623,0.44898,13.0,10.0,0.724771,98.0,4.0,24.5,3.853661197,0.343622301,0.385605564,0.169948832,-1.907189118,0.087397558,-0.375718507,3.418021137,6.951334342,-1.758854295,4.902170849,9.342405822,-0.369067082
claude-version,CE,anthropic__claude-sonnet-4.6,068,C,8.0,7.0,3.276923,25.0,0.050414,0.467105,0.514706,5.0,7.0,0.655914,68.0,3.0,22.666667,2.012535022,0.895892151,-0.26888877,0.255367425,-1.690527592,-1.015102135,0.185114516,0.791753912,4.694554152,-1.800963406,2.71793368,6.149075968,-0.51496686
claude-version,CE,anthropic__claude-sonnet-4.6,069,C,8.0,8.0,3.162791,34.0,0.036777,0.657292,0.617978,3.0,6.0,0.537931,89.0,3.0,29.666667,2.012535022,1.448162002,-0.440277888,1.02413476,-1.961195714,0.329912837,1.066323595,0.135187105,3.942294088,-1.873115246,4.246899698,6.149075968,0.042105118
claude-version,CE,anthropic__claude-sonnet-4.6,070,C,14.0,9.0,3.453704,46.0,0.031979,0.603704,0.504505,19.0,3.0,0.617834,111.0,3.0,37.0,4.774224285,2.000431852,-0.003421244,2.049157874,-2.056426751,-0.049065023,0.098070459,5.387721556,1.685513898,-1.824251016,5.848673622,6.149075968,0.625704306
claude-version,CE,anthropic__claude-sonnet-4.6,071,A,6.0,7.0,3.985714,41.0,0.056939,0.4375,0.527778,5.0,3.0,0.632653,72.0,2.0,36.0,1.091971935,0.895892151,0.795484625,1.62206491,-1.56101894,-1.224470642,0.296656512,0.791753912,1.685513898,-1.81518854,3.009165302,2.955746113,0.546122595
claude-version,CE,anthropic__claude-sonnet-4.6,072,C,12.0,8.0,3.038462,28.0,0.038955,0.576667,0.45122,6.0,4.0,0.577236,82.0,4.0,20.5,3.853661197,1.448162002,-0.626979581,0.511623203,-1.917966619,-0.240272465,-0.356604823,1.120037315,2.437773962,-1.849078494,3.737244359,9.342405822,-0.687393927
claude-version,CE,anthropic__claude-sonnet-4.6,073,B,9.0,5.0,3.042857,16.0,0.043469,0.486842,0.581081,6.0,3.0,0.62963,74.0,4.0,18.5,2.472816566,-0.208647549,-0.620379722,-0.51339991,-1.828372434,-0.875520773,0.751485387,1.120037315,1.685513898,-1.817037239,3.154781113,9.342405822,-0.846557349
claude-version,CE,anthropic__claude-sonnet-4.6,074,C,6.0,5.0,3.1875,23.0,0.049805,0.693333,0.522388,6.0,0.0,0.776316,67.0,3.0,22.333333,1.091971935,-0.208647549,-0.403173012,0.084530239,-1.702615067,0.584797159,0.250664211,1.120037315,-0.571266292,-1.727332241,2.645125774,6.149075968,-0.54149415
claude-version,CE,anthropic__claude-sonnet-4.6,075,C,14.0,8.0,5.694118,50.0,0.06699,0.732955,0.430233,17.0,8.0,0.731959,86.0,1.0,86.0,4.774224285,1.448162002,3.360951407,2.390832245,-1.361525994,0.865006549,-0.53568468,4.731154749,5.446814215,-1.754458514,4.028475981,-0.237583741,4.52520815
claude-version,CE,anthropic__claude-sonnet-4.6,076,B,14.0,7.0,3.432692,36.0,0.033007,0.417213,0.476636,8.0,3.0,0.637681,107.0,3.0,35.666667,4.774224285,0.895892151,-0.034974429,1.194971946,-2.036022936,-1.36794164,-0.139732777,1.776604121,1.685513898,-1.812113695,5.557442,6.149075968,0.519595385
claude-version,CE,anthropic__claude-sonnet-4.6,077,B,5.0,5.0,3.777778,28.0,0.059965,0.47973,0.621212,0.0,1.0,0.633333,66.0,3.0,22.0,0.631690391,-0.208647549,0.483232429,0.511623203,-1.500958682,-0.925817304,1.093918976,-0.849663104,0.180993771,-1.81477269,2.572317868,6.149075968,-0.56802136
claude-version,CE,anthropic__claude-sonnet-4.6,078,A,6.0,5.0,4.042254,20.0,0.056933,0.597619,0.689189,0.0,3.0,0.60177,74.0,3.0,24.666667,1.091971935,-0.208647549,0.880389303,-0.171725539,-1.561138028,-0.092098544,1.673959544,-0.849663104,1.685513898,-1.834074865,3.154781113,6.149075968,-0.355803437
claude-version,CE,anthropic__claude-sonnet-4.6,079,A,10.0,6.0,4.25,34.0,0.046196,0.626923,0.4,15.0,0.0,0.598425,95.0,3.0,31.666667,2.93309811,0.343622301,1.192356181,1.02413476,-1.774246749,0.115141272,-0.793659679,4.074587943,-0.571266292,-1.836120481,4.683747132,6.149075968,0.20126854
