version,direction,id,candidate,clause_count,dependency_depth,mean_dependency_distance,max_dependency_distance,normalized_dependency_distance,nominalization_ratio,modifier_density,coordination_count,passive_or_beishi_count,sentence_compression_ratio,token_count,sentence_count,avg_sentence_length,clause_count_native_z,dependency_depth_native_z,mean_dependency_distance_native_z,max_dependency_distance_native_z,normalized_dependency_distance_native_z,nominalization_ratio_native_z,modifier_density_native_z,coordination_count_native_z,passive_or_beishi_count_native_z,sentence_compression_ratio_native_z,token_count_native_z,sentence_count_native_z,avg_sentence_length_native_z
kimi-version,EC,004,C,15.0,4.0,3.422535,20.0,0.048205,0.427869,0.355263,3.0,4.0,1.558824,76.0,5.0,15.2,4.827295265,-0.351801202,-0.385314394,0.019916115,-2.353410953,-0.643503997,0.099426525,0.491270684,4.109984367,-1.995948998,4.651396046,39.314638064,-1.16830993
kimi-version,EC,005,A,16.0,6.0,3.571429,18.0,0.046382,0.550758,0.333333,8.0,2.0,1.44,81.0,4.0,20.25,5.28156053,1.384631187,-0.245554184,-0.184351733,-2.392566156,0.371554685,-0.110718084,2.39306181,1.738520305,-2.027828266,5.131150903,29.461345316,-0.682390812
kimi-version,EC,005,B,14.0,5.0,3.410256,20.0,0.043721,0.523134,0.353659,9.0,2.0,1.493333,82.0,4.0,20.5,4.37303,0.516414992,-0.396840148,0.019916115,-2.449720295,0.143381448,0.084056167,2.773420035,1.738520305,-2.013519566,5.227101874,29.461345316,-0.65833541
kimi-version,EC,005,C,17.0,6.0,3.705882,18.0,0.043599,0.515942,0.370787,6.0,2.0,1.613333,89.0,4.0,22.25,5.735825795,1.384631187,-0.119349101,-0.184351733,-2.452340665,0.083975788,0.248185526,1.632345359,1.738520305,-1.981324789,5.898758673,29.461345316,-0.489947597
kimi-version,EC,006,A,9.0,6.0,3.241935,22.0,0.052289,0.393137,0.415385,3.0,7.0,1.439394,65.0,3.0,21.666667,2.101703675,1.384631187,-0.554835623,0.224183963,-2.265692989,-0.930389057,0.675546642,0.491270684,7.667180462,-2.02799085,3.595935362,19.608052568,-0.546076836
kimi-version,EC,006,B,10.0,5.0,3.460317,23.0,0.054926,0.422642,0.378788,3.0,7.0,1.484848,66.0,3.0,22.0,2.55596894,0.516414992,-0.349850102,0.326317888,-2.209054332,-0.686678827,0.324855249,0.491270684,7.667180462,-2.015796005,3.691886333,19.608052568,-0.514002998
kimi-version,EC,006,C,10.0,5.0,3.389831,21.0,0.057455,0.461,0.403226,3.0,4.0,1.333333,62.0,3.0,20.666667,2.55596894,0.516414992,-0.416012192,0.122050039,-2.154735348,-0.369843138,0.559032812,0.491270684,4.109984367,-2.056445935,3.308082448,19.608052568,-0.642298443
kimi-version,EC,007,A,8.0,6.0,2.883721,20.0,0.067063,0.431579,0.391304,8.0,1.0,0.853333,46.0,3.0,15.333333,1.64743841,1.384631187,-0.891075257,0.019916115,-1.948370461,-0.612859531,0.444790038,2.39306181,0.552788273,-2.185225043,1.772866907,19.608052568,-1.155480415
kimi-version,EC,007,B,9.0,6.0,2.96,21.0,0.0592,0.401163,0.358491,7.0,0.0,0.946667,53.0,3.0,17.666667,2.101703675,1.384631187,-0.819475534,0.122050039,-2.117255464,-0.864094588,0.130358891,2.012703584,-0.632943758,-2.160184482,2.444523706,19.608052568,-0.930963266
kimi-version,EC,007,C,10.0,7.0,4.107143,24.0,0.048895,0.471528,0.352273,5.0,0.0,1.586667,88.0,4.0,22.0,2.55596894,2.252847381,0.257296846,0.428451812,-2.338590827,-0.28288224,0.070774797,1.251987134,-0.632943758,-1.988479005,5.802807702,29.461345316,-0.514002998
kimi-version,EC,008,A,9.0,5.0,4.304348,29.0,0.062382,0.5475,0.375,1.0,1.0,1.515625,72.0,3.0,24.0,2.101703675,0.516414992,0.442404455,0.939121432,-2.048911056,0.344643724,0.288556673,-0.269445767,0.552788273,-2.00753885,4.267592161,19.608052568,-0.321559783
kimi-version,EC,008,B,8.0,6.0,4.081081,31.0,0.05515,0.513636,0.402597,1.0,2.0,1.625,77.0,3.0,25.666667,1.64743841,1.384631187,0.2328336,1.14338928,-2.204243161,0.064928312,0.553005408,-0.269445767,1.738520305,-1.978194652,4.747347017,19.608052568,-0.161190405
kimi-version,EC,008,C,11.0,5.0,3.776316,30.0,0.049688,0.532031,0.316456,0.0,1.0,1.578125,79.0,3.0,26.333333,3.010234205,0.516414992,-0.053235822,1.041255356,-2.321558421,0.216870345,-0.272442232,-0.649803992,0.552788273,-1.990770737,4.93924896,19.608052568,-0.097042731
kimi-version,EC,009,A,14.0,5.0,3.367347,19.0,0.034361,0.476705,0.336538,9.0,2.0,1.783133,104.0,6.0,17.333333,4.37303,0.516414992,-0.437116928,-0.082217809,-2.650758528,-0.240120408,-0.080006116,2.773420035,1.738520305,-1.93576918,7.338023243,49.167930811,-0.9630372
kimi-version,EC,009,B,13.0,5.0,3.356436,19.0,0.033232,0.49382,0.383178,8.0,2.0,1.807229,107.0,6.0,17.833333,3.918764735,0.516414992,-0.447358601,-0.082217809,-2.675007691,-0.098751129,0.366922501,2.39306181,1.738520305,-1.929304469,7.625876157,49.167930811,-0.914926396
kimi-version,EC,009,C,14.0,5.0,3.304762,22.0,0.031474,0.456522,0.414414,1.0,3.0,1.831325,111.0,6.0,18.5,4.37303,0.516414992,-0.495862698,0.224183963,-2.712766796,-0.406831256,0.666242017,-0.269445767,2.924252336,-1.922839757,8.009680042,49.167930811,-0.850778625
kimi-version,EC,010,A,9.0,5.0,4.583333,31.0,0.063657,0.493443,0.486486,0.0,1.0,1.219512,74.0,2.0,37.0,2.101703675,0.516414992,0.704275331,1.14338928,-2.02152604,-0.101865135,1.356873219,-0.649803992,0.552788273,-2.086982949,4.459494104,9.75475982,0.929321116
kimi-version,EC,010,B,9.0,5.0,3.9125,30.0,0.048906,0.503676,0.439024,0.0,1.0,1.329268,82.0,2.0,41.0,2.101703675,0.516414992,0.074594074,1.041255356,-2.338354564,-0.017340927,0.902067773,-0.649803992,0.552788273,-2.057536533,5.227101874,9.75475982,1.314207547
kimi-version,EC,010,C,11.0,6.0,3.386667,24.0,0.045156,0.533333,0.461538,0.0,1.0,1.207317,78.0,3.0,26.0,3.010234205,1.384631187,-0.418982099,0.428451812,-2.418898728,0.227624818,1.117808572,-0.649803992,0.552788273,-2.090254744,4.843297989,19.608052568,-0.129116568
kimi-version,EC,011,A,11.0,6.0,3.887324,25.0,0.054751,0.40431,0.22973,8.0,1.0,1.553846,74.0,3.0,24.666667,3.010234205,1.384631187,0.050962476,0.530585736,-2.21281306,-0.838100482,-1.103495645,2.39306181,0.552788273,-1.997284545,4.459494104,19.608052568,-0.257412013
kimi-version,EC,011,B,9.0,5.0,3.871429,26.0,0.055306,0.428846,0.219178,7.0,1.0,1.461538,73.0,3.0,24.333333,2.101703675,0.516414992,0.036042543,0.63271966,-2.200892524,-0.635434012,-1.20461037,2.012703584,0.552788273,-2.022049841,4.363543132,19.608052568,-0.289485946
kimi-version,EC,011,C,13.0,7.0,3.792208,17.0,0.049249,0.355,0.2875,10.0,1.0,1.6,80.0,3.0,26.666667,3.918764735,2.252847381,-0.038318705,-0.286485657,-2.330987458,-1.245399293,-0.549913609,3.15377826,0.552788273,-1.984901897,5.035199931,19.608052568,-0.064968797
kimi-version,EC,012,A,11.0,6.0,3.753425,38.0,0.051417,0.509649,0.373333,8.0,0.0,1.396825,75.0,2.0,37.5,3.010234205,1.384631187,-0.074722591,1.858326749,-2.284422192,0.031995837,0.272582616,2.39306181,-0.632943758,-2.039411679,4.555445075,9.75475982,0.97743192
kimi-version,EC,012,B,12.0,5.0,4.486111,27.0,0.062307,0.442727,0.28,5.0,0.0,1.365079,75.0,3.0,25.0,3.46449947,0.516414992,0.613017341,0.734853584,-2.050521939,-0.520777456,-0.62178249,1.251987134,-0.632943758,-2.047928807,4.555445075,19.608052568,-0.225338176
kimi-version,EC,012,C,10.0,6.0,3.101449,26.0,0.044949,0.467273,0.375,8.0,0.0,1.31746,72.0,3.0,24.0,2.55596894,1.384631187,-0.686703616,0.63271966,-2.423344766,-0.318028386,0.288556673,2.39306181,-0.632943758,-2.060704499,4.267592161,19.608052568,-0.321559783
kimi-version,EC,013,A,14.0,6.0,3.758065,24.0,0.060614,0.507547,0.34375,7.0,2.0,1.292308,64.0,2.0,32.0,4.37303,1.384631187,-0.070367228,0.428451812,-2.086884944,0.014633393,-0.010896999,2.012703584,1.738520305,-2.067452525,3.49998439,9.75475982,0.448213078
kimi-version,EC,013,B,10.0,5.0,4.318182,28.0,0.065427,0.532407,0.426471,7.0,3.0,1.4,68.0,2.0,34.0,2.55596894,0.516414992,0.455389818,0.836987508,-1.983509195,0.219976091,0.781778431,2.012703584,2.924252336,-2.038559859,3.883788276,9.75475982,0.640656293
kimi-version,EC,013,C,11.0,5.0,3.381818,23.0,0.061488,0.517347,0.298246,7.0,0.0,1.2,57.0,2.0,28.5,3.010234205,0.516414992,-0.42353364,0.326317888,-2.068112785,0.095581038,-0.446939876,2.012703584,-0.632943758,-2.09221782,2.828327591,9.75475982,0.111437451
kimi-version,EC,014,A,8.0,6.0,4.290909,24.0,0.078017,0.637209,0.403509,1.0,0.0,1.372881,57.0,2.0,28.5,1.64743841,1.384631187,0.42978986,0.428451812,-1.713095588,1.085636809,0.561744664,-0.269445767,-0.632943758,-2.04583561,2.828327591,9.75475982,0.111437451
kimi-version,EC,014,B,11.0,6.0,4.454545,24.0,0.080992,0.652326,0.368421,2.0,1.0,1.355932,57.0,2.0,28.5,3.010234205,1.384631187,0.583387733,0.428451812,-1.649197217,1.210502681,0.22551329,0.110912458,0.552788273,-2.050382854,2.828327591,9.75475982,0.111437451
kimi-version,EC,014,C,10.0,4.0,3.311475,19.0,0.054286,0.65102,0.40625,1.0,0.0,1.525424,64.0,3.0,21.333333,2.55596894,-0.351801202,-0.489561502,-0.082217809,-2.222800536,1.199715168,0.588010345,-0.269445767,-0.632943758,-2.004909878,3.49998439,19.608052568,-0.578150769
kimi-version,EC,015,A,9.0,4.0,4.342466,38.0,0.059486,0.492623,0.355263,5.0,2.0,1.540984,76.0,3.0,25.333333,2.101703675,-0.351801202,0.478184135,1.858326749,-2.111112629,-0.108638306,0.099426525,1.251987134,1.738520305,-2.000735288,4.651396046,19.608052568,-0.193264338
kimi-version,EC,015,B,9.0,5.0,3.721311,19.0,0.061005,0.445833,0.3125,3.0,3.0,1.311475,64.0,3.0,21.333333,2.101703675,0.516414992,-0.104866582,-0.082217809,-2.078486873,-0.495122008,-0.310350671,0.491270684,2.924252336,-2.062310214,3.49998439,19.608052568,-0.578150769
kimi-version,EC,015,C,8.0,6.0,4.61039,51.0,0.059875,0.498413,0.316456,3.0,4.0,1.606557,79.0,2.0,39.5,1.64743841,1.384631187,0.729672539,3.186067762,-2.102757514,-0.060813116,-0.272442232,0.491270684,4.109984367,-1.983142721,4.93924896,9.75475982,1.169875135
kimi-version,EC,016,A,15.0,6.0,4.682692,42.0,0.045026,0.521591,0.411215,5.0,2.0,1.617021,107.0,3.0,35.666667,4.827295265,1.384631187,0.797539228,2.266862445,-2.421690926,0.130636324,0.635587544,1.251987134,1.738520305,-1.980335336,7.625876157,19.608052568,0.801025671
kimi-version,EC,016,B,17.0,6.0,4.878505,41.0,0.045594,0.511932,0.372727,6.0,1.0,1.62766,110.0,3.0,36.666667,5.735825795,1.384631187,0.981340228,2.164728521,-2.40949117,0.050853334,0.26677561,1.632345359,0.552788273,-1.977481001,7.913729071,19.608052568,0.897247279
kimi-version,EC,016,C,17.0,6.0,5.020202,32.0,0.050709,0.462195,0.382353,6.0,2.0,1.510638,102.0,3.0,34.0,5.735825795,1.384631187,1.114344932,1.245523204,-2.29962893,-0.359972482,0.359016924,1.632345359,1.738520305,-2.008876811,7.1461213,19.608052568,0.640656293
kimi-version,EC,017,A,14.0,5.0,3.539474,18.0,0.046572,0.542537,0.4,5.0,0.0,1.479452,80.0,4.0,20.0,4.37303,0.516414992,-0.275548928,-0.184351733,-2.388485252,0.303649524,0.52811961,1.251987134,-0.632943758,-2.017243697,5.035199931,29.461345316,-0.706446214
kimi-version,EC,017,B,18.0,5.0,3.95122,21.0,0.048186,0.457246,0.337209,6.0,0.0,1.520548,86.0,4.0,21.5,6.19009106,0.516414992,0.110938825,0.122050039,-2.353819043,-0.400851042,-0.073576246,1.632345359,-0.632943758,-2.006218059,5.610905759,29.461345316,-0.562113802
kimi-version,EC,017,C,18.0,5.0,4.129412,28.0,0.048581,0.479861,0.337079,6.0,0.0,1.60274,89.0,4.0,22.25,6.19009106,0.516414992,0.278199771,0.836987508,-2.345335058,-0.214051963,-0.074821974,1.632345359,-0.632943758,-1.984166783,5.898758673,29.461345316,-0.489947597
kimi-version,EC,018,A,7.0,4.0,3.5,19.0,0.072917,0.382927,0.36,4.0,3.0,1.014925,50.0,2.0,25.0,1.193173145,-0.351801202,-0.312601426,-0.082217809,-1.822635651,-1.014723286,0.14481891,0.871628909,2.924252336,-2.141871556,2.156670792,9.75475982,-0.225338176
kimi-version,EC,018,B,6.0,4.0,3.476923,21.0,0.053491,0.412037,0.455882,6.0,3.0,1.38806,68.0,3.0,22.666667,0.73890788,-0.351801202,-0.334262785,0.122050039,-2.239875899,-0.774275742,1.063609853,1.632345359,2.924252336,-2.041763239,3.883788276,19.608052568,-0.449855228
kimi-version,EC,018,C,11.0,5.0,3.951613,19.0,0.063736,0.35,0.369231,4.0,4.0,1.358209,65.0,3.0,21.666667,3.010234205,0.516414992,0.111307716,-0.082217809,-2.019829243,-1.286699112,0.233275129,0.871628909,4.109984367,-2.049771958,3.595935362,19.608052568,-0.546076836
kimi-version,EC,019,A,17.0,6.0,4.7,42.0,0.067143,0.536667,0.263889,14.0,1.0,1.381579,72.0,2.0,36.0,5.735825795,1.384631187,0.813785482,2.266862445,-1.946652185,0.255163537,-0.77616643,4.675211161,0.552788273,-2.043502025,4.267592161,9.75475982,0.833099508
kimi-version,EC,019,B,15.0,6.0,4.746032,37.0,0.075334,0.552778,0.292308,6.0,1.0,1.315789,65.0,2.0,32.5,4.827295265,1.384631187,0.856993684,1.756192825,-1.770722252,0.388239812,-0.503840865,1.632345359,0.552788273,-2.061152812,3.595935362,9.75475982,0.496323882
kimi-version,EC,019,C,15.0,6.0,5.229508,35.0,0.08573,0.557692,0.269841,6.0,1.0,1.184211,63.0,2.0,31.5,4.827295265,1.384631187,1.310811214,1.551924977,-1.547432351,0.428829274,-0.719131285,1.632345359,0.552788273,-2.096453848,3.404033419,9.75475982,0.400102274
kimi-version,EC,020,A,13.0,5.0,3.28169,22.0,0.046221,0.4675,0.373333,0.0,0.0,1.770492,75.0,4.0,18.75,3.918764735,0.516414992,-0.517519364,0.224183963,-2.396024185,-0.316153374,0.272582616,-0.649803992,-0.632943758,-1.939160631,4.555445075,29.461345316,-0.826723223
kimi-version,EC,020,B,15.0,6.0,4.151899,24.0,0.052556,0.478358,0.337349,0.0,1.0,1.95082,83.0,4.0,20.75,4.827295265,1.384631187,0.299307323,0.428451812,-2.259958244,-0.226466688,-0.072234694,-0.649803992,0.552788273,-1.890780467,5.323052845,29.461345316,-0.634280008
kimi-version,EC,020,C,10.0,5.0,3.236111,24.0,0.044946,0.5175,0.447368,0.0,1.0,1.836066,76.0,4.0,19.0,2.55596894,0.516414992,-0.560302355,0.428451812,-2.423409201,0.096844812,0.982024299,-0.649803992,0.552788273,-1.921567795,4.651396046,29.461345316,-0.802667821
kimi-version,EC,021,A,16.0,7.0,5.073684,57.0,0.053407,0.507895,0.360825,3.0,1.0,1.679487,97.0,2.0,48.5,5.28156053,2.252847381,1.164546119,3.798871307,-2.241680089,0.01750786,0.152724487,0.491270684,0.552788273,-1.963576345,6.666366444,9.75475982,2.035869604
kimi-version,EC,021,B,18.0,5.0,4.307692,30.0,0.047337,0.525,0.329787,8.0,1.0,1.641026,94.0,3.0,31.333333,6.19009106,0.516414992,0.445543319,1.041255356,-2.372054242,0.15879454,-0.144697691,2.39306181,0.552788273,-1.97389504,6.37851353,19.608052568,0.384065307
kimi-version,EC,021,C,16.0,5.0,4.425743,28.0,0.043819,0.535976,0.32381,7.0,0.0,1.807692,105.0,4.0,26.25,5.28156053,0.516414992,0.55635257,0.836987508,-2.447615407,0.249455902,-0.201972398,2.012703584,-0.632943758,-1.92918025,7.433974214,29.461345316,-0.105061166
kimi-version,EC,022,A,11.0,5.0,4.938462,31.0,0.075976,0.498148,0.402985,6.0,1.0,1.182927,67.0,2.0,33.5,3.010234205,0.516414992,1.037619211,1.14338928,-1.756933091,-0.063002006,0.556723425,1.632345359,0.552788273,-2.096798332,3.787837304,9.75475982,0.592545489
kimi-version,EC,022,B,9.0,5.0,5.135593,30.0,0.087044,0.536275,0.377049,5.0,2.0,1.085366,61.0,2.0,30.5,2.101703675,0.516414992,1.222657359,1.041255356,-1.519209676,0.251925631,0.308191251,1.251987134,1.738520305,-2.122972954,3.212131476,9.75475982,0.303880666
kimi-version,EC,022,C,9.0,5.0,4.936508,31.0,0.078357,0.558654,0.430769,5.0,1.0,1.134146,65.0,2.0,32.5,2.101703675,0.516414992,1.035785077,1.14338928,-1.705792917,0.436775359,0.822964091,1.251987134,0.552788273,-2.109885777,3.595935362,9.75475982,0.496323882
kimi-version,EC,023,A,14.0,6.0,3.466667,20.0,0.046222,0.467391,0.325,9.0,1.0,1.186047,80.0,5.0,16.0,4.37303,1.384631187,-0.343889638,0.019916115,-2.396002707,-0.31705371,-0.190569202,2.773420035,0.552788273,-2.095961268,5.035199931,39.314638064,-1.091332644
kimi-version,EC,023,B,12.0,6.0,2.926471,18.0,0.043036,0.481746,0.39726,5.0,1.0,1.081395,73.0,5.0,14.6,3.46449947,1.384631187,-0.850947723,-0.184351733,-2.464433029,-0.198481931,0.501863512,1.251987134,0.552788273,-2.124038333,4.363543132,39.314638064,-1.226042895
kimi-version,EC,023,C,12.0,4.0,3.577465,21.0,0.050387,0.50873,0.4,6.0,1.0,1.05814,75.0,4.0,18.75,3.46449947,-0.351801202,-0.239888458,0.122050039,-2.306544989,0.02440493,0.52811961,1.632345359,0.552788273,-2.130277412,4.555445075,29.461345316,-0.826723223
kimi-version,EC,024,A,15.0,5.0,4.879518,47.0,0.058789,0.403731,0.267442,3.0,1.0,1.535211,86.0,3.0,28.666667,4.827295265,0.516414992,0.982291086,2.777532066,-2.126083104,-0.842883001,-0.742119745,0.491270684,0.552788273,-2.002284126,5.610905759,19.608052568,0.127474418
kimi-version,EC,024,B,17.0,6.0,5.022727,49.0,0.057076,0.409859,0.296703,6.0,2.0,1.619718,91.0,3.0,30.333333,5.735825795,1.384631187,1.116715038,2.981799914,-2.162875678,-0.792265943,-0.4617257,1.632345359,1.738520305,-1.979611759,6.090660616,19.608052568,0.2878437
kimi-version,EC,024,C,18.0,6.0,4.892857,37.0,0.058248,0.431061,0.275862,3.0,1.0,1.535211,87.0,3.0,29.0,6.19009106,1.384631187,0.994811815,1.756192825,-2.137702942,-0.617138192,-0.661434947,0.491270684,0.552788273,-2.002284126,5.706856731,19.608052568,0.159548255
kimi-version,EC,025,A,5.0,4.0,2.931034,14.0,0.050535,0.510784,0.393443,1.0,0.0,1.3,61.0,3.0,20.333333,0.284642615,-0.351801202,-0.846664637,-0.592887429,-2.303366179,0.041370896,0.465287043,-0.269445767,-0.632943758,-2.065388839,3.212131476,19.608052568,-0.674372377
kimi-version,EC,025,B,5.0,4.0,3.0,15.0,0.050847,0.507692,0.403226,1.0,0.0,1.316667,62.0,3.0,20.666667,0.284642615,-0.351801202,-0.781929304,-0.490753505,-2.296664905,0.015831088,0.559032812,-0.269445767,-0.632943758,-2.060917253,3.308082448,19.608052568,-0.642298443
kimi-version,EC,025,C,5.0,4.0,2.907407,15.0,0.053841,0.476042,0.385965,1.0,0.0,1.216667,57.0,3.0,19.0,0.284642615,-0.351801202,-0.868842256,-0.490753505,-2.232358444,-0.245596764,0.393628977,-0.269445767,-0.632943758,-2.087746234,2.828327591,19.608052568,-0.802667821
kimi-version,EC,026,A,12.0,4.0,3.365079,27.0,0.053414,0.514,0.333333,6.0,2.0,1.42623,66.0,3.0,22.0,3.46449947,-0.351801202,-0.439245799,0.734853584,-2.241529739,0.067934939,-0.110718084,1.632345359,1.738520305,-2.031522617,3.691886333,19.608052568,-0.514002998
kimi-version,EC,026,B,11.0,4.0,3.835616,33.0,0.052543,0.616964,0.407895,5.0,1.0,1.639344,76.0,3.0,25.333333,3.010234205,-0.351801202,0.002426465,1.347657129,-2.260237464,0.918413844,0.603773586,1.251987134,0.552788273,-1.974346303,4.651396046,19.608052568,-0.193264338
kimi-version,EC,026,C,10.0,4.0,3.857143,29.0,0.061224,0.507292,0.348485,5.0,1.0,1.409836,66.0,3.0,22.0,2.55596894,-0.351801202,0.022632907,0.939121432,-2.073783094,0.012527102,0.034476221,1.251987134,0.552788273,-2.03592096,3.691886333,19.608052568,-0.514002998
kimi-version,EC,027,A,14.0,5.0,5.158537,51.0,0.062909,0.363571,0.321429,3.0,2.0,1.9375,84.0,2.0,42.0,4.37303,0.516414992,1.244193876,3.186067762,-2.037591916,-1.174603144,-0.224788372,0.491270684,1.738520305,-1.894354087,5.419003817,9.75475982,1.410429154
kimi-version,EC,027,B,15.0,7.0,6.395349,59.0,0.074365,0.39863,0.306818,3.0,4.0,1.984375,88.0,2.0,44.0,4.827295265,2.252847381,2.40513458,4.003139155,-1.791534864,-0.885017076,-0.364798536,0.491270684,4.109984367,-1.881778002,5.802807702,9.75475982,1.60287237
kimi-version,EC,027,C,13.0,5.0,4.626667,22.0,0.061689,0.364394,0.384615,3.0,5.0,1.734375,78.0,3.0,26.0,3.918764735,0.516414992,0.744951039,0.224183963,-2.063795617,-1.167805194,0.380692578,0.491270684,5.295716399,-1.948850454,4.843297989,19.608052568,-0.129116568
kimi-version,EC,028,A,10.0,5.0,3.089552,15.0,0.046113,0.574561,0.457143,3.0,3.0,1.246753,70.0,3.0,23.333333,2.55596894,0.516414992,-0.697870804,-0.490753505,-2.398343857,0.568166602,1.075693408,0.491270684,2.924252336,-2.079674467,4.075690218,19.608052568,-0.385707554
kimi-version,EC,028,B,7.0,5.0,2.906667,18.0,0.038756,0.562698,0.525641,3.0,3.0,1.350649,78.0,3.0,26.0,1.193173145,0.516414992,-0.869536862,-0.184351733,-2.556360768,0.470178652,1.732076692,0.491270684,2.924252336,-2.051800229,4.843297989,19.608052568,-0.129116568
kimi-version,EC,028,C,8.0,5.0,2.896104,18.0,0.037612,0.538281,0.5125,3.0,2.0,1.350649,80.0,3.0,26.666667,1.64743841,0.516414992,-0.879451882,-0.184351733,-2.580932108,0.268495118,1.606152829,0.491270684,1.738520305,-2.051800229,5.035199931,19.608052568,-0.064968797
kimi-version,EC,029,A,9.0,6.0,4.984615,26.0,0.076686,0.455455,0.447761,0.0,2.0,1.432836,67.0,2.0,33.5,2.101703675,1.384631187,1.08094099,0.63271966,-1.741683396,-0.415644637,0.985790229,-0.649803992,1.738520305,-2.029750295,3.787837304,9.75475982,0.592545489
kimi-version,EC,029,B,9.0,6.0,5.147059,36.0,0.075692,0.451754,0.471429,0.0,2.0,1.462687,70.0,2.0,35.0,2.101703675,1.384631187,1.233419986,1.654058901,-1.763032969,-0.446214763,1.212589253,-0.649803992,1.738520305,-2.021741576,4.075690218,9.75475982,0.736877901
kimi-version,EC,029,C,7.0,5.0,4.476923,33.0,0.068876,0.488679,0.432836,0.0,2.0,1.38806,67.0,2.0,33.5,1.193173145,0.516414992,0.604392972,1.347657129,-1.909430042,-0.141215603,0.842771155,-0.649803992,1.738520305,-2.041763239,3.787837304,9.75475982,0.592545489
kimi-version,EC,030,A,14.0,5.0,3.034091,16.0,0.034478,0.502532,0.322581,3.0,1.0,1.445783,93.0,5.0,18.6,4.37303,0.516414992,-0.74992959,-0.388619581,-2.648245551,-0.026790325,-0.213749312,0.491270684,0.552788273,-2.026276746,6.282562558,39.314638064,-0.841156464
