version,direction,model,id,top_candidate,clause_count,dependency_depth,mean_dependency_distance,max_dependency_distance,normalized_dependency_distance,nominalization_ratio,modifier_density,coordination_count,passive_or_beishi_count,sentence_compression_ratio,token_count,sentence_count,avg_sentence_length,clause_count_native_z,dependency_depth_native_z,mean_dependency_distance_native_z,max_dependency_distance_native_z,normalized_dependency_distance_native_z,nominalization_ratio_native_z,modifier_density_native_z,coordination_count_native_z,passive_or_beishi_count_native_z,sentence_compression_ratio_native_z,token_count_native_z,sentence_count_native_z,avg_sentence_length_native_z
kimi-version,EC,anthropic__claude-sonnet-4.6,014,C,10.0,4.0,3.311475,19.0,0.054286,0.65102,0.40625,1.0,0.0,1.525424,64.0,3.0,21.333333,2.55596894,-0.351801202,-0.489561502,-0.082217809,-2.222800536,1.199715168,0.588010345,-0.269445767,-0.632943758,-2.004909878,3.49998439,19.608052568,-0.578150769
kimi-version,EC,anthropic__claude-sonnet-4.6,015,C,8.0,6.0,4.61039,51.0,0.059875,0.498413,0.316456,3.0,4.0,1.606557,79.0,2.0,39.5,1.64743841,1.384631187,0.729672539,3.186067762,-2.102757514,-0.060813116,-0.272442232,0.491270684,4.109984367,-1.983142721,4.93924896,9.75475982,1.169875135
kimi-version,EC,anthropic__claude-sonnet-4.6,016,B,17.0,6.0,4.878505,41.0,0.045594,0.511932,0.372727,6.0,1.0,1.62766,110.0,3.0,36.666667,5.735825795,1.384631187,0.981340228,2.164728521,-2.40949117,0.050853334,0.26677561,1.632345359,0.552788273,-1.977481001,7.913729071,19.608052568,0.897247279
kimi-version,EC,anthropic__claude-sonnet-4.6,017,A,14.0,5.0,3.539474,18.0,0.046572,0.542537,0.4,5.0,0.0,1.479452,80.0,4.0,20.0,4.37303,0.516414992,-0.275548928,-0.184351733,-2.388485252,0.303649524,0.52811961,1.251987134,-0.632943758,-2.017243697,5.035199931,29.461345316,-0.706446214
kimi-version,EC,anthropic__claude-sonnet-4.6,018,B,6.0,4.0,3.476923,21.0,0.053491,0.412037,0.455882,6.0,3.0,1.38806,68.0,3.0,22.666667,0.73890788,-0.351801202,-0.334262785,0.122050039,-2.239875899,-0.774275742,1.063609853,1.632345359,2.924252336,-2.041763239,3.883788276,19.608052568,-0.449855228
kimi-version,EC,anthropic__claude-sonnet-4.6,019,B,15.0,6.0,4.746032,37.0,0.075334,0.552778,0.292308,6.0,1.0,1.315789,65.0,2.0,32.5,4.827295265,1.384631187,0.856993684,1.756192825,-1.770722252,0.388239812,-0.503840865,1.632345359,0.552788273,-2.061152812,3.595935362,9.75475982,0.496323882
kimi-version,EC,anthropic__claude-sonnet-4.6,020,B,15.0,6.0,4.151899,24.0,0.052556,0.478358,0.337349,0.0,1.0,1.95082,83.0,4.0,20.75,4.827295265,1.384631187,0.299307323,0.428451812,-2.259958244,-0.226466688,-0.072234694,-0.649803992,0.552788273,-1.890780467,5.323052845,29.461345316,-0.634280008
kimi-version,EC,anthropic__claude-sonnet-4.6,021,B,18.0,5.0,4.307692,30.0,0.047337,0.525,0.329787,8.0,1.0,1.641026,94.0,3.0,31.333333,6.19009106,0.516414992,0.445543319,1.041255356,-2.372054242,0.15879454,-0.144697691,2.39306181,0.552788273,-1.97389504,6.37851353,19.608052568,0.384065307
kimi-version,EC,anthropic__claude-sonnet-4.6,022,C,9.0,5.0,4.936508,31.0,0.078357,0.558654,0.430769,5.0,1.0,1.134146,65.0,2.0,32.5,2.101703675,0.516414992,1.035785077,1.14338928,-1.705792917,0.436775359,0.822964091,1.251987134,0.552788273,-2.109885777,3.595935362,9.75475982,0.496323882
kimi-version,EC,anthropic__claude-sonnet-4.6,023,B,12.0,6.0,2.926471,18.0,0.043036,0.481746,0.39726,5.0,1.0,1.081395,73.0,5.0,14.6,3.46449947,1.384631187,-0.850947723,-0.184351733,-2.464433029,-0.198481931,0.501863512,1.251987134,0.552788273,-2.124038333,4.363543132,39.314638064,-1.226042895
kimi-version,EC,anthropic__claude-sonnet-4.6,024,A,15.0,5.0,4.879518,47.0,0.058789,0.403731,0.267442,3.0,1.0,1.535211,86.0,3.0,28.666667,4.827295265,0.516414992,0.982291086,2.777532066,-2.126083104,-0.842883001,-0.742119745,0.491270684,0.552788273,-2.002284126,5.610905759,19.608052568,0.127474418
kimi-version,EC,anthropic__claude-sonnet-4.6,025,C,5.0,4.0,2.907407,15.0,0.053841,0.476042,0.385965,1.0,0.0,1.216667,57.0,3.0,19.0,0.284642615,-0.351801202,-0.868842256,-0.490753505,-2.232358444,-0.245596764,0.393628977,-0.269445767,-0.632943758,-2.087746234,2.828327591,19.608052568,-0.802667821
kimi-version,EC,anthropic__claude-sonnet-4.6,026,C,10.0,4.0,3.857143,29.0,0.061224,0.507292,0.348485,5.0,1.0,1.409836,66.0,3.0,22.0,2.55596894,-0.351801202,0.022632907,0.939121432,-2.073783094,0.012527102,0.034476221,1.251987134,0.552788273,-2.03592096,3.691886333,19.608052568,-0.514002998
kimi-version,EC,anthropic__claude-sonnet-4.6,027,C,13.0,5.0,4.626667,22.0,0.061689,0.364394,0.384615,3.0,5.0,1.734375,78.0,3.0,26.0,3.918764735,0.516414992,0.744951039,0.224183963,-2.063795617,-1.167805194,0.380692578,0.491270684,5.295716399,-1.948850454,4.843297989,19.608052568,-0.129116568
kimi-version,EC,anthropic__claude-sonnet-4.6,028,A,10.0,5.0,3.089552,15.0,0.046113,0.574561,0.457143,3.0,3.0,1.246753,70.0,3.0,23.333333,2.55596894,0.516414992,-0.697870804,-0.490753505,-2.398343857,0.568166602,1.075693408,0.491270684,2.924252336,-2.079674467,4.075690218,19.608052568,-0.385707554
kimi-version,EC,anthropic__claude-sonnet-4.6,029,A,9.0,6.0,4.984615,26.0,0.076686,0.455455,0.447761,0.0,2.0,1.432836,67.0,2.0,33.5,2.101703675,1.384631187,1.08094099,0.63271966,-1.741683396,-0.415644637,0.985790229,-0.649803992,1.738520305,-2.029750295,3.787837304,9.75475982,0.592545489
kimi-version,EC,anthropic__claude-sonnet-4.6,030,C,12.0,4.0,3.178571,22.0,0.03784,0.582667,0.295455,2.0,2.0,1.385542,88.0,4.0,22.0,3.46449947,-0.351801202,-0.614312607,0.224183963,-2.576035023,0.635121868,-0.473684682,0.110912458,1.738520305,-2.042438793,5.802807702,29.461345316,-0.514002998
kimi-version,EC,anthropic__claude-sonnet-4.6,031,C,15.0,5.0,4.150538,33.0,0.044629,0.472727,0.34375,2.0,1.0,1.9,96.0,3.0,32.0,4.827295265,0.516414992,0.298029813,1.347657129,-2.430217868,-0.272978544,-0.010896999,0.110912458,0.552788273,-1.904414955,6.570415472,19.608052568,0.448213078
kimi-version,EC,anthropic__claude-sonnet-4.6,032,A,10.0,6.0,4.702703,43.0,0.06355,0.47377,0.394737,0.0,4.0,1.770492,76.0,2.0,38.0,2.55596894,1.384631187,0.816322668,2.36899637,-2.023824233,-0.264363402,0.477686821,-0.649803992,4.109984367,-1.939160631,4.651396046,9.75475982,1.025542724
kimi-version,EC,anthropic__claude-sonnet-4.6,033,B,17.0,5.0,4.101449,33.0,0.059441,0.45,0.180556,10.0,2.0,1.434783,72.0,3.0,24.0,5.735825795,0.516414992,0.25195214,1.347657129,-2.112079159,-0.460702739,-1.574706361,3.15377826,1.738520305,-2.029227934,4.267592161,19.608052568,-0.321559783
kimi-version,EC,anthropic__claude-sonnet-4.6,034,C,14.0,5.0,3.707692,28.0,0.057041,0.325,0.397059,2.0,3.0,1.690909,68.0,3.0,22.666667,4.37303,0.516414992,-0.117650134,0.836987508,-2.163627424,-1.493198205,0.499937426,0.110912458,2.924252336,-1.960511939,3.883788276,19.608052568,-0.449855228
kimi-version,EC,anthropic__claude-sonnet-4.6,035,C,10.0,4.0,3.411765,20.0,0.040138,0.528571,0.370787,2.0,1.0,1.364706,89.0,4.0,22.25,2.55596894,-0.351801202,-0.395423716,0.019916115,-2.526677559,0.18829087,0.248185526,0.110912458,0.552788273,-2.048028879,5.898758673,29.461345316,-0.489947597
kimi-version,EC,anthropic__claude-sonnet-4.6,036,B,9.0,6.0,4.237288,21.0,0.071818,0.497,0.327869,1.0,3.0,1.353846,61.0,2.0,30.5,2.101703675,1.384631187,0.379458199,0.122050039,-1.84624046,-0.072484444,-0.16307696,-0.269445767,2.924252336,-2.050942506,3.212131476,9.75475982,0.303880666
kimi-version,EC,anthropic__claude-sonnet-4.6,037,B,20.0,7.0,5.132743,40.0,0.045423,0.463776,0.410256,12.0,5.0,1.73913,117.0,4.0,29.25,7.09862159,2.252847381,1.21998219,2.062594597,-2.413163984,-0.346913479,0.62639791,3.91449471,5.295716399,-1.947574736,8.58538587,29.461345316,0.183603657
kimi-version,EC,anthropic__claude-sonnet-4.6,038,C,11.0,6.0,3.966667,22.0,0.044074,0.561688,0.393617,0.0,6.0,1.5625,94.0,4.0,23.5,3.010234205,1.384631187,0.12543824,0.224183963,-2.442138404,0.461836089,0.466954401,-0.649803992,6.48144843,-1.994962765,6.37851353,29.461345316,-0.369670587
kimi-version,EC,anthropic__claude-sonnet-4.6,039,B,16.0,4.0,3.949367,23.0,0.049992,0.470455,0.337349,2.0,0.0,1.73913,83.0,4.0,20.75,5.28156053,-0.351801202,0.109199495,0.326317888,-2.315028974,-0.291745181,-0.072234694,0.110912458,-0.632943758,-1.947574736,5.323052845,29.461345316,-0.634280008
kimi-version,EC,anthropic__claude-sonnet-4.6,040,C,17.0,6.0,5.5,49.0,0.057292,0.558434,0.326531,10.0,4.0,1.56044,98.0,2.0,49.0,5.735825795,1.384631187,1.564710087,2.981799914,-2.158236335,0.434958167,-0.175898368,3.15377826,4.109984367,-1.995515442,6.762317415,9.75475982,2.083980408
kimi-version,EC,anthropic__claude-sonnet-4.6,041,A,18.0,5.0,3.586957,27.0,0.038989,0.395122,0.34375,3.0,1.0,1.721519,96.0,4.0,24.0,6.19009106,0.516414992,-0.230978737,0.734853584,-2.551356291,-0.913993029,-0.010896999,0.491270684,0.552788273,-1.952299588,6.570415472,29.461345316,-0.321559783
kimi-version,EC,anthropic__claude-sonnet-4.6,042,C,16.0,4.0,3.209877,15.0,0.039628,0.421014,0.383721,3.0,1.0,1.512821,86.0,5.0,17.2,5.28156053,-0.351801202,-0.58492705,-0.490753505,-2.537631565,-0.700126048,0.372125808,0.491270684,0.552788273,-2.008291134,5.610905759,39.314638064,-0.975866715
kimi-version,EC,anthropic__claude-sonnet-4.6,043,B,7.0,5.0,4.131579,33.0,0.054363,0.60614,0.367089,1.0,4.0,1.086957,79.0,3.0,26.333333,1.193173145,0.516414992,0.280233838,1.347657129,-2.221146696,0.829007996,0.212749377,-0.269445767,4.109984367,-2.122546105,4.93924896,19.608052568,-0.097042731
kimi-version,EC,anthropic__claude-sonnet-4.6,044,B,17.0,6.0,3.409091,24.0,0.03874,0.532432,0.32967,8.0,0.0,2.05,91.0,3.0,30.333333,5.735825795,1.384631187,-0.397933682,0.428451812,-2.556704423,0.22018259,-0.145818846,2.39306181,-0.632943758,-1.864171484,6.090660616,19.608052568,0.2878437
kimi-version,EC,anthropic__claude-sonnet-4.6,045,B,15.0,6.0,6.95,79.0,0.0695,0.496296,0.362745,1.0,3.0,1.445545,102.0,2.0,51.0,4.827295265,1.384631187,2.925760933,6.045817637,-1.896027493,-0.078299459,0.171122921,-0.269445767,2.924252336,-2.026340599,7.1461213,9.75475982,2.276423623
kimi-version,EC,anthropic__claude-sonnet-4.6,046,B,12.0,6.0,4.492958,32.0,0.063281,0.417593,0.205479,3.0,2.0,1.352941,73.0,2.0,36.5,3.46449947,1.384631187,0.619444317,1.245523204,-2.029601935,-0.728383384,-1.335881277,0.491270684,1.738520305,-2.051185309,4.363543132,9.75475982,0.881210312
kimi-version,EC,anthropic__claude-sonnet-4.6,047,B,11.0,5.0,4.2,28.0,0.064615,0.569828,0.338235,10.0,0.0,1.246914,68.0,3.0,22.666667,3.010234205,0.516414992,0.344457604,0.836987508,-2.000949691,0.529072194,-0.063744583,3.15377826,-0.632943758,-2.079631272,3.883788276,19.608052568,-0.449855228
kimi-version,EC,anthropic__claude-sonnet-4.6,048,C,10.0,7.0,4.617647,32.0,0.067907,0.486667,0.414286,3.0,0.0,1.545455,70.0,2.0,35.0,2.55596894,2.252847381,0.736484364,1.245523204,-1.930242654,-0.15783465,0.665015455,0.491270684,-0.632943758,-1.999535765,4.075690218,9.75475982,0.736877901
kimi-version,EC,anthropic__claude-sonnet-4.6,049,B,11.0,5.0,4.592593,31.0,0.056699,0.482576,0.301205,0.0,4.0,1.474359,83.0,2.0,41.5,3.010234205,0.516414992,0.712967283,1.14338928,-2.170973052,-0.191626161,-0.418585206,-0.649803992,4.109984367,-2.018610097,5.323052845,9.75475982,1.36231835
kimi-version,EC,anthropic__claude-sonnet-4.6,050,B,12.0,6.0,4.0125,30.0,0.050156,0.560169,0.341463,5.0,3.0,1.617647,82.0,2.0,41.0,3.46449947,1.384631187,0.168459649,1.041255356,-2.311506509,0.449289204,-0.032812217,1.251987134,2.924252336,-1.980167387,5.227101874,9.75475982,1.314207547
kimi-version,EC,anthropic__claude-sonnet-4.6,051,A,12.0,6.0,4.132353,28.0,0.06077,0.452586,0.257143,0.0,0.0,1.373134,70.0,2.0,35.0,3.46449947,1.384631187,0.280960358,0.836987508,-2.083534307,-0.439342473,-0.840810093,-0.649803992,-0.632943758,-2.045767733,4.075690218,9.75475982,0.736877901
kimi-version,EC,anthropic__claude-sonnet-4.6,052,B,11.0,7.0,3.532258,34.0,0.056972,0.519811,0.40625,7.0,0.0,1.373134,64.0,2.0,32.0,3.010234205,2.252847381,-0.282322268,1.449791053,-2.165109437,0.115933588,0.588010345,2.012703584,-0.632943758,-2.045767733,3.49998439,9.75475982,0.448213078
kimi-version,EC,anthropic__claude-sonnet-4.6,053,C,10.0,5.0,2.655172,16.0,0.045779,0.526923,0.419355,0.0,4.0,1.644068,62.0,4.0,15.5,2.55596894,0.516414992,-1.105604091,-0.388619581,-2.405517658,0.17467845,0.713589236,-0.649803992,4.109984367,-1.973078902,3.308082448,29.461345316,-1.139443448
kimi-version,EC,anthropic__claude-sonnet-4.6,054,B,18.0,6.0,3.885417,32.0,0.040473,0.424324,0.24,2.0,4.0,1.422222,100.0,4.0,25.0,6.19009106,1.384631187,0.04917246,1.245523204,-2.51948228,-0.672785568,-1.00508319,0.110912458,4.109984367,-2.032597923,6.954219358,29.461345316,-0.225338176
kimi-version,EC,anthropic__claude-sonnet-4.6,055,C,12.0,6.0,4.531646,25.0,0.057363,0.524219,0.390244,4.0,4.0,1.507463,82.0,3.0,27.333333,3.46449947,1.384631187,0.655759031,0.530585736,-2.156711365,0.152343508,0.434632569,0.871628909,4.109984367,-2.009728631,5.227101874,19.608052568,-0.000821123
kimi-version,EC,anthropic__claude-sonnet-4.6,056,C,8.0,4.0,3.785714,24.0,0.054082,0.411607,0.424658,1.0,1.0,0.974684,73.0,3.0,24.333333,1.64743841,-0.351801202,-0.044414335,0.428451812,-2.227182139,-0.777827527,0.764405327,-0.269445767,0.552788273,-2.152667806,4.363543132,19.608052568,-0.289485946
kimi-version,EC,anthropic__claude-sonnet-4.6,057,B,11.0,5.0,5.138889,26.0,0.071373,0.550794,0.426667,6.0,2.0,1.84127,75.0,3.0,25.0,3.010234205,0.516414992,1.225751168,0.63271966,-1.855798368,0.371852044,0.783656604,1.632345359,1.738520305,-1.920171615,4.555445075,19.608052568,-0.225338176
kimi-version,EC,anthropic__claude-sonnet-4.6,058,B,11.0,7.0,4.893333,48.0,0.065244,0.500769,0.415584,8.0,4.0,1.651515,77.0,2.0,38.5,3.010234205,2.252847381,0.995258615,2.87966599,-1.98743975,-0.041352641,0.677453563,2.39306181,4.109984367,-1.971080948,4.747347017,9.75475982,1.073653528
kimi-version,EC,anthropic__claude-sonnet-4.6,059,B,9.0,5.0,4.613333,45.0,0.061511,0.408462,0.480519,1.0,3.0,1.472973,77.0,2.0,38.5,2.101703675,0.516414992,0.732435003,2.573264218,-2.06761878,-0.803805113,1.299694337,-0.269445767,2.924252336,-2.018981947,4.747347017,9.75475982,1.073653528
kimi-version,EC,anthropic__claude-sonnet-4.6,060,A,8.0,5.0,5.066667,36.0,0.112593,0.563158,0.434783,7.0,0.0,1.4,46.0,1.0,46.0,1.64743841,0.516414992,1.157959572,1.654058901,-0.970456916,0.473978236,0.861428316,2.012703584,-0.632943758,-2.038559859,1.772866907,-0.098532927,1.795315585
kimi-version,EC,anthropic__claude-sonnet-4.6,061,B,15.0,7.0,3.173913,15.0,0.045999,0.525833,0.25,3.0,1.0,1.352113,72.0,3.0,24.0,4.827295265,2.252847381,-0.618684865,-0.490753505,-2.4007924,0.16567509,-0.909258015,0.491270684,0.552788273,-2.051407453,4.267592161,19.608052568,-0.321559783
kimi-version,EC,anthropic__claude-sonnet-4.6,062,A,15.0,6.0,4.618421,32.0,0.060769,0.425781,0.3125,6.0,1.0,1.686567,80.0,4.0,20.0,4.827295265,1.384631187,0.737210884,1.245523204,-2.083555786,-0.660750801,-0.310350671,1.632345359,0.552788273,-1.961676853,5.035199931,29.461345316,-0.706446214
kimi-version,EC,anthropic__claude-sonnet-4.6,063,B,13.0,6.0,3.831169,28.0,0.049755,0.520492,0.3125,6.0,1.0,1.472973,80.0,3.0,26.666667,3.918764735,1.384631187,-0.001747738,0.836987508,-2.320119365,0.121558623,-0.310350671,1.632345359,0.552788273,-2.018981947,5.035199931,19.608052568,-0.064968797
kimi-version,EC,anthropic__claude-sonnet-4.6,064,C,9.0,6.0,4.847222,33.0,0.067323,0.555833,0.27027,8.0,1.0,1.121951,74.0,2.0,37.0,2.101703675,1.384631187,0.95197626,1.347657129,-1.942786065,0.413474001,-0.715020385,2.39306181,0.552788273,-2.113157571,4.459494104,9.75475982,0.929321116
kimi-version,EC,anthropic__claude-sonnet-4.6,065,C,11.0,5.0,4.296875,33.0,0.067139,0.452885,0.363636,0.0,1.0,1.344262,66.0,2.0,33.0,3.010234205,0.516414992,0.43538988,1.347657129,-1.946738099,-0.436872744,0.179660944,-0.649803992,0.552788273,-2.053513796,3.691886333,9.75475982,0.544434686
kimi-version,EC,anthropic__claude-sonnet-4.6,066,C,6.0,7.0,6.591837,48.0,0.134527,0.493023,0.4,7.0,1.0,1.363636,50.0,1.0,50.0,0.73890788,2.252847381,2.589569172,2.87966599,-0.499348731,-0.10533432,0.52811961,2.012703584,0.552788273,-2.048315949,2.156670792,-0.098532927,2.180202015
kimi-version,EC,anthropic__claude-sonnet-4.6,067,B,13.0,5.0,3.216867,19.0,0.038757,0.438028,0.383721,8.0,4.0,1.686567,86.0,3.0,28.666667,3.918764735,0.516414992,-0.578365846,-0.082217809,-2.55633929,-0.559591025,0.372125808,2.39306181,4.109984367,-1.961676853,5.610905759,19.608052568,0.127474418
kimi-version,EC,anthropic__claude-sonnet-4.6,068,B,10.0,7.0,3.804878,30.0,0.046401,0.493571,0.447059,2.0,0.0,1.704225,85.0,3.0,28.333333,2.55596894,2.252847381,-0.026425936,1.041255356,-2.392158066,-0.10080786,0.979063301,0.110912458,-0.632943758,-1.956939392,5.514954788,19.608052568,0.095400484
kimi-version,EC,anthropic__claude-sonnet-4.6,069,B,12.0,6.0,3.821918,24.0,0.052355,0.577119,0.407895,3.0,2.0,1.122449,76.0,3.0,25.333333,3.46449947,1.384631187,-0.010431242,0.428451812,-2.264275411,0.589295589,0.603773586,0.491270684,1.738520305,-2.113023963,4.651396046,19.608052568,-0.193264338
kimi-version,EC,anthropic__claude-sonnet-4.6,070,C,21.0,6.0,3.75,28.0,0.0375,0.439326,0.355769,9.0,1.0,1.564356,104.0,4.0,26.0,7.552886855,1.384631187,-0.077937487,0.836987508,-2.583337693,-0.548869592,0.104275279,2.773420035,0.552788273,-1.994464819,7.338023243,29.461345316,-0.129116568
kimi-version,EC,anthropic__claude-sonnet-4.6,071,C,12.0,8.0,5.384615,38.0,0.069034,0.457692,0.4125,8.0,2.0,1.358025,80.0,2.0,40.0,3.46449947,3.121063576,1.456403292,1.858326749,-1.906036448,-0.397167098,0.647901079,2.39306181,1.738520305,-2.049821323,5.035199931,9.75475982,1.217985939
kimi-version,EC,anthropic__claude-sonnet-4.6,072,B,12.0,8.0,5.564516,35.0,0.08975,0.418868,0.328125,8.0,1.0,1.358209,64.0,2.0,32.0,3.46449947,3.121063576,1.625268402,1.551924977,-1.461089007,-0.71785193,-0.160623835,2.39306181,0.552788273,-2.049771958,3.49998439,9.75475982,0.448213078
kimi-version,EC,anthropic__claude-sonnet-4.6,073,B,14.0,6.0,4.460526,24.0,0.058691,0.492857,0.329114,7.0,4.0,1.561644,79.0,3.0,26.333333,4.37303,1.384631187,0.589001833,0.428451812,-2.128187992,-0.106705474,-0.151146725,2.012703584,4.109984367,-1.995192421,4.93924896,19.608052568,-0.097042731
kimi-version,EC,anthropic__claude-sonnet-4.6,074,A,19.0,6.0,4.325843,27.0,0.048605,0.419737,0.333333,5.0,0.0,1.630952,93.0,4.0,23.25,6.644356325,1.384631187,0.46258086,0.734853584,-2.344819575,-0.710674022,-0.110718084,1.251987134,-0.632943758,-1.976597791,6.282562558,29.461345316,-0.393725989
kimi-version,EC,anthropic__claude-sonnet-4.6,075,A,14.0,6.0,3.726027,25.0,0.051041,0.512931,0.289474,0.0,4.0,1.68254,76.0,3.0,25.333333,4.37303,1.384631187,-0.100439881,0.530585736,-2.292498086,0.059105038,-0.530997719,-0.649803992,4.109984367,-1.962757256,4.651396046,19.608052568,-0.193264338
kimi-version,EC,anthropic__claude-sonnet-4.6,076,C,11.0,6.0,4.112676,30.0,0.057925,0.573333,0.410959,3.0,1.0,1.463768,73.0,2.0,36.5,3.010234205,1.384631187,0.262490428,1.041255356,-2.14464048,0.558023367,0.633134419,0.491270684,0.552788273,-2.021451554,4.363543132,9.75475982,0.881210312
kimi-version,EC,anthropic__claude-sonnet-4.6,077,C,15.0,6.0,4.19403,29.0,0.062597,0.551818,0.347826,22.0,4.0,1.824561,69.0,2.0,34.5,4.827295265,1.384631187,0.338853829,0.939121432,-2.04429319,0.380310247,0.028161342,7.718076962,4.109984367,-1.92465447,3.979739247,9.75475982,0.688767097
kimi-version,EC,anthropic__claude-sonnet-4.6,078,C,11.0,5.0,4.076087,33.0,0.044305,0.413158,0.347368,2.0,5.0,1.571429,95.0,3.0,31.666667,3.010234205,0.516414992,0.228145953,1.347657129,-2.437176884,-0.765016323,0.023772549,0.110912458,5.295716399,-1.992567205,6.474464501,19.608052568,0.416139241
kimi-version,EC,anthropic__claude-sonnet-4.6,079,C,16.0,5.0,3.247059,21.0,0.038201,0.497973,0.348315,7.0,1.0,1.724638,89.0,4.0,22.25,5.28156053,0.516414992,-0.550025951,0.122050039,-2.568281304,-0.0644475,0.032847193,2.012703584,0.552788273,-1.951462792,5.898758673,29.461345316,-0.489947597
