version,direction,model,id,top_candidate,clause_count,dependency_depth,mean_dependency_distance,max_dependency_distance,normalized_dependency_distance,nominalization_ratio,modifier_density,coordination_count,passive_or_beishi_count,sentence_compression_ratio,token_count,sentence_count,avg_sentence_length,clause_count_native_z,dependency_depth_native_z,mean_dependency_distance_native_z,max_dependency_distance_native_z,normalized_dependency_distance_native_z,nominalization_ratio_native_z,modifier_density_native_z,coordination_count_native_z,passive_or_beishi_count_native_z,sentence_compression_ratio_native_z,token_count_native_z,sentence_count_native_z,avg_sentence_length_native_z
claude-version,EC,anthropic__claude-sonnet-4.6,042,C,18.0,6.0,3.697917,21.0,0.03852,0.450602,0.386139,4.0,2.0,1.769231,101.0,5.0,20.2,6.19009106,1.384631187,-0.126825494,0.122050039,-2.561429681,-0.455730241,0.395296335,0.871628909,1.738520305,-1.939498945,7.050170329,39.314638064,-0.687201892
claude-version,EC,anthropic__claude-sonnet-4.6,043,B,7.0,5.0,3.987179,27.0,0.051118,0.676724,0.444444,0.0,1.0,1.152174,81.0,3.0,27.0,1.193173145,0.516414992,0.144691947,0.734853584,-2.290844246,1.412029276,0.954005018,-0.649803992,0.552788273,-2.105049049,5.131150903,19.608052568,-0.03289496
claude-version,EC,anthropic__claude-sonnet-4.6,044,A,11.0,5.0,3.564103,25.0,0.045694,0.528788,0.345679,9.0,0.0,1.783333,81.0,3.0,27.0,3.010234205,0.516414992,-0.252430776,0.530585736,-2.407343325,0.190083282,0.007587677,2.773420035,-0.632943758,-1.935715522,5.131150903,19.608052568,-0.03289496
claude-version,EC,anthropic__claude-sonnet-4.6,045,A,14.0,7.0,6.65,94.0,0.0665,0.520395,0.39604,3.0,2.0,1.386139,101.0,1.0,101.0,4.37303,2.252847381,2.644164207,7.577826499,-1.960462824,0.120757407,0.490172841,0.491270684,1.738520305,-2.042278624,7.050170329,-0.098532927,7.087504005
claude-version,EC,anthropic__claude-sonnet-4.6,046,C,12.0,6.0,3.847222,24.0,0.053434,0.366667,0.226667,3.0,1.0,1.397059,75.0,3.0,25.0,3.46449947,1.384631187,0.013320503,0.428451812,-2.241100171,-1.149030296,-1.132846896,0.491270684,0.552788273,-2.039348899,4.555445075,19.608052568,-0.225338176
claude-version,EC,anthropic__claude-sonnet-4.6,047,B,12.0,6.0,4.066667,28.0,0.054222,0.575373,0.320513,10.0,0.0,1.432099,78.0,3.0,26.0,3.46449947,1.384631187,0.219303816,0.836987508,-2.224175157,0.574873693,-0.233565959,3.15377826,-0.632943758,-2.029948024,4.843297989,19.608052568,-0.129116568
claude-version,EC,anthropic__claude-sonnet-4.6,048,B,9.0,7.0,4.641791,31.0,0.06928,0.527193,0.42029,2.0,1.0,1.545455,69.0,2.0,34.5,2.101703675,2.252847381,0.759147269,1.14338928,-1.900752751,0.17690864,0.72254889,0.110912458,0.552788273,-1.999535765,3.979739247,9.75475982,0.688767097
claude-version,EC,anthropic__claude-sonnet-4.6,049,B,10.0,5.0,4.178571,33.0,0.049745,0.458824,0.395349,0.0,1.0,1.653846,86.0,2.0,43.0,2.55596894,0.516414992,0.324343149,1.347657129,-2.32033415,-0.387816819,0.483551321,-0.649803992,0.552788273,-1.970455564,5.610905759,9.75475982,1.506650762
claude-version,EC,anthropic__claude-sonnet-4.6,050,C,14.0,5.0,4.43038,31.0,0.056081,0.550833,0.358025,6.0,2.0,1.691176,81.0,2.0,40.5,4.37303,0.516414992,0.560705117,1.14338928,-2.18424673,0.372174183,0.125893438,1.632345359,1.738520305,-1.960440306,5.131150903,9.75475982,1.266096743
claude-version,EC,anthropic__claude-sonnet-4.6,051,A,11.0,6.0,5.034091,51.0,0.057206,0.428986,0.355556,0.0,0.0,1.671642,90.0,2.0,45.0,3.010234205,1.384631187,1.127381922,3.186067762,-2.160083481,-0.634277617,0.102234202,-0.649803992,-0.632943758,-1.965681079,5.994709645,9.75475982,1.699093977
claude-version,EC,anthropic__claude-sonnet-4.6,052,B,12.0,6.0,3.761194,37.0,0.056137,0.483333,0.405797,10.0,1.0,1.462687,69.0,2.0,34.5,3.46449947,1.384631187,-0.067430174,1.756192825,-2.183043937,-0.185373369,0.583669464,3.15377826,0.552788273,-2.021741576,3.979739247,9.75475982,0.688767097
claude-version,EC,anthropic__claude-sonnet-4.6,053,B,12.0,6.0,3.19403,18.0,0.047672,0.45678,0.342857,5.0,4.0,1.627119,70.0,3.0,23.333333,3.46449947,1.384631187,-0.599801927,-0.184351733,-2.364858964,-0.404700185,-0.019454187,1.251987134,4.109984367,-1.977626146,4.075690218,19.608052568,-0.385707554
claude-version,EC,anthropic__claude-sonnet-4.6,054,B,18.0,6.0,5.241071,54.0,0.046795,0.398315,0.321739,4.0,5.0,1.644444,115.0,3.0,38.333333,6.19009106,1.384631187,1.32166489,3.492469535,-2.383695559,-0.887618964,-0.221817792,0.871628909,5.295716399,-1.972978025,8.393483927,19.608052568,1.057616561
claude-version,EC,anthropic__claude-sonnet-4.6,055,C,10.0,5.0,4.940476,30.0,0.058815,0.515217,0.436782,7.0,6.0,1.671642,87.0,3.0,29.0,2.55596894,0.516414992,1.039509663,1.041255356,-2.125524665,0.077987315,0.880583769,2.012703584,6.48144843,-1.965681079,5.706856731,19.608052568,0.159548255
claude-version,EC,anthropic__claude-sonnet-4.6,056,C,8.0,6.0,4.093333,29.0,0.054578,0.410656,0.467532,0.0,1.0,1.075949,77.0,2.0,38.5,1.64743841,1.384631187,0.24433401,0.939121432,-2.216528831,-0.785682752,1.175246182,-0.649803992,0.552788273,-2.125499439,4.747347017,9.75475982,1.073653528
claude-version,EC,anthropic__claude-sonnet-4.6,057,B,14.0,6.0,4.380952,35.0,0.052154,0.507534,0.390805,4.0,1.0,2.063492,87.0,3.0,29.0,4.37303,1.384631187,0.51430924,1.551924977,-2.268592579,0.014526014,0.440008362,0.871628909,0.552788273,-1.860551718,5.706856731,19.608052568,0.159548255
claude-version,EC,anthropic__claude-sonnet-4.6,058,B,12.0,7.0,4.860759,50.0,0.061529,0.469118,0.419753,12.0,1.0,1.727273,81.0,2.0,40.5,3.46449947,2.252847381,0.964682843,3.083933838,-2.067232168,-0.302788753,0.717403078,3.91449471,0.552788273,-1.950755849,5.131150903,9.75475982,1.266096743
claude-version,EC,anthropic__claude-sonnet-4.6,059,B,13.0,6.0,4.129412,36.0,0.048581,0.426389,0.420455,3.0,2.0,1.648649,88.0,3.0,29.333333,3.918764735,1.384631187,0.278199771,1.654058901,-2.345335058,-0.655728743,0.724130006,0.491270684,1.738520305,-1.971849866,5.802807702,19.608052568,0.191622092
claude-version,EC,anthropic__claude-sonnet-4.6,060,B,9.0,5.0,6.76087,42.0,0.146975,0.53875,0.404255,5.0,2.0,1.444444,47.0,1.0,47.0,2.101703675,0.516414992,2.74823297,2.266862445,-0.231985063,0.272369041,0.568893222,1.251987134,1.738520305,-2.026635986,1.868817878,-0.098532927,1.891537192
claude-version,EC,anthropic__claude-sonnet-4.6,061,A,13.0,5.0,3.333333,17.0,0.046296,0.524219,0.293333,3.0,2.0,1.394366,75.0,3.0,25.0,3.918764735,0.516414992,-0.469044365,-0.286485657,-2.394413302,0.152343508,-0.494018784,0.491270684,1.738520305,-2.040071403,4.555445075,19.608052568,-0.225338176
claude-version,EC,anthropic__claude-sonnet-4.6,062,A,13.0,6.0,4.146341,32.0,0.050565,0.485385,0.406977,6.0,3.0,1.820896,86.0,4.0,21.5,3.918764735,1.384631187,0.294090274,1.245523204,-2.302721826,-0.168423923,0.594976835,1.632345359,2.924252336,-1.925637752,5.610905759,29.461345316,-0.562113802
claude-version,EC,anthropic__claude-sonnet-4.6,063,B,13.0,6.0,3.876543,28.0,0.047859,0.485385,0.297619,6.0,0.0,1.581081,84.0,3.0,28.0,3.918764735,1.384631187,0.040842829,0.836987508,-2.360842495,-0.168423923,-0.452948114,1.632345359,-0.632943758,-1.989977672,5.419003817,19.608052568,0.063326647
claude-version,EC,anthropic__claude-sonnet-4.6,064,C,10.0,6.0,4.670732,32.0,0.05696,0.543939,0.333333,9.0,1.0,1.256098,84.0,2.0,42.0,2.55596894,1.384631187,0.786312905,1.245523204,-2.165367178,0.315229993,-0.110718084,2.773420035,0.552788273,-2.077167299,5.419003817,9.75475982,1.410429154
claude-version,EC,anthropic__claude-sonnet-4.6,065,C,10.0,6.0,4.030769,34.0,0.062012,0.45463,0.343284,0.0,1.0,1.409836,67.0,2.0,33.5,2.55596894,1.384631187,0.185607951,1.449791053,-2.05685808,-0.422459107,-0.015362452,-0.649803992,0.552788273,-2.03592096,3.787837304,9.75475982,0.592545489
claude-version,EC,anthropic__claude-sonnet-4.6,066,A,7.0,7.0,8.781818,54.0,0.159669,0.537,0.446429,7.0,0.0,1.6,56.0,1.0,56.0,1.193173145,2.252847381,4.645207444,3.492469535,0.040662302,0.257914105,0.973026315,2.012703584,-0.632943758,-1.984901897,2.73237662,-0.098532927,2.757531661
claude-version,EC,anthropic__claude-sonnet-4.6,067,C,13.0,6.0,3.6625,18.0,0.045781,0.520588,0.493976,5.0,3.0,1.731343,83.0,3.0,27.666667,3.918764735,1.384631187,-0.160069865,-0.184351733,-2.405474701,0.12235158,1.428646275,1.251987134,2.924252336,-1.949663909,5.323052845,19.608052568,0.03125281
claude-version,EC,anthropic__claude-sonnet-4.6,068,B,11.0,6.0,3.564706,32.0,0.041938,0.511842,0.420455,2.0,0.0,1.84507,88.0,3.0,29.333333,3.010234205,1.384631187,-0.251864766,1.245523204,-2.48801636,0.050109937,0.724130006,0.110912458,-0.632943758,-1.919152114,5.802807702,19.608052568,0.191622092
claude-version,EC,anthropic__claude-sonnet-4.6,069,B,16.0,6.0,4.52,26.0,0.060267,0.573387,0.38961,5.0,2.0,1.163265,77.0,2.0,38.5,5.28156053,1.384631187,0.644827446,0.63271966,-2.094337964,0.558469405,0.428557253,1.251987134,1.738520305,-2.102073446,4.747347017,9.75475982,1.073653528
claude-version,EC,anthropic__claude-sonnet-4.6,070,A,25.0,7.0,4.019048,21.0,0.038277,0.474211,0.33945,7.0,1.0,1.613861,109.0,4.0,27.25,9.369947914,2.252847381,0.174605967,0.122050039,-2.566648943,-0.260720758,-0.052101825,2.012703584,0.552788273,-1.981183132,7.8177781,29.461345316,-0.008839558
claude-version,EC,anthropic__claude-sonnet-4.6,071,C,14.0,8.0,4.234568,37.0,0.052279,0.436232,0.313253,8.0,1.0,1.45679,83.0,2.0,41.5,4.37303,3.121063576,0.376905056,1.756192825,-2.265907773,-0.57442592,-0.303135036,2.39306181,0.552788273,-2.023323681,5.323052845,9.75475982,1.36231835
claude-version,EC,anthropic__claude-sonnet-4.6,072,B,13.0,7.0,3.318841,27.0,0.048099,0.337069,0.291667,5.0,1.0,1.447761,72.0,3.0,24.0,3.918764735,2.252847381,-0.482647364,0.734853584,-2.355687668,-1.393508703,-0.509983258,1.251987134,0.552788273,-2.025746069,4.267592161,19.608052568,-0.321559783
claude-version,EC,anthropic__claude-sonnet-4.6,073,B,12.0,5.0,4.228916,27.0,0.050951,0.507746,0.383721,6.0,2.0,1.726027,86.0,3.0,28.666667,3.46449947,0.516414992,0.371599773,0.734853584,-2.294431146,0.016277126,0.372125808,1.632345359,1.738520305,-1.951090138,5.610905759,19.608052568,0.127474418
claude-version,EC,anthropic__claude-sonnet-4.6,074,A,19.0,5.0,3.659091,24.0,0.041581,0.45443,0.336957,6.0,1.0,1.77381,92.0,4.0,23.0,6.644356325,0.516414992,-0.163269743,0.428451812,-2.495684164,-0.4241111,-0.075991041,1.632345359,0.552788273,-1.938270446,6.186611587,29.461345316,-0.417781391
claude-version,EC,anthropic__claude-sonnet-4.6,075,A,13.0,6.0,4.573333,28.0,0.060978,0.516406,0.272727,0.0,3.0,1.730159,77.0,2.0,38.5,3.918764735,1.384631187,0.694888773,0.836987508,-2.079066791,0.087808412,-0.69147614,-0.649803992,2.924252336,-1.949981564,4.747347017,9.75475982,1.073653528
claude-version,EC,anthropic__claude-sonnet-4.6,076,C,14.0,6.0,4.033708,31.0,0.045323,0.463636,0.395604,4.0,1.0,1.768116,91.0,2.0,45.5,4.37303,1.384631187,0.188366661,1.14338928,-2.415311828,-0.348069874,0.485994863,0.871628909,0.552788273,-1.939798088,6.090660616,9.75475982,1.747204781
claude-version,EC,anthropic__claude-sonnet-4.6,077,B,15.0,5.0,3.911765,30.0,0.057526,0.544643,0.328571,20.0,5.0,1.877193,70.0,2.0,35.0,4.827295265,0.516414992,0.073904162,1.041255356,-2.153210379,0.321045007,-0.156350032,6.957360512,5.295716399,-1.910533841,4.075690218,9.75475982,0.736877901
claude-version,EC,anthropic__claude-sonnet-4.6,078,C,15.0,7.0,4.131868,58.0,0.045405,0.410526,0.354839,0.0,3.0,1.545455,93.0,2.0,46.5,4.827295265,2.252847381,0.28050511,3.901005231,-2.413550596,-0.786756547,0.095363537,-0.649803992,2.924252336,-1.999535765,6.282562558,9.75475982,1.843426389
claude-version,EC,anthropic__claude-sonnet-4.6,079,C,18.0,5.0,3.637363,30.0,0.039971,0.482895,0.347368,7.0,2.0,1.826087,95.0,4.0,23.75,6.19009106,0.516414992,-0.183664855,1.041255356,-2.530264459,-0.188991233,0.023772549,2.012703584,1.738520305,-1.924245059,6.474464501,29.461345316,-0.345615185
