version,direction,id,candidate,clause_count,dependency_depth,mean_dependency_distance,max_dependency_distance,normalized_dependency_distance,nominalization_ratio,modifier_density,coordination_count,passive_count,sentence_compression_ratio,token_count,sentence_count,avg_sentence_length,clause_count_native_z,dependency_depth_native_z,mean_dependency_distance_native_z,max_dependency_distance_native_z,normalized_dependency_distance_native_z,nominalization_ratio_native_z,modifier_density_native_z,coordination_count_native_z,passive_count_native_z,sentence_compression_ratio_native_z,token_count_native_z,sentence_count_native_z,avg_sentence_length_native_z
kimi-version,CE,006,B,6.0,7.0,3.468085,21.0,0.073789,0.44,0.55102,6.0,0.0,0.586667,49.0,2.0,24.5,1.091971935,0.895892151,0.018174337,-0.086306946,-1.22657897,-1.206790477,0.494978046,1.120037315,-0.571266292,-1.843311019,1.334583472,2.955746113,-0.369067082
kimi-version,CE,006,C,7.0,9.0,3.45098,26.0,0.067666,0.413793,0.471698,6.0,0.0,0.613333,53.0,2.0,26.5,1.552253478,2.000431852,-0.007511806,0.340786018,-1.348108699,-1.392128105,-0.18186821,1.120037315,-0.571266292,-1.827003577,1.625815095,2.955746113,-0.20990366
kimi-version,CE,007,A,14.0,8.0,4.989474,54.0,0.052521,0.65,0.371134,5.0,1.0,0.603175,97.0,2.0,48.5,4.774224285,1.448162002,2.302805456,2.732506616,-1.64870771,0.278343333,-1.039970211,0.791753912,0.180993771,-1.833215645,4.829362943,2.955746113,1.540893984
kimi-version,CE,007,B,13.0,8.0,4.59,31.0,0.0459,0.533696,0.394231,6.0,3.0,0.650794,104.0,4.0,26.0,4.313942741,1.448162002,1.702925523,0.767878982,-1.780121777,-0.544166203,-0.842885947,1.120037315,1.685513898,-1.804094513,5.339018283,9.342405822,-0.249694516
kimi-version,CE,007,C,14.0,8.0,4.62766,30.0,0.04923,0.595349,0.346939,6.0,3.0,0.587302,98.0,4.0,24.5,4.774224285,1.448162002,1.759478586,0.682460389,-1.714027706,-0.108152133,-1.246423593,1.120037315,1.685513898,-1.842922689,4.902170849,9.342405822,-0.369067082
kimi-version,CE,008,A,24.0,8.0,3.243902,32.0,0.026373,0.6125,0.3,21.0,0.0,0.713333,130.0,7.0,18.571429,9.377039723,1.448162002,-0.318475565,0.853297575,-2.167695028,0.013140867,-1.646949127,6.044288362,-0.571266292,-1.76584914,7.23202383,18.922395385,-0.840872907
kimi-version,CE,008,B,21.0,9.0,3.398438,33.0,0.02655,0.618852,0.318519,20.0,0.0,0.74,135.0,7.0,19.285714,7.996195092,2.000431852,-0.086412789,0.938716167,-2.16418192,0.058062629,-1.488928454,5.716004959,-0.571266292,-1.749541086,7.596063358,18.922395385,-0.784028884
kimi-version,CE,008,C,22.0,8.0,3.01626,26.0,0.024522,0.538596,0.267176,18.0,0.0,0.666667,131.0,8.0,16.375,8.456476636,1.448162002,-0.660319759,0.340786018,-2.204433805,-0.509513081,-1.927032856,5.059438153,-0.571266292,-1.79438747,7.304831736,22.115725239,-1.015668485
kimi-version,CE,009,A,10.0,6.0,3.611111,29.0,0.050154,0.580488,0.513514,5.0,17.0,0.75,74.0,2.0,37.0,2.93309811,0.343622301,0.232952839,0.597041796,-1.69568809,-0.213250102,0.174943306,0.791753912,12.217154786,-1.743425642,3.154781113,2.955746113,0.625704306
kimi-version,CE,009,B,9.0,5.0,3.596774,25.0,0.058012,0.643243,0.578125,7.0,9.0,0.654762,64.0,2.0,32.0,2.472816566,-0.208647549,0.211423332,0.255367425,-1.539721961,0.230557385,0.726262151,1.448320718,6.199074279,-1.801667905,2.426702057,2.955746113,0.227795751
kimi-version,CE,009,C,9.0,6.0,3.590164,24.0,0.058855,0.598485,0.555556,6.0,8.0,0.654762,63.0,2.0,31.5,2.472816566,0.343622301,0.201497263,0.169948832,-1.522990039,-0.085974135,0.533683255,1.120037315,5.446814215,-1.801667905,2.353894151,2.955746113,0.188004895
kimi-version,CE,010,A,8.0,7.0,3.595745,26.0,0.076505,0.451923,0.458333,3.0,1.0,0.652174,48.0,1.0,48.0,2.012535022,0.895892151,0.209878108,0.340786018,-1.172671614,-1.122470237,-0.295910345,0.135187105,0.180993771,-1.803250582,1.261775567,-0.237583741,1.501103129
kimi-version,CE,010,B,9.0,7.0,3.574074,48.0,0.066187,0.445833,0.418182,9.0,4.0,0.73913,55.0,1.0,55.0,2.472816566,0.895892151,0.17733532,2.219995059,-1.377463994,-1.165539118,-0.638514591,2.104887524,2.437773962,-1.75007313,1.771430906,-0.237583741,2.058175106
kimi-version,CE,010,C,9.0,8.0,3.5,42.0,0.072917,0.404167,0.387755,9.0,5.0,0.681159,49.0,1.0,49.0,2.472816566,1.448162002,0.06610028,1.707483503,-1.243886487,-1.46020381,-0.898144972,2.104887524,3.190034025,-1.785524969,1.334583472,-0.237583741,1.58068484
kimi-version,CE,011,A,9.0,10.0,3.045455,32.0,0.046143,0.471591,0.573529,5.0,1.0,0.663043,68.0,2.0,34.0,2.472816566,2.552701702,-0.616478371,0.853297575,-1.775298697,-0.983376848,0.687044968,0.791753912,0.180993771,-1.796603706,2.71793368,2.955746113,0.386959173
kimi-version,CE,011,B,7.0,7.0,3.656716,31.0,0.054578,0.5375,0.565217,6.0,0.0,0.652174,69.0,2.0,34.5,1.552253478,0.895892151,0.301436707,0.767878982,-1.607880231,-0.517264065,0.616119549,1.120037315,-0.571266292,-1.803250582,2.790741585,2.955746113,0.426750029
kimi-version,CE,011,C,8.0,8.0,3.310811,32.0,0.044741,0.465217,0.526316,6.0,0.0,0.771739,76.0,2.0,38.0,2.012535022,1.448162002,-0.218000023,0.853297575,-1.80312569,-1.028454195,0.284181421,1.120037315,-0.571266292,-1.730131279,3.300396925,2.955746113,0.705286018
kimi-version,CE,012,A,11.0,7.0,2.883117,25.0,0.037443,0.497674,0.325301,3.0,6.0,0.554688,83.0,6.0,13.833333,3.393379654,0.895892151,-0.860257212,0.255367425,-1.9479769,-0.798916156,-1.431058364,0.135187105,3.942294088,-1.862867597,3.810052264,15.729065531,-1.217938694
kimi-version,CE,012,B,12.0,6.0,2.853333,23.0,0.038044,0.514634,0.320988,5.0,4.0,0.539062,81.0,6.0,13.5,3.853661197,0.343622301,-0.904983086,0.084530239,-1.93604821,-0.678973921,-1.467860738,0.791753912,2.437773962,-1.872423589,3.664436453,15.729065531,-1.244465904
kimi-version,CE,012,C,11.0,8.0,3.458333,37.0,0.048032,0.523864,0.381579,6.0,3.0,0.5,76.0,4.0,19.0,3.393379654,1.448162002,0.003530007,1.280390539,-1.737805694,-0.613698754,-0.950844128,1.120037315,1.685513898,-1.896311736,3.300396925,9.342405822,-0.806766493
kimi-version,CE,013,A,9.0,6.0,4.27907,38.0,0.049757,0.326136,0.438202,6.0,10.0,0.694915,89.0,3.0,29.666667,2.472816566,0.343622301,1.23600986,1.365809131,-1.703567774,-2.012044174,-0.467686044,1.120037315,6.951334342,-1.777112564,4.246899698,6.149075968,0.042105118
kimi-version,CE,013,B,8.0,10.0,3.710843,41.0,0.044709,0.455952,0.488372,0.0,6.0,0.686441,86.0,3.0,28.666667,2.012535022,2.552701702,0.382717844,1.62206491,-1.803760828,-1.093976884,-0.039590728,-0.849663104,3.942294088,-1.782294791,4.028475981,6.149075968,-0.037476593
kimi-version,CE,013,C,8.0,5.0,3.541667,27.0,0.04919,0.35,0.493333,0.0,6.0,0.584746,75.0,3.0,25.0,2.012535022,-0.208647549,0.128670553,0.426204611,-1.714821629,-1.843276396,0.002740962,-0.849663104,3.942294088,-1.844485796,3.227589019,6.149075968,-0.329276227
kimi-version,CE,014,A,4.0,8.0,3.509804,26.0,0.06882,0.765909,0.509434,4.0,3.0,0.563218,53.0,2.0,26.5,0.171408847,1.448162002,0.080822697,0.340786018,-1.325204027,1.098059404,0.140129096,0.463470509,1.685513898,-1.857651123,1.625815095,2.955746113,-0.20990366
kimi-version,CE,014,B,5.0,7.0,3.111111,17.0,0.08642,0.597826,0.578947,4.0,3.0,0.390805,38.0,2.0,19.0,0.631690391,0.895892151,-0.517884428,-0.427981317,-0.975878006,-0.090634626,0.73327619,0.463470509,1.685513898,-1.963089323,0.53369651,2.955746113,-0.806766493
kimi-version,CE,014,C,6.0,6.0,3.297872,23.0,0.070167,0.7,0.571429,7.0,1.0,0.505747,49.0,2.0,24.5,1.091971935,0.343622301,-0.23743019,0.084530239,-1.298468678,0.631946621,0.66912589,1.448320718,0.180993771,-1.89279719,1.334583472,2.955746113,-0.369067082
kimi-version,CE,015,A,14.0,5.0,3.307692,20.0,0.036348,0.642553,0.5,13.0,6.0,0.731481,94.0,3.0,31.333333,4.774224285,-0.208647549,-0.222683746,-0.171725539,-1.969710536,0.225677659,0.059629769,3.418021137,3.942294088,-1.754750833,4.610939226,6.149075968,0.17474125
kimi-version,CE,015,B,13.0,7.0,3.147368,22.0,0.03313,0.763636,0.520408,13.0,7.0,0.787037,98.0,3.0,32.666667,4.313942741,0.895892151,-0.463438214,-0.000888353,-2.033581623,1.081984598,0.23376908,3.418021137,4.694554152,-1.720775873,4.902170849,6.149075968,0.280850252
kimi-version,CE,015,C,13.0,5.0,3.22549,21.0,0.031622,0.773,0.514286,13.0,6.0,0.833333,105.0,3.0,35.0,4.313942741,-0.208647549,-0.346124396,-0.086306946,-2.063512512,1.148207422,0.1815307,3.418021137,3.942294088,-1.692463815,5.411826189,6.149075968,0.466540884
kimi-version,CE,016,A,7.0,5.0,3.555556,22.0,0.079012,0.575,0.425532,6.0,0.0,0.525641,47.0,2.0,23.5,1.552253478,-0.208647549,0.149527311,-0.000888353,-1.122912504,-0.252061599,-0.575797817,1.120037315,-0.571266292,-1.880631126,1.188967661,2.955746113,-0.448648793
kimi-version,CE,016,B,6.0,5.0,3.522727,23.0,0.080062,0.552,0.543478,6.0,1.0,0.512821,46.0,2.0,23.0,1.091971935,-0.208647549,0.100228837,0.084530239,-1.102072031,-0.414719112,0.430622956,1.120037315,0.180993771,-1.888471125,1.116159755,2.955746113,-0.488439649
kimi-version,CE,016,C,6.0,6.0,3.645833,24.0,0.075955,0.645833,0.54,6.0,0.0,0.564103,50.0,2.0,25.0,1.091971935,0.343622301,0.285093983,0.169948832,-1.183588052,0.248874035,0.400945549,1.120037315,-0.571266292,-1.857109907,1.407391378,2.955746113,-0.329276227
kimi-version,CE,017,A,11.0,6.0,2.986667,18.0,0.039822,0.643878,0.538462,9.0,4.0,0.642857,78.0,3.0,26.0,3.393379654,0.343622301,-0.704758814,-0.342562725,-1.900758343,0.235048147,0.387821957,2.104887524,2.437773962,-1.808948341,3.446012736,6.149075968,-0.249694516
kimi-version,CE,017,B,10.0,7.0,3.386364,25.0,0.038481,0.64717,0.571429,6.0,6.0,0.723214,91.0,3.0,30.333333,2.93309811,0.895892151,-0.104544007,0.255367425,-1.927374604,0.258329387,0.66912589,1.120037315,3.942294088,-1.75980647,4.392515509,6.149075968,0.095159539
kimi-version,CE,017,C,8.0,8.0,2.7625,24.0,0.034531,0.75625,0.590361,6.0,9.0,0.696429,83.0,3.0,27.666667,2.012535022,1.448162002,-1.041384689,0.169948832,-2.005774478,1.029750321,0.830670648,1.120037315,6.199074279,-1.776186686,3.810052264,6.149075968,-0.117058304
kimi-version,CE,018,A,7.0,6.0,3.892308,34.0,0.059882,0.537879,0.522388,5.0,3.0,0.652632,67.0,2.0,33.5,1.552253478,0.343622301,0.655219213,1.02413476,-1.502606071,-0.514583752,0.250664211,0.791753912,1.685513898,-1.802970495,2.645125774,2.955746113,0.347168318
kimi-version,CE,018,B,8.0,5.0,3.901639,28.0,0.063961,0.565625,0.47619,5.0,3.0,0.610526,63.0,2.0,31.5,2.012535022,-0.208647549,0.669231339,0.511623203,-1.421645796,-0.318362216,-0.143538448,0.791753912,1.685513898,-1.828720182,2.353894151,2.955746113,0.188004895
kimi-version,CE,018,C,7.0,5.0,4.309859,38.0,0.060702,0.629688,0.547945,5.0,3.0,0.694737,73.0,2.0,36.5,1.552253478,-0.208647549,1.282244917,1.365809131,-1.486330654,0.134695533,0.468739395,0.791753912,1.685513898,-1.777221419,3.081973208,2.955746113,0.585913451
kimi-version,CE,019,A,17.0,6.0,3.747826,36.0,0.03259,0.591509,0.338983,22.0,5.0,0.941748,118.0,3.0,39.333333,6.155068917,0.343622301,0.438254273,1.194971946,-2.044299581,-0.135308865,-1.314311302,6.372571765,3.190034025,-1.626163232,6.358328962,6.149075968,0.811394939
kimi-version,CE,019,B,16.0,7.0,3.71831,33.0,0.052371,0.634211,0.328767,19.0,2.0,0.563107,73.0,2.0,36.5,5.694787373,0.895892151,0.393930848,0.938716167,-1.65168492,0.166682487,-1.401483352,5.387721556,0.933253835,-1.857719005,3.081973208,2.955746113,0.585913451
kimi-version,CE,019,C,15.0,6.0,5.47619,53.0,0.065193,0.553659,0.337209,21.0,0.0,0.68932,86.0,2.0,43.0,5.234505829,0.343622301,3.033694479,2.647088023,-1.397192975,-0.402986555,-1.329448656,6.044288362,-0.571266292,-1.780534155,4.028475981,2.955746113,1.103194573
kimi-version,CE,020,A,12.0,6.0,3.606557,24.0,0.059124,0.401667,0.349206,5.0,1.0,0.445378,63.0,2.0,31.5,3.853661197,0.343622301,0.226114214,0.169948832,-1.517650908,-1.477883974,-1.227079521,0.791753912,0.180993771,-1.929715512,2.353894151,2.955746113,0.188004895
kimi-version,CE,020,B,10.0,7.0,4.0,22.0,0.060606,0.468333,0.338235,8.0,0.0,0.478992,68.0,2.0,34.0,2.93309811,0.895892151,0.816937547,-0.000888353,-1.488236069,-1.006417638,-1.320693907,1.776604121,-0.571266292,-1.90915906,2.71793368,2.955746113,0.386959173
kimi-version,CE,020,C,10.0,7.0,4.416667,38.0,0.061343,0.506897,0.378378,8.0,0.0,0.529412,74.0,2.0,37.0,2.93309811,0.895892151,1.442635771,1.365809131,-1.473608042,-0.733690494,-0.978157923,1.776604121,-0.571266292,-1.878324992,3.154781113,2.955746113,0.625704306
kimi-version,CE,021,A,8.0,5.0,3.617647,24.0,0.053201,0.516667,0.414286,5.0,3.0,0.5,70.0,2.0,35.0,2.012535022,-0.208647549,0.242767784,0.169948832,-1.635211023,-0.664596411,-0.671758748,0.791753912,1.685513898,-1.896311736,2.863549491,2.955746113,0.466540884
kimi-version,CE,021,B,7.0,6.0,4.407407,34.0,0.054412,0.577143,0.506024,6.0,0.0,0.595238,83.0,2.0,41.5,1.552253478,0.343622301,1.428730265,1.02413476,-1.611175011,-0.236906162,0.111031926,1.120037315,-0.571266292,-1.838069473,3.810052264,2.955746113,0.983822006
kimi-version,CE,021,C,7.0,5.0,3.973333,28.0,0.052978,0.5,0.493506,6.0,0.0,0.555556,77.0,2.0,38.5,1.552253478,-0.208647549,0.776892393,0.511623203,-1.639637142,-0.782466531,0.004217153,1.120037315,-0.571266292,-1.862336776,3.37320483,2.955746113,0.745076873
kimi-version,CE,022,A,9.0,7.0,3.720588,32.0,0.054715,0.7275,0.542857,15.0,3.0,0.64,70.0,2.0,35.0,2.472816566,0.895892151,0.397351662,0.853297575,-1.605161046,0.82642843,0.425324028,4.074587943,1.685513898,-1.810695523,2.863549491,2.955746113,0.466540884
kimi-version,CE,022,B,10.0,8.0,3.540541,36.0,0.047845,0.758537,0.578947,15.0,3.0,0.69,76.0,2.0,38.0,2.93309811,1.448162002,0.126979667,1.194971946,-1.741517282,1.045924135,0.73327619,4.074587943,1.685513898,-1.780118305,3.300396925,2.955746113,0.705286018
kimi-version,CE,022,C,7.0,7.0,3.508197,24.0,0.057511,0.715625,0.555556,14.0,3.0,0.55,63.0,2.0,31.5,1.552253478,0.895892151,0.078409506,0.169948832,-1.549665844,0.742447649,0.533683255,3.74630454,1.685513898,-1.865734517,2.353894151,2.955746113,0.188004895
kimi-version,CE,023,A,13.0,7.0,3.190476,38.0,0.030385,0.454167,0.357798,3.0,6.0,0.610063,109.0,4.0,27.25,4.313942741,0.895892151,-0.398704028,1.365809131,-2.088064574,-1.106600522,-1.153764892,0.135187105,3.942294088,-1.829003327,5.703057811,9.342405822,-0.150217377
kimi-version,CE,023,B,14.0,9.0,3.053097,39.0,0.027019,0.514286,0.358974,3.0,0.0,0.660377,117.0,4.0,29.25,4.774224285,2.000431852,-0.605002574,1.451227724,-2.154873175,-0.681435,-1.143730208,0.135187105,-0.571266292,-1.798234084,6.285521056,9.342405822,0.008946045
kimi-version,CE,023,C,14.0,7.0,3.138889,38.0,0.029064,0.51087,0.339286,3.0,1.0,0.628931,112.0,4.0,28.0,4.774224285,0.895892151,-0.476170913,1.365809131,-2.114283874,-0.705593177,-1.311725834,0.135187105,0.180993771,-1.817464708,5.921481528,9.342405822,-0.090531093
kimi-version,CE,024,A,5.0,6.0,3.391304,28.0,0.049149,0.542647,0.577465,0.0,2.0,0.561404,71.0,2.0,35.5,0.631690391,0.343622301,-0.097125735,0.511623203,-1.7156354,-0.480864143,0.720630441,-0.849663104,0.933253835,-1.858760465,2.936357396,2.955746113,0.50633174
kimi-version,CE,024,B,5.0,7.0,3.449275,31.0,0.049989,0.514062,0.56338,0.0,2.0,0.570175,71.0,2.0,35.5,0.631690391,0.895892151,-0.010072161,0.767878982,-1.698963022,-0.683019143,0.600444622,-0.849663104,0.933253835,-1.853396609,2.936357396,2.955746113,0.50633174
kimi-version,CE,024,C,8.0,8.0,3.851852,38.0,0.047554,0.473529,0.53012,0.0,2.0,0.657895,83.0,2.0,41.5,2.012535022,1.448162002,0.594467469,1.365809131,-1.747293071,-0.969671184,0.316640551,-0.849663104,0.933253835,-1.799751937,3.810052264,2.955746113,0.983822006
kimi-version,CE,025,A,9.0,6.0,3.035088,28.0,0.053247,0.718966,0.338983,13.0,2.0,0.556701,59.0,2.0,29.5,2.472816566,0.343622301,-0.632046231,0.511623203,-1.634298012,0.766075421,-1.314311302,3.418021137,0.933253835,-1.861636558,2.062662529,2.955746113,0.028841473
kimi-version,CE,025,B,13.0,9.0,3.4,29.0,0.048571,0.664286,0.402778,11.0,2.0,0.690722,72.0,2.0,36.0,4.313942741,2.000431852,-0.084067173,0.597041796,-1.727107584,0.379374865,-0.769955298,2.761454331,0.933253835,-1.77967677,3.009165302,2.955746113,0.546122595
kimi-version,CE,025,C,13.0,9.0,3.555556,28.0,0.049383,0.713235,0.351351,12.0,2.0,0.701031,74.0,2.0,37.0,4.313942741,2.000431852,0.149527311,0.511623203,-1.710990952,0.725545412,-1.208776463,3.089737734,0.933253835,-1.773372359,3.154781113,2.955746113,0.625704306
kimi-version,CE,026,A,9.0,3.0,2.803571,12.0,0.050064,0.444444,0.366667,8.0,4.0,0.6375,60.0,4.0,15.0,2.472816566,-1.31318725,-0.979709414,-0.855074281,-1.697474417,-1.175362217,-1.078086651,1.776604121,2.437773962,-1.812224384,2.135470434,9.342405822,-1.125093338
kimi-version,CE,026,B,9.0,4.0,3.044118,20.0,0.044766,0.462162,0.527778,3.0,4.0,0.775,72.0,4.0,18.0,2.472816566,-0.7609174,-0.61848611,-0.171725539,-1.802629488,-1.050059356,0.296656512,0.135187105,2.437773962,-1.728137033,3.009165302,9.342405822,-0.886348205
kimi-version,CE,026,C,8.0,4.0,2.868852,15.0,0.04703,0.475,0.4,8.0,4.0,0.675,65.0,4.0,16.25,2.012535022,-0.7609174,-0.881678599,-0.598818503,-1.757693459,-0.959268176,-0.793659679,1.776604121,2.437773962,-1.78929147,2.499509963,9.342405822,-1.025616199
kimi-version,CE,027,A,4.0,7.0,3.093023,23.0,0.071931,0.435294,0.355556,0.0,0.0,0.554054,45.0,2.0,22.5,0.171408847,0.895892151,-0.545046717,0.084530239,-1.263456683,-1.240071619,-1.172895641,-0.849663104,-0.571266292,-1.863255316,1.04335185,2.955746113,-0.528230505
kimi-version,CE,027,B,6.0,9.0,3.040816,26.0,0.062057,0.426316,0.372549,0.0,0.0,0.635135,51.0,2.0,25.5,1.091971935,2.000431852,-0.623444639,0.340786018,-1.45943652,-1.303564625,-1.027896165,-0.849663104,-0.571266292,-1.813670687,1.480199283,2.955746113,-0.289485371
kimi-version,CE,027,C,7.0,7.0,4.421053,30.0,0.077562,0.411364,0.355932,3.0,0.0,0.702703,59.0,2.0,29.5,1.552253478,0.895892151,1.449222115,0.682460389,-1.151692205,-1.409306153,-1.169687273,0.135187105,-0.571266292,-1.772349857,2.062662529,2.955746113,0.028841473
kimi-version,CE,028,A,6.0,7.0,4.101124,75.0,0.04608,0.752439,0.516484,6.0,6.0,0.763158,91.0,2.0,45.5,1.091971935,0.895892151,0.968792883,4.526297065,-1.776549125,1.002798678,0.200286002,1.120037315,3.942294088,-1.735378942,4.392515509,2.955746113,1.302148851
kimi-version,CE,028,B,8.0,8.0,3.97619,69.0,0.047336,0.654651,0.418605,6.0,3.0,0.697368,86.0,2.0,43.0,2.012535022,1.448162002,0.781182677,4.013785508,-1.75161995,0.311235511,-0.634905177,1.120037315,1.685513898,-1.775612446,4.028475981,2.955746113,1.103194573
kimi-version,CE,028,C,7.0,8.0,3.987952,72.0,0.048048,0.720732,0.435294,6.0,3.0,0.697368,85.0,2.0,42.5,1.552253478,1.448162002,0.798845373,4.270041287,-1.737488124,0.778564689,-0.492499701,1.120037315,1.685513898,-1.775612446,3.955668076,2.955746113,1.063403718
kimi-version,CE,029,A,8.0,5.0,3.493333,28.0,0.046578,0.630769,0.576923,6.0,3.0,0.705263,78.0,3.0,26.0,2.012535022,-0.208647549,0.056088616,0.511623203,-1.766664786,0.142340437,0.716005612,1.120037315,1.685513898,-1.770784303,3.446012736,6.149075968,-0.249694516
kimi-version,CE,029,B,5.0,4.0,3.242857,24.0,0.046327,0.684722,0.589041,3.0,3.0,0.642105,73.0,3.0,24.333333,0.631690391,-0.7609174,-0.320044815,0.169948832,-1.771646652,0.523899601,0.819407227,0.135187105,1.685513898,-1.809408222,3.081973208,6.149075968,-0.382330727
kimi-version,CE,029,C,5.0,5.0,3.151515,25.0,0.04775,0.627027,0.637681,3.0,4.0,0.6,69.0,3.0,23.0,0.631690391,-0.208647549,-0.45721077,0.255367425,-1.743402849,0.115876766,1.234447215,0.135187105,2.437773962,-1.835157298,2.790741585,6.149075968,-0.488439649
kimi-version,CE,030,A,11.0,10.0,3.109091,36.0,0.028264,0.6825,0.482456,9.0,4.0,0.773438,114.0,4.0,28.5,3.393379654,2.552701702,-0.52091781,1.194971946,-2.130162329,0.508185471,-0.090071331,2.104887524,2.437773962,-1.729092265,6.067097339,9.342405822,-0.050740238
