id,consensus_order,consensus_rank,rank_sum_A,rank_sum_B,rank_sum_C,borda_A,borda_B,borda_C,top1_votes
097,B>A>C,"{""A"": 2, ""B"": 1, ""C"": 3}",12,5,13,3,10,2,"{""B"": 5}"
098,A>C>B,"{""A"": 1, ""B"": 3, ""C"": 2}",5,13,12,10,2,3,"{""A"": 5}"
099,B>C>A,"{""A"": 3, ""B"": 1, ""C"": 2}",13,5,12,2,10,3,"{""B"": 5}"
100,B>C>A,"{""A"": 3, ""B"": 1, ""C"": 2}",13,8,9,2,7,6,"{""B"": 3, ""C"": 2}"
101,B>C>A,"{""A"": 3, ""B"": 1, ""C"": 2}",15,5,10,0,10,5,"{""B"": 5}"
102,A>B>C,"{""A"": 1, ""B"": 2, ""C"": 3}",5,10,15,10,5,0,"{""A"": 5}"
103,A>C>B,"{""A"": 1, ""B"": 3, ""C"": 2}",7,15,8,8,0,7,"{""A"": 3, ""C"": 2}"
104,A>C>B,"{""A"": 1, ""B"": 3, ""C"": 2}",6,15,9,9,0,6,"{""A"": 4, ""C"": 1}"
105,B>A>C,"{""A"": 2, ""B"": 1, ""C"": 3}",10,8,12,5,7,3,"{""A"": 1, ""B"": 3, ""C"": 1}"
106,B>A>C,"{""A"": 2, ""B"": 1, ""C"": 3}",12,5,13,3,10,2,"{""B"": 5}"
107,C>B>A,"{""A"": 3, ""B"": 2, ""C"": 1}",15,8,7,0,7,8,"{""B"": 2, ""C"": 3}"
108,B>A>C,"{""A"": 2, ""B"": 1, ""C"": 3}",9,6,15,6,9,0,"{""A"": 1, ""B"": 4}"
109,B>C>A,"{""A"": 3, ""B"": 1, ""C"": 2}",14,8,8,1,7,7,"{""B"": 2, ""C"": 3}"
110,B>A>C,"{""A"": 2, ""B"": 1, ""C"": 3}",12,5,13,3,10,2,"{""B"": 5}"
111,B>A>C,"{""A"": 2, ""B"": 1, ""C"": 3}",8,7,15,7,8,0,"{""A"": 2, ""B"": 3}"
112,C>A>B,"{""A"": 2, ""B"": 3, ""C"": 1}",10,15,5,5,0,10,"{""C"": 5}"
113,A>C>B,"{""A"": 1, ""B"": 3, ""C"": 2}",5,13,12,10,2,3,"{""A"": 5}"
114,C>B>A,"{""A"": 3, ""B"": 2, ""C"": 1}",15,9,6,0,6,9,"{""B"": 1, ""C"": 4}"
115,B>A>C,"{""A"": 2, ""B"": 1, ""C"": 3}",10,5,15,5,10,0,"{""B"": 5}"
116,B>A>C,"{""A"": 2, ""B"": 1, ""C"": 3}",12,5,13,3,10,2,"{""B"": 5}"
117,C>B>A,"{""A"": 3, ""B"": 2, ""C"": 1}",14,11,5,1,4,10,"{""C"": 5}"
118,C>A>B,"{""A"": 2, ""B"": 3, ""C"": 1}",9,13,8,6,2,7,"{""A"": 1, ""B"": 1, ""C"": 3}"
119,C>B>A,"{""A"": 3, ""B"": 2, ""C"": 1}",15,9,6,0,6,9,"{""B"": 1, ""C"": 4}"
120,B>A>C,"{""A"": 2, ""B"": 1, ""C"": 3}",12,5,13,3,10,2,"{""B"": 5}"
121,B>A>C,"{""A"": 2, ""B"": 1, ""C"": 3}",10,5,15,5,10,0,"{""B"": 5}"
122,A>B>C,"{""A"": 1, ""B"": 2, ""C"": 3}",7,8,15,8,7,0,"{""A"": 3, ""B"": 2}"
123,C>B>A,"{""A"": 3, ""B"": 2, ""C"": 1}",15,8,7,0,7,8,"{""B"": 2, ""C"": 3}"
124,A>B>C,"{""A"": 1, ""B"": 2, ""C"": 3}",6,11,13,9,4,2,"{""A"": 4, ""B"": 1}"
125,B>A>C,"{""A"": 2, ""B"": 1, ""C"": 3}",10,5,15,5,10,0,"{""B"": 5}"
126,A>C>B,"{""A"": 1, ""B"": 3, ""C"": 2}",6,15,9,9,0,6,"{""A"": 4, ""C"": 1}"
127,C>B>A,"{""A"": 3, ""B"": 2, ""C"": 1}",15,10,5,0,5,10,"{""C"": 5}"
128,C>B>A,"{""A"": 3, ""B"": 2, ""C"": 1}",13,10,7,2,5,8,"{""B"": 1, ""C"": 4}"
129,B>C>A,"{""A"": 3, ""B"": 1, ""C"": 2}",14,7,9,1,8,6,"{""B"": 4, ""C"": 1}"
130,C>B>A,"{""A"": 3, ""B"": 2, ""C"": 1}",15,9,6,0,6,9,"{""B"": 1, ""C"": 4}"
131,C>A>B,"{""A"": 2, ""B"": 3, ""C"": 1}",12,13,5,3,2,10,"{""C"": 5}"
132,A>B>C,"{""A"": 1, ""B"": 2, ""C"": 3}",7,8,15,8,7,0,"{""A"": 3, ""B"": 2}"
133,B>A>C,"{""A"": 2, ""B"": 1, ""C"": 3}",10,5,15,5,10,0,"{""B"": 5}"
134,B>A>C,"{""A"": 2, ""B"": 1, ""C"": 3}",11,5,14,4,10,1,"{""B"": 5}"
135,A>B>C,"{""A"": 1, ""B"": 2, ""C"": 3}",5,12,13,10,3,2,"{""A"": 5}"
136,A>B>C,"{""A"": 1, ""B"": 2, ""C"": 3}",7,9,14,8,6,1,"{""A"": 3, ""B"": 2}"
137,B>C>A,"{""A"": 3, ""B"": 1, ""C"": 2}",15,5,10,0,10,5,"{""B"": 5}"
138,B>C>A,"{""A"": 3, ""B"": 1, ""C"": 2}",12,8,10,3,7,5,"{""B"": 3, ""C"": 2}"
139,C>B>A,"{""A"": 3, ""B"": 2, ""C"": 1}",15,8,7,0,7,8,"{""B"": 2, ""C"": 3}"
140,C>A>B,"{""A"": 2, ""B"": 3, ""C"": 1}",11,12,7,4,3,8,"{""B"": 1, ""C"": 4}"
141,A>C>B,"{""A"": 1, ""B"": 3, ""C"": 2}",8,14,8,7,1,7,"{""A"": 3, ""C"": 2}"
142,A>C>B,"{""A"": 1, ""B"": 3, ""C"": 2}",5,15,10,10,0,5,"{""A"": 5}"
143,A>C>B,"{""A"": 1, ""B"": 3, ""C"": 2}",5,13,12,10,2,3,"{""A"": 5}"
144,C>B>A,"{""A"": 3, ""B"": 2, ""C"": 1}",14,11,5,1,4,10,"{""C"": 5}"
145,B>C>A,"{""A"": 3, ""B"": 1, ""C"": 2}",14,7,9,1,8,6,"{""B"": 4, ""C"": 1}"
146,A>C>B,"{""A"": 1, ""B"": 3, ""C"": 2}",7,15,8,8,0,7,"{""A"": 3, ""C"": 2}"
147,C>B>A,"{""A"": 3, ""B"": 2, ""C"": 1}",15,10,5,0,5,10,"{""C"": 5}"
148,B>A>C,"{""A"": 2, ""B"": 1, ""C"": 3}",10,7,13,5,8,2,"{""B"": 4, ""C"": 1}"
149,C>A>B,"{""A"": 2, ""B"": 3, ""C"": 1}",10,15,5,5,0,10,"{""C"": 5}"
150,A>B>C,"{""A"": 1, ""B"": 2, ""C"": 3}",5,10,15,10,5,0,"{""A"": 5}"
151,A>C>B,"{""A"": 1, ""B"": 3, ""C"": 2}",7,15,8,8,0,7,"{""A"": 3, ""C"": 2}"
152,A>C>B,"{""A"": 1, ""B"": 3, ""C"": 2}",7,15,8,8,0,7,"{""A"": 3, ""C"": 2}"
153,B>A>C,"{""A"": 2, ""B"": 1, ""C"": 3}",12,5,13,3,10,2,"{""B"": 5}"
154,B>C>A,"{""A"": 3, ""B"": 1, ""C"": 2}",14,6,10,1,9,5,"{""B"": 4, ""C"": 1}"
155,B>C>A,"{""A"": 3, ""B"": 1, ""C"": 2}",13,8,9,2,7,6,"{""B"": 3, ""C"": 2}"
156,B>C>A,"{""A"": 3, ""B"": 1, ""C"": 2}",14,5,11,1,10,4,"{""B"": 5}"
157,A>B>C,"{""A"": 1, ""B"": 2, ""C"": 3}",5,10,15,10,5,0,"{""A"": 5}"
158,A>C>B,"{""A"": 1, ""B"": 3, ""C"": 2}",5,15,10,10,0,5,"{""A"": 5}"
159,A>C>B,"{""A"": 1, ""B"": 3, ""C"": 2}",5,15,10,10,0,5,"{""A"": 5}"
160,A>B>C,"{""A"": 1, ""B"": 2, ""C"": 3}",5,10,15,10,5,0,"{""A"": 5}"
161,A>C>B,"{""A"": 1, ""B"": 3, ""C"": 2}",5,14,11,10,1,4,"{""A"": 5}"
162,B>A>C,"{""A"": 2, ""B"": 1, ""C"": 3}",12,5,13,3,10,2,"{""B"": 5}"
163,A>B>C,"{""A"": 1, ""B"": 2, ""C"": 3}",5,10,15,10,5,0,"{""A"": 5}"
164,B>A>C,"{""A"": 2, ""B"": 1, ""C"": 3}",11,5,14,4,10,1,"{""B"": 5}"
165,A>B>C,"{""A"": 1, ""B"": 2, ""C"": 3}",6,9,15,9,6,0,"{""A"": 4, ""B"": 1}"
166,C>B>A,"{""A"": 3, ""B"": 2, ""C"": 1}",14,11,5,1,4,10,"{""C"": 5}"
167,B>C>A,"{""A"": 3, ""B"": 1, ""C"": 2}",15,5,10,0,10,5,"{""B"": 5}"
168,C>B>A,"{""A"": 3, ""B"": 2, ""C"": 1}",15,9,6,0,6,9,"{""B"": 1, ""C"": 4}"
169,C>A>B,"{""A"": 2, ""B"": 3, ""C"": 1}",10,13,7,5,2,8,"{""A"": 1, ""C"": 4}"
170,B>A>C,"{""A"": 2, ""B"": 1, ""C"": 3}",8,7,15,7,8,0,"{""A"": 2, ""B"": 3}"
171,B>C>A,"{""A"": 3, ""B"": 1, ""C"": 2}",13,5,12,2,10,3,"{""B"": 5}"
172,C>B>A,"{""A"": 3, ""B"": 2, ""C"": 1}",14,11,5,1,4,10,"{""C"": 5}"
173,A>B>C,"{""A"": 1, ""B"": 2, ""C"": 3}",6,9,15,9,6,0,"{""A"": 4, ""B"": 1}"
174,C>B>A,"{""A"": 3, ""B"": 2, ""C"": 1}",12,11,7,3,4,8,"{""B"": 1, ""C"": 4}"
175,B>A>C,"{""A"": 2, ""B"": 1, ""C"": 3}",10,5,15,5,10,0,"{""B"": 5}"
176,A>C>B,"{""A"": 1, ""B"": 3, ""C"": 2}",5,15,10,10,0,5,"{""A"": 5}"
177,A>B>C,"{""A"": 1, ""B"": 2, ""C"": 3}",6,9,15,9,6,0,"{""A"": 4, ""B"": 1}"
178,B>A>C,"{""A"": 2, ""B"": 1, ""C"": 3}",11,5,14,4,10,1,"{""B"": 5}"
179,B>A>C,"{""A"": 2, ""B"": 1, ""C"": 3}",10,5,15,5,10,0,"{""B"": 5}"
180,B>C>A,"{""A"": 3, ""B"": 1, ""C"": 2}",13,5,12,2,10,3,"{""B"": 5}"
181,A>C>B,"{""A"": 1, ""B"": 3, ""C"": 2}",6,15,9,9,0,6,"{""A"": 4, ""C"": 1}"
182,B>C>A,"{""A"": 3, ""B"": 1, ""C"": 2}",15,6,9,0,9,6,"{""B"": 4, ""C"": 1}"
183,B>C>A,"{""A"": 3, ""B"": 1, ""C"": 2}",15,5,10,0,10,5,"{""B"": 5}"
184,C>B>A,"{""A"": 3, ""B"": 2, ""C"": 1}",15,9,6,0,6,9,"{""B"": 1, ""C"": 4}"
185,A>C>B,"{""A"": 1, ""B"": 3, ""C"": 2}",7,15,8,8,0,7,"{""A"": 3, ""C"": 2}"
186,C>A>B,"{""A"": 2, ""B"": 3, ""C"": 1}",10,15,5,5,0,10,"{""C"": 5}"
187,C>A>B,"{""A"": 2, ""B"": 3, ""C"": 1}",12,13,5,3,2,10,"{""C"": 5}"
188,A>B>C,"{""A"": 1, ""B"": 2, ""C"": 3}",5,12,13,10,3,2,"{""A"": 5}"
189,C>A>B,"{""A"": 2, ""B"": 3, ""C"": 1}",10,15,5,5,0,10,"{""C"": 5}"
190,B>C>A,"{""A"": 3, ""B"": 1, ""C"": 2}",13,7,10,2,8,5,"{""A"": 1, ""B"": 3, ""C"": 1}"
191,B>C>A,"{""A"": 3, ""B"": 1, ""C"": 2}",13,5,12,2,10,3,"{""B"": 5}"
192,A>B>C,"{""A"": 1, ""B"": 2, ""C"": 3}",5,10,15,10,5,0,"{""A"": 5}"
193,B>A>C,"{""A"": 2, ""B"": 1, ""C"": 3}",10,5,15,5,10,0,"{""B"": 5}"
194,B>A>C,"{""A"": 2, ""B"": 1, ""C"": 3}",10,5,15,5,10,0,"{""B"": 5}"
195,C>B>A,"{""A"": 3, ""B"": 2, ""C"": 1}",13,11,6,2,4,9,"{""B"": 1, ""C"": 4}"
196,A>B>C,"{""A"": 1, ""B"": 2, ""C"": 3}",5,10,15,10,5,0,"{""A"": 5}"
197,A>C>B,"{""A"": 1, ""B"": 3, ""C"": 2}",6,13,11,9,2,4,"{""A"": 4, ""C"": 1}"
198,B>A>C,"{""A"": 2, ""B"": 1, ""C"": 3}",10,7,13,5,8,2,"{""A"": 1, ""B"": 4}"
199,B>A>C,"{""A"": 2, ""B"": 1, ""C"": 3}",10,5,15,5,10,0,"{""B"": 5}"
200,A>C>B,"{""A"": 1, ""B"": 3, ""C"": 2}",5,14,11,10,1,4,"{""A"": 5}"
