id,top1_entropy,disagreement_layer,top1_votes
141,0.721928,medium,"{""B"": 1, ""C"": 4}"
149,0.721928,medium,"{""A"": 4, ""B"": 1}"
152,0.721928,medium,"{""A"": 1, ""B"": 4}"
154,0.721928,medium,"{""A"": 1, ""B"": 4}"
158,0.721928,medium,"{""B"": 4, ""C"": 1}"
159,0.721928,medium,"{""B"": 4, ""C"": 1}"
165,0.721928,medium,"{""A"": 1, ""B"": 4}"
169,0.721928,medium,"{""A"": 1, ""B"": 4}"
173,0.721928,medium,"{""A"": 4, ""C"": 1}"
175,0.721928,medium,"{""A"": 4, ""B"": 1}"
184,0.721928,medium,"{""A"": 1, ""C"": 4}"
187,0.721928,medium,"{""A"": 4, ""C"": 1}"
195,0.721928,medium,"{""B"": 1, ""C"": 4}"
196,0.721928,medium,"{""A"": 1, ""C"": 4}"
200,0.721928,medium,"{""A"": 1, ""B"": 4}"
005,0.0,unanimous,"{""B"": 5}"
006,0.0,unanimous,"{""C"": 5}"
008,0.0,unanimous,"{""A"": 5}"
014,0.0,unanimous,"{""B"": 5}"
015,0.0,unanimous,"{""A"": 5}"
016,0.0,unanimous,"{""B"": 5}"
018,0.0,unanimous,"{""B"": 5}"
019,0.0,unanimous,"{""B"": 5}"
023,0.0,unanimous,"{""A"": 5}"
026,0.0,unanimous,"{""B"": 5}"
029,0.0,unanimous,"{""C"": 5}"
030,0.0,unanimous,"{""C"": 5}"
031,0.0,unanimous,"{""C"": 5}"
032,0.0,unanimous,"{""A"": 5}"
033,0.0,unanimous,"{""B"": 5}"
037,0.0,unanimous,"{""C"": 5}"
039,0.0,unanimous,"{""C"": 5}"
040,0.0,unanimous,"{""A"": 5}"
041,0.0,unanimous,"{""B"": 5}"
043,0.0,unanimous,"{""B"": 5}"
044,0.0,unanimous,"{""B"": 5}"
045,0.0,unanimous,"{""A"": 5}"
046,0.0,unanimous,"{""A"": 5}"
049,0.0,unanimous,"{""B"": 5}"
053,0.0,unanimous,"{""A"": 5}"
055,0.0,unanimous,"{""C"": 5}"
056,0.0,unanimous,"{""B"": 5}"
059,0.0,unanimous,"{""A"": 5}"
060,0.0,unanimous,"{""B"": 5}"
061,0.0,unanimous,"{""B"": 5}"
062,0.0,unanimous,"{""A"": 5}"
064,0.0,unanimous,"{""C"": 5}"
065,0.0,unanimous,"{""C"": 5}"
066,0.0,unanimous,"{""C"": 5}"
068,0.0,unanimous,"{""C"": 5}"
069,0.0,unanimous,"{""C"": 5}"
071,0.0,unanimous,"{""A"": 5}"
072,0.0,unanimous,"{""C"": 5}"
073,0.0,unanimous,"{""B"": 5}"
074,0.0,unanimous,"{""C"": 5}"
076,0.0,unanimous,"{""B"": 5}"
085,0.0,unanimous,"{""C"": 5}"
087,0.0,unanimous,"{""A"": 5}"
088,0.0,unanimous,"{""B"": 5}"
089,0.0,unanimous,"{""C"": 5}"
090,0.0,unanimous,"{""A"": 5}"
091,0.0,unanimous,"{""B"": 5}"
094,0.0,unanimous,"{""B"": 5}"
095,0.0,unanimous,"{""C"": 5}"
096,0.0,unanimous,"{""B"": 5}"
097,0.0,unanimous,"{""B"": 5}"
099,0.0,unanimous,"{""B"": 5}"
101,0.0,unanimous,"{""B"": 5}"
102,0.0,unanimous,"{""C"": 5}"
103,0.0,unanimous,"{""A"": 5}"
104,0.0,unanimous,"{""C"": 5}"
105,0.0,unanimous,"{""B"": 5}"
106,0.0,unanimous,"{""A"": 5}"
108,0.0,unanimous,"{""A"": 5}"
109,0.0,unanimous,"{""B"": 5}"
110,0.0,unanimous,"{""C"": 5}"
113,0.0,unanimous,"{""C"": 5}"
115,0.0,unanimous,"{""A"": 5}"
116,0.0,unanimous,"{""B"": 5}"
117,0.0,unanimous,"{""C"": 5}"
118,0.0,unanimous,"{""B"": 5}"
119,0.0,unanimous,"{""A"": 5}"
120,0.0,unanimous,"{""B"": 5}"
121,0.0,unanimous,"{""C"": 5}"
122,0.0,unanimous,"{""C"": 5}"
123,0.0,unanimous,"{""B"": 5}"
126,0.0,unanimous,"{""C"": 5}"
127,0.0,unanimous,"{""B"": 5}"
129,0.0,unanimous,"{""B"": 5}"
131,0.0,unanimous,"{""B"": 5}"
132,0.0,unanimous,"{""A"": 5}"
134,0.0,unanimous,"{""C"": 5}"
135,0.0,unanimous,"{""B"": 5}"
137,0.0,unanimous,"{""C"": 5}"
139,0.0,unanimous,"{""B"": 5}"
140,0.0,unanimous,"{""A"": 5}"
142,0.0,unanimous,"{""B"": 5}"
143,0.0,unanimous,"{""A"": 5}"
146,0.0,unanimous,"{""A"": 5}"
147,0.0,unanimous,"{""A"": 5}"
148,0.0,unanimous,"{""A"": 5}"
150,0.0,unanimous,"{""C"": 5}"
151,0.0,unanimous,"{""B"": 5}"
157,0.0,unanimous,"{""B"": 5}"
160,0.0,unanimous,"{""B"": 5}"
162,0.0,unanimous,"{""C"": 5}"
163,0.0,unanimous,"{""A"": 5}"
166,0.0,unanimous,"{""B"": 5}"
167,0.0,unanimous,"{""B"": 5}"
168,0.0,unanimous,"{""C"": 5}"
172,0.0,unanimous,"{""A"": 5}"
177,0.0,unanimous,"{""B"": 5}"
178,0.0,unanimous,"{""A"": 5}"
181,0.0,unanimous,"{""B"": 5}"
186,0.0,unanimous,"{""B"": 5}"
188,0.0,unanimous,"{""B"": 5}"
190,0.0,unanimous,"{""B"": 5}"
192,0.0,unanimous,"{""A"": 5}"
193,0.0,unanimous,"{""B"": 5}"
194,0.0,unanimous,"{""C"": 5}"
198,0.0,unanimous,"{""A"": 5}"
199,0.0,unanimous,"{""A"": 5}"
