id,top1_entropy,disagreement_layer,top1_votes
041,0.811278,medium,"{""B"": 3, ""C"": 1}"
045,0.811278,medium,"{""A"": 3, ""C"": 1}"
047,0.811278,medium,"{""B"": 1, ""C"": 3}"
048,0.811278,medium,"{""A"": 1, ""C"": 3}"
050,0.811278,medium,"{""A"": 1, ""C"": 3}"
052,0.811278,medium,"{""A"": 1, ""C"": 3}"
056,0.811278,medium,"{""A"": 1, ""B"": 3}"
059,0.811278,medium,"{""A"": 1, ""C"": 3}"
060,0.811278,medium,"{""B"": 3, ""C"": 1}"
063,0.811278,medium,"{""B"": 1, ""C"": 3}"
070,0.811278,medium,"{""B"": 1, ""C"": 3}"
072,0.811278,medium,"{""B"": 1, ""C"": 3}"
078,0.811278,medium,"{""A"": 3, ""B"": 1}"
079,0.811278,medium,"{""B"": 3, ""C"": 1}"
081,0.811278,medium,"{""A"": 1, ""B"": 3}"
098,0.811278,medium,"{""A"": 1, ""C"": 3}"
102,0.811278,medium,"{""B"": 3, ""C"": 1}"
104,0.811278,medium,"{""B"": 1, ""C"": 3}"
108,0.811278,medium,"{""A"": 3, ""B"": 1}"
113,0.811278,medium,"{""A"": 1, ""C"": 3}"
115,0.811278,medium,"{""A"": 3, ""B"": 1}"
116,0.811278,medium,"{""B"": 3, ""C"": 1}"
118,0.811278,medium,"{""B"": 3, ""C"": 1}"
119,0.811278,medium,"{""A"": 3, ""B"": 1}"
122,0.811278,medium,"{""A"": 1, ""B"": 3}"
130,0.811278,medium,"{""B"": 3, ""C"": 1}"
132,0.811278,medium,"{""A"": 1, ""B"": 3}"
136,0.811278,medium,"{""A"": 1, ""C"": 3}"
137,0.811278,medium,"{""A"": 1, ""C"": 3}"
138,0.811278,medium,"{""B"": 3, ""C"": 1}"
149,0.811278,medium,"{""A"": 3, ""B"": 1}"
152,0.811278,medium,"{""A"": 1, ""B"": 3}"
154,0.811278,medium,"{""B"": 3, ""C"": 1}"
159,0.811278,medium,"{""B"": 3, ""C"": 1}"
162,0.811278,medium,"{""A"": 1, ""C"": 3}"
164,0.811278,medium,"{""B"": 1, ""C"": 3}"
169,0.811278,medium,"{""A"": 1, ""B"": 3}"
171,0.811278,medium,"{""A"": 1, ""C"": 3}"
179,0.811278,medium,"{""A"": 3, ""B"": 1}"
184,0.811278,medium,"{""B"": 1, ""C"": 3}"
188,0.811278,medium,"{""A"": 1, ""B"": 3}"
189,0.811278,medium,"{""A"": 3, ""B"": 1}"
190,0.811278,medium,"{""A"": 1, ""B"": 3}"
194,0.811278,medium,"{""B"": 3, ""C"": 1}"
199,0.811278,medium,"{""A"": 1, ""C"": 3}"
001,0.0,unanimous,"{""C"": 4}"
003,0.0,unanimous,"{""B"": 4}"
007,0.0,unanimous,"{""C"": 4}"
008,0.0,unanimous,"{""A"": 4}"
009,0.0,unanimous,"{""B"": 4}"
015,0.0,unanimous,"{""A"": 4}"
016,0.0,unanimous,"{""B"": 4}"
018,0.0,unanimous,"{""B"": 4}"
020,0.0,unanimous,"{""A"": 4}"
022,0.0,unanimous,"{""A"": 4}"
023,0.0,unanimous,"{""A"": 4}"
029,0.0,unanimous,"{""C"": 4}"
030,0.0,unanimous,"{""C"": 4}"
031,0.0,unanimous,"{""C"": 4}"
038,0.0,unanimous,"{""B"": 4}"
039,0.0,unanimous,"{""C"": 4}"
040,0.0,unanimous,"{""A"": 4}"
043,0.0,unanimous,"{""B"": 4}"
044,0.0,unanimous,"{""B"": 4}"
046,0.0,unanimous,"{""A"": 4}"
049,0.0,unanimous,"{""B"": 4}"
054,0.0,unanimous,"{""C"": 4}"
055,0.0,unanimous,"{""C"": 4}"
057,0.0,unanimous,"{""C"": 4}"
058,0.0,unanimous,"{""A"": 4}"
061,0.0,unanimous,"{""B"": 4}"
062,0.0,unanimous,"{""A"": 4}"
064,0.0,unanimous,"{""C"": 4}"
067,0.0,unanimous,"{""A"": 4}"
068,0.0,unanimous,"{""C"": 4}"
069,0.0,unanimous,"{""C"": 4}"
073,0.0,unanimous,"{""B"": 4}"
074,0.0,unanimous,"{""C"": 4}"
075,0.0,unanimous,"{""B"": 4}"
076,0.0,unanimous,"{""B"": 4}"
077,0.0,unanimous,"{""B"": 4}"
080,0.0,unanimous,"{""C"": 4}"
084,0.0,unanimous,"{""A"": 4}"
085,0.0,unanimous,"{""C"": 4}"
086,0.0,unanimous,"{""A"": 4}"
088,0.0,unanimous,"{""B"": 4}"
089,0.0,unanimous,"{""C"": 4}"
091,0.0,unanimous,"{""B"": 4}"
092,0.0,unanimous,"{""B"": 4}"
093,0.0,unanimous,"{""B"": 4}"
097,0.0,unanimous,"{""B"": 4}"
099,0.0,unanimous,"{""B"": 4}"
100,0.0,unanimous,"{""B"": 4}"
101,0.0,unanimous,"{""B"": 4}"
103,0.0,unanimous,"{""A"": 4}"
105,0.0,unanimous,"{""B"": 4}"
106,0.0,unanimous,"{""A"": 4}"
107,0.0,unanimous,"{""B"": 4}"
109,0.0,unanimous,"{""B"": 4}"
110,0.0,unanimous,"{""B"": 4}"
112,0.0,unanimous,"{""A"": 4}"
117,0.0,unanimous,"{""C"": 4}"
123,0.0,unanimous,"{""B"": 4}"
124,0.0,unanimous,"{""C"": 4}"
125,0.0,unanimous,"{""B"": 4}"
127,0.0,unanimous,"{""B"": 4}"
129,0.0,unanimous,"{""B"": 4}"
133,0.0,unanimous,"{""C"": 4}"
134,0.0,unanimous,"{""C"": 4}"
135,0.0,unanimous,"{""B"": 4}"
139,0.0,unanimous,"{""B"": 4}"
140,0.0,unanimous,"{""A"": 4}"
141,0.0,unanimous,"{""C"": 4}"
142,0.0,unanimous,"{""B"": 4}"
143,0.0,unanimous,"{""A"": 4}"
144,0.0,unanimous,"{""B"": 4}"
146,0.0,unanimous,"{""A"": 4}"
147,0.0,unanimous,"{""A"": 4}"
148,0.0,unanimous,"{""A"": 4}"
150,0.0,unanimous,"{""C"": 4}"
151,0.0,unanimous,"{""B"": 4}"
153,0.0,unanimous,"{""C"": 4}"
155,0.0,unanimous,"{""A"": 4}"
158,0.0,unanimous,"{""B"": 4}"
160,0.0,unanimous,"{""B"": 4}"
163,0.0,unanimous,"{""A"": 4}"
165,0.0,unanimous,"{""B"": 4}"
166,0.0,unanimous,"{""B"": 4}"
167,0.0,unanimous,"{""B"": 4}"
168,0.0,unanimous,"{""C"": 4}"
170,0.0,unanimous,"{""C"": 4}"
172,0.0,unanimous,"{""A"": 4}"
173,0.0,unanimous,"{""A"": 4}"
177,0.0,unanimous,"{""B"": 4}"
180,0.0,unanimous,"{""C"": 4}"
181,0.0,unanimous,"{""B"": 4}"
182,0.0,unanimous,"{""A"": 4}"
183,0.0,unanimous,"{""C"": 4}"
185,0.0,unanimous,"{""C"": 4}"
186,0.0,unanimous,"{""B"": 4}"
187,0.0,unanimous,"{""A"": 4}"
191,0.0,unanimous,"{""C"": 4}"
192,0.0,unanimous,"{""A"": 4}"
193,0.0,unanimous,"{""B"": 4}"
195,0.0,unanimous,"{""C"": 4}"
196,0.0,unanimous,"{""C"": 4}"
197,0.0,unanimous,"{""A"": 4}"
198,0.0,unanimous,"{""A"": 4}"
200,0.0,unanimous,"{""B"": 4}"
