model,feature,standardized_coefficient,training_accuracy,intercept,n_pairwise_observations
moonshotai__kimi-k2.5,register_score,0.103254,0.7,0.543693,600
moonshotai__kimi-k2.5,translationese_score,-0.136361,0.7,0.543693,600
moonshotai__kimi-k2.5,target_lm_naturalness_score,-0.179109,0.7,0.543693,600
openai__gpt-5.2,crosslingual_embedding_similarity,0.794995,0.73,0.1006,600
openai__gpt-5.2,bidirectional_entailment,0.111001,0.73,0.1006,600
openai__gpt-5.2,nli_boundary_risk,0.14051,0.73,0.1006,600
openai__gpt-5.2,nli_omission_risk,-0.051228,0.73,0.1006,600
openai__gpt-5.2,nli_contradiction_risk,0.064393,0.73,0.1006,600
openai__gpt-5.2,dependency_depth,0.059593,0.73,0.1006,600
openai__gpt-5.2,mean_dependency_distance,-0.278293,0.73,0.1006,600
openai__gpt-5.2,normalized_dependency_distance,-0.079745,0.73,0.1006,600
openai__gpt-5.2,sentence_compression_ratio,-0.853918,0.73,0.1006,600
openai__gpt-5.2,extra_number_ratio,-0.245509,0.73,0.1006,600
openai__gpt-5.2,extra_entity_count,0.18988,0.73,0.1006,600
openai__gpt-5.2,register_score,0.125508,0.73,0.1006,600
openai__gpt-5.2,translationese_score,-0.11911,0.73,0.1006,600
openai__gpt-5.2,target_lm_naturalness_score,0.148367,0.73,0.1006,600
