id,top1_entropy,disagreement_layer,top1_votes
132,0.970951,medium,"{""A"": 2, ""B"": 3}"
156,0.970951,medium,"{""B"": 2, ""C"": 3}"
157,0.970951,medium,"{""A"": 2, ""B"": 3}"
161,0.970951,medium,"{""A"": 3, ""C"": 2}"
164,0.970951,medium,"{""B"": 2, ""C"": 3}"
171,0.970951,medium,"{""A"": 2, ""C"": 3}"
175,0.970951,medium,"{""A"": 3, ""B"": 2}"
188,0.970951,medium,"{""A"": 2, ""B"": 3}"
199,0.970951,medium,"{""A"": 2, ""C"": 3}"
005,0.721928,medium,"{""A"": 1, ""B"": 4}"
007,0.721928,medium,"{""B"": 1, ""C"": 4}"
013,0.721928,medium,"{""B"": 4, ""C"": 1}"
015,0.721928,medium,"{""A"": 4, ""C"": 1}"
019,0.721928,medium,"{""A"": 1, ""B"": 4}"
021,0.721928,medium,"{""A"": 4, ""C"": 1}"
028,0.721928,medium,"{""A"": 4, ""C"": 1}"
032,0.721928,medium,"{""A"": 4, ""B"": 1}"
033,0.721928,medium,"{""B"": 4, ""C"": 1}"
034,0.721928,medium,"{""B"": 4, ""C"": 1}"
037,0.721928,medium,"{""B"": 4, ""C"": 1}"
045,0.721928,medium,"{""A"": 4, ""C"": 1}"
047,0.721928,medium,"{""B"": 1, ""C"": 4}"
050,0.721928,medium,"{""A"": 1, ""C"": 4}"
056,0.721928,medium,"{""A"": 1, ""B"": 4}"
060,0.721928,medium,"{""B"": 4, ""C"": 1}"
063,0.721928,medium,"{""B"": 1, ""C"": 4}"
068,0.721928,medium,"{""A"": 1, ""C"": 4}"
072,0.721928,medium,"{""B"": 1, ""C"": 4}"
078,0.721928,medium,"{""A"": 4, ""B"": 1}"
079,0.721928,medium,"{""B"": 4, ""C"": 1}"
081,0.721928,medium,"{""A"": 1, ""B"": 4}"
092,0.721928,medium,"{""A"": 1, ""B"": 4}"
097,0.721928,medium,"{""A"": 1, ""B"": 4}"
098,0.721928,medium,"{""A"": 1, ""C"": 4}"
102,0.721928,medium,"{""B"": 4, ""C"": 1}"
108,0.721928,medium,"{""A"": 4, ""B"": 1}"
113,0.721928,medium,"{""A"": 1, ""C"": 4}"
115,0.721928,medium,"{""A"": 4, ""B"": 1}"
116,0.721928,medium,"{""B"": 4, ""C"": 1}"
118,0.721928,medium,"{""B"": 4, ""C"": 1}"
119,0.721928,medium,"{""A"": 4, ""B"": 1}"
122,0.721928,medium,"{""A"": 1, ""B"": 4}"
123,0.721928,medium,"{""A"": 1, ""B"": 4}"
136,0.721928,medium,"{""A"": 1, ""C"": 4}"
137,0.721928,medium,"{""A"": 1, ""C"": 4}"
138,0.721928,medium,"{""B"": 4, ""C"": 1}"
149,0.721928,medium,"{""A"": 4, ""B"": 1}"
150,0.721928,medium,"{""B"": 1, ""C"": 4}"
152,0.721928,medium,"{""A"": 1, ""B"": 4}"
154,0.721928,medium,"{""B"": 4, ""C"": 1}"
158,0.721928,medium,"{""B"": 4, ""C"": 1}"
159,0.721928,medium,"{""B"": 4, ""C"": 1}"
162,0.721928,medium,"{""A"": 1, ""C"": 4}"
169,0.721928,medium,"{""A"": 1, ""B"": 4}"
179,0.721928,medium,"{""A"": 4, ""B"": 1}"
180,0.721928,medium,"{""A"": 1, ""C"": 4}"
182,0.721928,medium,"{""A"": 4, ""C"": 1}"
184,0.721928,medium,"{""B"": 1, ""C"": 4}"
190,0.721928,medium,"{""A"": 1, ""B"": 4}"
191,0.721928,medium,"{""B"": 1, ""C"": 4}"
194,0.721928,medium,"{""B"": 4, ""C"": 1}"
195,0.721928,medium,"{""B"": 1, ""C"": 4}"
001,0.0,unanimous,"{""C"": 5}"
003,0.0,unanimous,"{""B"": 5}"
008,0.0,unanimous,"{""A"": 5}"
009,0.0,unanimous,"{""B"": 5}"
016,0.0,unanimous,"{""B"": 5}"
018,0.0,unanimous,"{""B"": 5}"
020,0.0,unanimous,"{""A"": 5}"
022,0.0,unanimous,"{""A"": 5}"
023,0.0,unanimous,"{""A"": 5}"
029,0.0,unanimous,"{""C"": 5}"
030,0.0,unanimous,"{""C"": 5}"
031,0.0,unanimous,"{""C"": 5}"
038,0.0,unanimous,"{""B"": 5}"
039,0.0,unanimous,"{""C"": 5}"
040,0.0,unanimous,"{""A"": 5}"
043,0.0,unanimous,"{""B"": 5}"
044,0.0,unanimous,"{""B"": 5}"
046,0.0,unanimous,"{""A"": 5}"
049,0.0,unanimous,"{""B"": 5}"
054,0.0,unanimous,"{""C"": 5}"
055,0.0,unanimous,"{""C"": 5}"
057,0.0,unanimous,"{""C"": 5}"
058,0.0,unanimous,"{""A"": 5}"
061,0.0,unanimous,"{""B"": 5}"
062,0.0,unanimous,"{""A"": 5}"
064,0.0,unanimous,"{""C"": 5}"
067,0.0,unanimous,"{""A"": 5}"
069,0.0,unanimous,"{""C"": 5}"
073,0.0,unanimous,"{""B"": 5}"
074,0.0,unanimous,"{""C"": 5}"
075,0.0,unanimous,"{""B"": 5}"
076,0.0,unanimous,"{""B"": 5}"
077,0.0,unanimous,"{""B"": 5}"
080,0.0,unanimous,"{""C"": 5}"
084,0.0,unanimous,"{""A"": 5}"
085,0.0,unanimous,"{""C"": 5}"
086,0.0,unanimous,"{""A"": 5}"
088,0.0,unanimous,"{""B"": 5}"
089,0.0,unanimous,"{""C"": 5}"
091,0.0,unanimous,"{""B"": 5}"
093,0.0,unanimous,"{""B"": 5}"
099,0.0,unanimous,"{""B"": 5}"
100,0.0,unanimous,"{""B"": 5}"
101,0.0,unanimous,"{""B"": 5}"
103,0.0,unanimous,"{""A"": 5}"
105,0.0,unanimous,"{""B"": 5}"
106,0.0,unanimous,"{""A"": 5}"
107,0.0,unanimous,"{""B"": 5}"
109,0.0,unanimous,"{""B"": 5}"
110,0.0,unanimous,"{""B"": 5}"
112,0.0,unanimous,"{""A"": 5}"
117,0.0,unanimous,"{""C"": 5}"
124,0.0,unanimous,"{""C"": 5}"
125,0.0,unanimous,"{""B"": 5}"
127,0.0,unanimous,"{""B"": 5}"
129,0.0,unanimous,"{""B"": 5}"
133,0.0,unanimous,"{""C"": 5}"
134,0.0,unanimous,"{""C"": 5}"
135,0.0,unanimous,"{""B"": 5}"
139,0.0,unanimous,"{""B"": 5}"
140,0.0,unanimous,"{""A"": 5}"
141,0.0,unanimous,"{""C"": 5}"
142,0.0,unanimous,"{""B"": 5}"
143,0.0,unanimous,"{""A"": 5}"
144,0.0,unanimous,"{""B"": 5}"
146,0.0,unanimous,"{""A"": 5}"
147,0.0,unanimous,"{""A"": 5}"
148,0.0,unanimous,"{""A"": 5}"
151,0.0,unanimous,"{""B"": 5}"
153,0.0,unanimous,"{""C"": 5}"
155,0.0,unanimous,"{""A"": 5}"
160,0.0,unanimous,"{""B"": 5}"
163,0.0,unanimous,"{""A"": 5}"
165,0.0,unanimous,"{""B"": 5}"
166,0.0,unanimous,"{""B"": 5}"
167,0.0,unanimous,"{""B"": 5}"
168,0.0,unanimous,"{""C"": 5}"
170,0.0,unanimous,"{""C"": 5}"
172,0.0,unanimous,"{""A"": 5}"
173,0.0,unanimous,"{""A"": 5}"
177,0.0,unanimous,"{""B"": 5}"
181,0.0,unanimous,"{""B"": 5}"
183,0.0,unanimous,"{""C"": 5}"
185,0.0,unanimous,"{""C"": 5}"
186,0.0,unanimous,"{""B"": 5}"
187,0.0,unanimous,"{""A"": 5}"
192,0.0,unanimous,"{""A"": 5}"
193,0.0,unanimous,"{""B"": 5}"
196,0.0,unanimous,"{""C"": 5}"
197,0.0,unanimous,"{""A"": 5}"
198,0.0,unanimous,"{""A"": 5}"
200,0.0,unanimous,"{""B"": 5}"
