model,feature,standardized_coefficient,training_accuracy,intercept,n_pairwise_observations
moonshotai__kimi-k2.5,nli_boundary_risk,-0.077067,0.708333,0.425775,600
moonshotai__kimi-k2.5,nli_omission_risk,-0.004544,0.708333,0.425775,600
moonshotai__kimi-k2.5,nli_contradiction_risk,-0.253753,0.708333,0.425775,600
moonshotai__kimi-k2.5,dependency_depth,-0.132178,0.708333,0.425775,600
moonshotai__kimi-k2.5,mean_dependency_distance,0.188093,0.708333,0.425775,600
moonshotai__kimi-k2.5,normalized_dependency_distance,-0.20663,0.708333,0.425775,600
moonshotai__kimi-k2.5,sentence_compression_ratio,-0.388885,0.708333,0.425775,600
moonshotai__kimi-k2.5,extra_number_ratio,-0.428636,0.708333,0.425775,600
moonshotai__kimi-k2.5,extra_entity_count,-0.125679,0.708333,0.425775,600
moonshotai__kimi-k2.5,register_score,0.044677,0.708333,0.425775,600
moonshotai__kimi-k2.5,translationese_score,-0.787465,0.708333,0.425775,600
moonshotai__kimi-k2.5,target_lm_naturalness_score,-0.024316,0.708333,0.425775,600
openai__gpt-5.2,crosslingual_embedding_similarity,0.285114,0.725,0.51022,600
openai__gpt-5.2,bidirectional_entailment,0.078037,0.725,0.51022,600
openai__gpt-5.2,nli_boundary_risk,-0.103221,0.725,0.51022,600
openai__gpt-5.2,nli_omission_risk,-0.381413,0.725,0.51022,600
openai__gpt-5.2,nli_contradiction_risk,-0.073726,0.725,0.51022,600
openai__gpt-5.2,dependency_depth,-0.230011,0.725,0.51022,600
openai__gpt-5.2,mean_dependency_distance,0.123482,0.725,0.51022,600
openai__gpt-5.2,normalized_dependency_distance,-0.027989,0.725,0.51022,600
openai__gpt-5.2,sentence_compression_ratio,-0.29053,0.725,0.51022,600
openai__gpt-5.2,extra_number_ratio,-0.290027,0.725,0.51022,600
openai__gpt-5.2,extra_entity_count,-0.075585,0.725,0.51022,600
openai__gpt-5.2,register_score,-0.049146,0.725,0.51022,600
openai__gpt-5.2,translationese_score,-0.793422,0.725,0.51022,600
openai__gpt-5.2,target_lm_naturalness_score,0.124563,0.725,0.51022,600
