model,feature,standardized_coefficient,cluster_robust_se,z_cluster,p_cluster,ci95_low,ci95_high,cluster_significant_05,in_sample_accuracy,n_pairwise_observations,n_clusters
anthropic__claude-sonnet-4.6,sentence_compression_ratio,-0.301403,0.108715,-2.772416,0.005564,-0.514485,-0.088322,True,0.725,1200,400
anthropic__claude-sonnet-4.6,extra_number_ratio,-0.338035,0.079921,-4.229606,2.3e-05,-0.494681,-0.18139,True,0.725,1200,400
anthropic__claude-sonnet-4.6,extra_entity_count,-0.167583,0.072618,-2.307725,0.021014,-0.309914,-0.025251,True,0.725,1200,400
anthropic__claude-sonnet-4.6,register_score,0.167116,0.075541,2.212249,0.026949,0.019055,0.315178,True,0.725,1200,400
anthropic__claude-sonnet-4.6,target_function_word_density,-0.866766,0.087062,-9.955761,0.0,-1.037407,-0.696125,True,0.725,1200,400
anthropic__claude-sonnet-4.6,target_passive_density,-0.094148,0.085597,-1.099892,0.271379,-0.261918,0.073623,False,0.725,1200,400
anthropic__claude-sonnet-4.6,target_pronoun_subject_ratio,-0.033165,0.0629,-0.52726,0.598013,-0.156448,0.090119,False,0.725,1200,400
anthropic__claude-sonnet-4.6,target_explicit_connective_density,-0.260611,0.087775,-2.969067,0.002987,-0.432651,-0.088571,True,0.725,1200,400
anthropic__claude-sonnet-4.6,target_nominalization_suffix_density,-0.108483,0.074593,-1.45434,0.145852,-0.254685,0.037719,False,0.725,1200,400
anthropic__claude-sonnet-4.6,target_avg_sentence_length,0.074297,0.083618,0.888531,0.374255,-0.089594,0.238189,False,0.725,1200,400
deepseek__deepseek-v4-flash,intercept,0.275151,0.068551,4.013817,6e-05,0.140791,0.40951,True,0.734167,1200,400
deepseek__deepseek-v4-flash,crosslingual_embedding_similarity,0.138103,0.100282,1.377146,0.168467,-0.05845,0.334655,False,0.734167,1200,400
deepseek__deepseek-v4-flash,bidirectional_entailment,0.316106,0.121663,2.598204,0.009371,0.077646,0.554567,True,0.734167,1200,400
deepseek__deepseek-v4-flash,nli_boundary_risk,0.188256,0.090855,2.072055,0.03826,0.010181,0.366331,True,0.734167,1200,400
deepseek__deepseek-v4-flash,nli_omission_risk,-0.073802,0.110378,-0.668627,0.503733,-0.290144,0.14254,False,0.734167,1200,400
deepseek__deepseek-v4-flash,nli_contradiction_risk,0.045383,0.105365,0.430718,0.666673,-0.161132,0.251897,False,0.734167,1200,400
deepseek__deepseek-v4-flash,dependency_depth,0.069699,0.07856,0.887204,0.374969,-0.084279,0.223678,False,0.734167,1200,400
deepseek__deepseek-v4-flash,mean_dependency_distance,0.278651,0.094804,2.939246,0.00329,0.092836,0.464466,True,0.734167,1200,400
deepseek__deepseek-v4-flash,normalized_dependency_distance,-0.301802,0.118702,-2.54251,0.011006,-0.534458,-0.069145,True,0.734167,1200,400
deepseek__deepseek-v4-flash,clause_count,-0.118454,0.089212,-1.327772,0.184253,-0.29331,0.056403,False,0.734167,1200,400
deepseek__deepseek-v4-flash,modifier_density,0.041527,0.081522,0.509391,0.610478,-0.118257,0.20131,False,0.734167,1200,400
deepseek__deepseek-v4-flash,nominalization_ratio,0.118761,0.078461,1.513634,0.130119,-0.035022,0.272545,False,0.734167,1200,400
deepseek__deepseek-v4-flash,coordination_count,0.151519,0.078738,1.924334,0.054313,-0.002808,0.305845,False,0.734167,1200,400
deepseek__deepseek-v4-flash,passive_or_beishi_count,-0.209681,0.093236,-2.248933,0.024517,-0.392423,-0.026939,True,0.734167,1200,400
deepseek__deepseek-v4-flash,sentence_compression_ratio,-0.446744,0.107879,-4.141139,3.5e-05,-0.658187,-0.2353,True,0.734167,1200,400
deepseek__deepseek-v4-flash,extra_number_ratio,-0.327749,0.084283,-3.888696,0.000101,-0.492943,-0.162555,True,0.734167,1200,400
deepseek__deepseek-v4-flash,extra_entity_count,-0.06074,0.069204,-0.877698,0.380107,-0.19638,0.0749,False,0.734167,1200,400
deepseek__deepseek-v4-flash,register_score,0.081212,0.081049,1.002008,0.31634,-0.077644,0.240068,False,0.734167,1200,400
deepseek__deepseek-v4-flash,target_function_word_density,-0.981155,0.093444,-10.499925,0.0,-1.164305,-0.798005,True,0.734167,1200,400
deepseek__deepseek-v4-flash,target_passive_density,-0.062491,0.088033,-0.709862,0.47779,-0.235036,0.110053,False,0.734167,1200,400
deepseek__deepseek-v4-flash,target_pronoun_subject_ratio,0.076494,0.073853,1.035755,0.300317,-0.068258,0.221245,False,0.734167,1200,400
deepseek__deepseek-v4-flash,target_explicit_connective_density,-0.343355,0.077532,-4.428547,9e-06,-0.495318,-0.191392,True,0.734167,1200,400
deepseek__deepseek-v4-flash,target_nominalization_suffix_density,-0.083328,0.073082,-1.140203,0.254202,-0.226569,0.059912,False,0.734167,1200,400
deepseek__deepseek-v4-flash,target_avg_sentence_length,0.106485,0.084777,1.256058,0.209095,-0.059678,0.272648,False,0.734167,1200,400
google__gemini-3-flash-preview,intercept,-0.075702,0.072706,-1.041216,0.297775,-0.218205,0.066801,False,0.745,1200,400
google__gemini-3-flash-preview,crosslingual_embedding_similarity,0.195755,0.085222,2.297009,0.021618,0.02872,0.362789,True,0.745,1200,400
google__gemini-3-flash-preview,bidirectional_entailment,0.128444,0.117622,1.092006,0.274831,-0.102095,0.358982,False,0.745,1200,400
google__gemini-3-flash-preview,nli_boundary_risk,0.183982,0.104027,1.768603,0.07696,-0.01991,0.387874,False,0.745,1200,400
google__gemini-3-flash-preview,nli_omission_risk,-0.207937,0.113976,-1.824384,0.068094,-0.431331,0.015457,False,0.745,1200,400
google__gemini-3-flash-preview,nli_contradiction_risk,-0.098291,0.112532,-0.873452,0.382417,-0.318854,0.122272,False,0.745,1200,400
google__gemini-3-flash-preview,dependency_depth,0.105125,0.076141,1.380664,0.167382,-0.044111,0.254362,False,0.745,1200,400
google__gemini-3-flash-preview,mean_dependency_distance,0.342073,0.100169,3.41496,0.000638,0.145742,0.538405,True,0.745,1200,400
google__gemini-3-flash-preview,normalized_dependency_distance,-0.406792,0.118311,-3.438336,0.000585,-0.63868,-0.174903,True,0.745,1200,400
google__gemini-3-flash-preview,clause_count,-0.026272,0.089994,-0.291932,0.770339,-0.202661,0.150116,False,0.745,1200,400
google__gemini-3-flash-preview,modifier_density,0.156894,0.081162,1.933095,0.053224,-0.002184,0.315971,False,0.745,1200,400
google__gemini-3-flash-preview,nominalization_ratio,0.177996,0.074794,2.379818,0.017321,0.0314,0.324592,True,0.745,1200,400
google__gemini-3-flash-preview,coordination_count,0.128415,0.080754,1.590189,0.111792,-0.029864,0.286693,False,0.745,1200,400
google__gemini-3-flash-preview,passive_or_beishi_count,-0.183627,0.088436,-2.076375,0.037859,-0.356962,-0.010292,True,0.745,1200,400
google__gemini-3-flash-preview,sentence_compression_ratio,-0.563467,0.110798,-5.085518,0.0,-0.780632,-0.346302,True,0.745,1200,400
google__gemini-3-flash-preview,extra_number_ratio,-0.336332,0.088425,-3.803584,0.000143,-0.509646,-0.163019,True,0.745,1200,400
google__gemini-3-flash-preview,extra_entity_count,-0.072224,0.074154,-0.973969,0.330072,-0.217566,0.073118,False,0.745,1200,400
google__gemini-3-flash-preview,register_score,0.121084,0.084837,1.427268,0.153503,-0.045195,0.287364,False,0.745,1200,400
google__gemini-3-flash-preview,target_function_word_density,-0.938784,0.084948,-11.051288,0.0,-1.105282,-0.772286,True,0.745,1200,400
google__gemini-3-flash-preview,target_passive_density,-0.068694,0.07873,-0.872524,0.382923,-0.223005,0.085617,False,0.745,1200,400
google__gemini-3-flash-preview,target_pronoun_subject_ratio,-0.048262,0.059637,-0.809262,0.418364,-0.165152,0.068627,False,0.745,1200,400
google__gemini-3-flash-preview,target_explicit_connective_density,-0.367449,0.083588,-4.395973,1.1e-05,-0.531281,-0.203617,True,0.745,1200,400
google__gemini-3-flash-preview,target_nominalization_suffix_density,-0.135098,0.075157,-1.79754,0.07225,-0.282405,0.01221,False,0.745,1200,400
google__gemini-3-flash-preview,target_avg_sentence_length,0.103235,0.088583,1.165408,0.243854,-0.070387,0.276858,False,0.745,1200,400
openai__gpt-5.2,intercept,0.320232,0.068548,4.67166,3e-06,0.185878,0.454586,True,0.721667,1200,400
openai__gpt-5.2,crosslingual_embedding_similarity,0.348158,0.095846,3.632455,0.000281,0.160299,0.536017,True,0.721667,1200,400
openai__gpt-5.2,bidirectional_entailment,0.242154,0.113311,2.137072,0.032592,0.020064,0.464245,True,0.721667,1200,400
openai__gpt-5.2,nli_boundary_risk,0.236483,0.110548,2.139195,0.03242,0.01981,0.453156,True,0.721667,1200,400
openai__gpt-5.2,nli_omission_risk,-0.182615,0.107734,-1.69506,0.090064,-0.393773,0.028543,False,0.721667,1200,400
openai__gpt-5.2,nli_contradiction_risk,-0.116044,0.074895,-1.549424,0.12128,-0.262837,0.03075,False,0.721667,1200,400
openai__gpt-5.2,dependency_depth,-0.034343,0.073583,-0.466722,0.640699,-0.178565,0.109879,False,0.721667,1200,400
openai__gpt-5.2,mean_dependency_distance,0.266264,0.092289,2.885124,0.003913,0.085378,0.447149,True,0.721667,1200,400
openai__gpt-5.2,normalized_dependency_distance,-0.283429,0.103159,-2.747499,0.006005,-0.48562,-0.081238,True,0.721667,1200,400
openai__gpt-5.2,clause_count,-0.083836,0.089445,-0.937288,0.348611,-0.259148,0.091477,False,0.721667,1200,400
openai__gpt-5.2,modifier_density,0.052014,0.079601,0.653426,0.513482,-0.104005,0.208032,False,0.721667,1200,400
openai__gpt-5.2,nominalization_ratio,0.179447,0.078864,2.275408,0.022881,0.024874,0.33402,True,0.721667,1200,400
openai__gpt-5.2,coordination_count,0.121852,0.072978,1.669706,0.094978,-0.021185,0.264888,False,0.721667,1200,400
openai__gpt-5.2,passive_or_beishi_count,-0.173726,0.091116,-1.90665,0.056566,-0.352314,0.004861,False,0.721667,1200,400
openai__gpt-5.2,sentence_compression_ratio,-0.330789,0.106356,-3.110203,0.00187,-0.539246,-0.122331,True,0.721667,1200,400
openai__gpt-5.2,extra_number_ratio,-0.179734,0.083532,-2.151672,0.031423,-0.343456,-0.016011,True,0.721667,1200,400
openai__gpt-5.2,extra_entity_count,-0.137924,0.072263,-1.908655,0.056307,-0.279559,0.00371,False,0.721667,1200,400
openai__gpt-5.2,register_score,0.009334,0.067644,0.137993,0.890246,-0.123247,0.141916,False,0.721667,1200,400
openai__gpt-5.2,target_function_word_density,-0.782143,0.086611,-9.030513,0.0,-0.951901,-0.612385,True,0.721667,1200,400
openai__gpt-5.2,target_passive_density,-0.099144,0.095343,-1.039865,0.298403,-0.286016,0.087728,False,0.721667,1200,400
openai__gpt-5.2,target_pronoun_subject_ratio,-0.009563,0.071284,-0.134148,0.893285,-0.149279,0.130154,False,0.721667,1200,400
openai__gpt-5.2,target_explicit_connective_density,-0.388032,0.074247,-5.226217,0.0,-0.533556,-0.242507,True,0.721667,1200,400
openai__gpt-5.2,target_nominalization_suffix_density,-0.034617,0.070651,-0.48997,0.624155,-0.173093,0.103859,False,0.721667,1200,400
openai__gpt-5.2,target_avg_sentence_length,0.21442,0.089584,2.393526,0.016687,0.038837,0.390004,True,0.721667,1200,400
