id,top1_entropy,disagreement_layer,top1_votes
168,0.811278,medium,"{""B"": 3, ""C"": 1}"
170,0.811278,medium,"{""A"": 3, ""B"": 1}"
173,0.811278,medium,"{""A"": 3, ""B"": 1}"
177,0.811278,medium,"{""A"": 3, ""B"": 1}"
178,0.811278,medium,"{""B"": 3, ""C"": 1}"
184,0.811278,medium,"{""B"": 1, ""C"": 3}"
185,0.811278,medium,"{""A"": 3, ""C"": 1}"
186,0.811278,medium,"{""A"": 1, ""C"": 3}"
188,0.811278,medium,"{""A"": 3, ""C"": 1}"
193,0.811278,medium,"{""A"": 1, ""B"": 3}"
194,0.811278,medium,"{""A"": 1, ""B"": 3}"
195,0.811278,medium,"{""B"": 1, ""C"": 3}"
001,0.0,unanimous,"{""B"": 4}"
002,0.0,unanimous,"{""B"": 4}"
003,0.0,unanimous,"{""B"": 4}"
004,0.0,unanimous,"{""C"": 4}"
005,0.0,unanimous,"{""A"": 4}"
006,0.0,unanimous,"{""C"": 4}"
007,0.0,unanimous,"{""C"": 4}"
008,0.0,unanimous,"{""A"": 4}"
009,0.0,unanimous,"{""A"": 4}"
010,0.0,unanimous,"{""B"": 4}"
012,0.0,unanimous,"{""B"": 4}"
014,0.0,unanimous,"{""C"": 4}"
015,0.0,unanimous,"{""C"": 4}"
016,0.0,unanimous,"{""B"": 4}"
017,0.0,unanimous,"{""A"": 4}"
018,0.0,unanimous,"{""B"": 4}"
019,0.0,unanimous,"{""B"": 4}"
021,0.0,unanimous,"{""B"": 4}"
023,0.0,unanimous,"{""B"": 4}"
024,0.0,unanimous,"{""A"": 4}"
025,0.0,unanimous,"{""C"": 4}"
027,0.0,unanimous,"{""C"": 4}"
028,0.0,unanimous,"{""A"": 4}"
029,0.0,unanimous,"{""A"": 4}"
030,0.0,unanimous,"{""C"": 4}"
031,0.0,unanimous,"{""C"": 4}"
032,0.0,unanimous,"{""A"": 4}"
034,0.0,unanimous,"{""C"": 4}"
037,0.0,unanimous,"{""B"": 4}"
038,0.0,unanimous,"{""C"": 4}"
039,0.0,unanimous,"{""B"": 4}"
040,0.0,unanimous,"{""C"": 4}"
041,0.0,unanimous,"{""A"": 4}"
042,0.0,unanimous,"{""C"": 4}"
043,0.0,unanimous,"{""B"": 4}"
047,0.0,unanimous,"{""B"": 4}"
049,0.0,unanimous,"{""B"": 4}"
050,0.0,unanimous,"{""B"": 4}"
051,0.0,unanimous,"{""A"": 4}"
052,0.0,unanimous,"{""B"": 4}"
053,0.0,unanimous,"{""C"": 4}"
054,0.0,unanimous,"{""B"": 4}"
055,0.0,unanimous,"{""C"": 4}"
056,0.0,unanimous,"{""C"": 4}"
057,0.0,unanimous,"{""B"": 4}"
058,0.0,unanimous,"{""B"": 4}"
059,0.0,unanimous,"{""B"": 4}"
062,0.0,unanimous,"{""A"": 4}"
063,0.0,unanimous,"{""B"": 4}"
065,0.0,unanimous,"{""C"": 4}"
068,0.0,unanimous,"{""B"": 4}"
069,0.0,unanimous,"{""B"": 4}"
072,0.0,unanimous,"{""B"": 4}"
074,0.0,unanimous,"{""A"": 4}"
078,0.0,unanimous,"{""C"": 4}"
079,0.0,unanimous,"{""C"": 4}"
081,0.0,unanimous,"{""C"": 4}"
083,0.0,unanimous,"{""A"": 4}"
084,0.0,unanimous,"{""A"": 4}"
085,0.0,unanimous,"{""C"": 4}"
087,0.0,unanimous,"{""A"": 4}"
089,0.0,unanimous,"{""C"": 4}"
091,0.0,unanimous,"{""A"": 4}"
092,0.0,unanimous,"{""C"": 4}"
094,0.0,unanimous,"{""B"": 4}"
095,0.0,unanimous,"{""C"": 4}"
098,0.0,unanimous,"{""A"": 4}"
099,0.0,unanimous,"{""B"": 4}"
101,0.0,unanimous,"{""C"": 4}"
102,0.0,unanimous,"{""A"": 4}"
103,0.0,unanimous,"{""A"": 4}"
107,0.0,unanimous,"{""C"": 4}"
108,0.0,unanimous,"{""B"": 4}"
109,0.0,unanimous,"{""C"": 4}"
110,0.0,unanimous,"{""B"": 4}"
111,0.0,unanimous,"{""B"": 4}"
112,0.0,unanimous,"{""C"": 4}"
113,0.0,unanimous,"{""A"": 4}"
114,0.0,unanimous,"{""B"": 4}"
115,0.0,unanimous,"{""B"": 4}"
116,0.0,unanimous,"{""B"": 4}"
121,0.0,unanimous,"{""B"": 4}"
124,0.0,unanimous,"{""A"": 4}"
126,0.0,unanimous,"{""A"": 4}"
127,0.0,unanimous,"{""C"": 4}"
128,0.0,unanimous,"{""C"": 4}"
129,0.0,unanimous,"{""B"": 4}"
130,0.0,unanimous,"{""C"": 4}"
131,0.0,unanimous,"{""C"": 4}"
133,0.0,unanimous,"{""B"": 4}"
135,0.0,unanimous,"{""A"": 4}"
138,0.0,unanimous,"{""C"": 4}"
139,0.0,unanimous,"{""A"": 4}"
141,0.0,unanimous,"{""A"": 4}"
142,0.0,unanimous,"{""A"": 4}"
145,0.0,unanimous,"{""B"": 4}"
147,0.0,unanimous,"{""C"": 4}"
149,0.0,unanimous,"{""C"": 4}"
150,0.0,unanimous,"{""A"": 4}"
152,0.0,unanimous,"{""A"": 4}"
153,0.0,unanimous,"{""B"": 4}"
156,0.0,unanimous,"{""B"": 4}"
157,0.0,unanimous,"{""A"": 4}"
158,0.0,unanimous,"{""A"": 4}"
159,0.0,unanimous,"{""A"": 4}"
160,0.0,unanimous,"{""A"": 4}"
161,0.0,unanimous,"{""A"": 4}"
162,0.0,unanimous,"{""B"": 4}"
164,0.0,unanimous,"{""B"": 4}"
165,0.0,unanimous,"{""A"": 4}"
167,0.0,unanimous,"{""B"": 4}"
169,0.0,unanimous,"{""C"": 4}"
171,0.0,unanimous,"{""B"": 4}"
172,0.0,unanimous,"{""C"": 4}"
174,0.0,unanimous,"{""C"": 4}"
175,0.0,unanimous,"{""B"": 4}"
176,0.0,unanimous,"{""A"": 4}"
179,0.0,unanimous,"{""B"": 4}"
180,0.0,unanimous,"{""B"": 4}"
181,0.0,unanimous,"{""A"": 4}"
182,0.0,unanimous,"{""B"": 4}"
183,0.0,unanimous,"{""B"": 4}"
187,0.0,unanimous,"{""C"": 4}"
189,0.0,unanimous,"{""C"": 4}"
190,0.0,unanimous,"{""B"": 4}"
191,0.0,unanimous,"{""B"": 4}"
192,0.0,unanimous,"{""A"": 4}"
196,0.0,unanimous,"{""A"": 4}"
197,0.0,unanimous,"{""A"": 4}"
198,0.0,unanimous,"{""B"": 4}"
199,0.0,unanimous,"{""B"": 4}"
200,0.0,unanimous,"{""A"": 4}"
