version,model,feature,standardized_coefficient,cluster_robust_se,z_cluster,p_cluster,ci95_low,ci95_high,cluster_significant_05,in_sample_accuracy,n_pairwise_observations,n_clusters
claude-version,deepseek__deepseek-v4-flash,target_passive_density,-0.22127,0.08691,-2.545979,0.010897,-0.391613,-0.050927,True,0.720833,1200,400
claude-version,deepseek__deepseek-v4-flash,target_pronoun_subject_ratio,-0.140389,0.071101,-1.974509,0.048324,-0.279747,-0.001032,True,0.720833,1200,400
claude-version,deepseek__deepseek-v4-flash,target_explicit_connective_density,-0.278588,0.076315,-3.650505,0.000262,-0.428165,-0.129011,True,0.720833,1200,400
claude-version,deepseek__deepseek-v4-flash,target_nominalization_suffix_density,0.088658,0.075529,1.173829,0.240464,-0.059379,0.236694,False,0.720833,1200,400
claude-version,deepseek__deepseek-v4-flash,target_avg_sentence_length,0.141746,0.116407,1.217679,0.223346,-0.086411,0.369904,False,0.720833,1200,400
claude-version,deepseek__deepseek-v4-flash,mtld,0.0,0.0,,,0.0,0.0,False,0.720833,1200,400
claude-version,deepseek__deepseek-v4-flash,cohesion_mean_overlap,-0.003585,0.065986,-0.054337,0.956667,-0.132918,0.125747,False,0.720833,1200,400
claude-version,deepseek__deepseek-v4-flash,content_word_ratio,0.110133,0.105779,1.041167,0.297798,-0.097193,0.317459,False,0.720833,1200,400
claude-version,deepseek__deepseek-v4-flash,clause_density,0.194117,0.105989,1.831481,0.067029,-0.013622,0.401856,False,0.720833,1200,400
claude-version,deepseek__deepseek-v4-flash,explicit_subject_ratio,-0.171198,0.073293,-2.335814,0.019501,-0.314852,-0.027544,True,0.720833,1200,400
claude-version,deepseek__deepseek-v4-flash,lexical_frequency_deviation,-0.384755,0.087668,-4.388755,1.1e-05,-0.556586,-0.212925,True,0.720833,1200,400
claude-version,google__gemini-3-flash-preview,intercept,-0.064917,0.07318,-0.887077,0.375037,-0.20835,0.078517,False,0.743333,1200,400
claude-version,google__gemini-3-flash-preview,crosslingual_embedding_similarity,0.084194,0.08479,0.992964,0.320727,-0.081995,0.250383,False,0.743333,1200,400
claude-version,google__gemini-3-flash-preview,bidirectional_entailment,0.006584,0.100879,0.065263,0.947964,-0.191139,0.204307,False,0.743333,1200,400
claude-version,google__gemini-3-flash-preview,nli_boundary_risk,0.231962,0.097766,2.372619,0.017662,0.04034,0.423584,True,0.743333,1200,400
claude-version,google__gemini-3-flash-preview,nli_omission_risk,-0.264507,0.094807,-2.789971,0.005271,-0.450328,-0.078687,True,0.743333,1200,400
claude-version,google__gemini-3-flash-preview,nli_contradiction_risk,-0.159727,0.110893,-1.440368,0.149763,-0.377077,0.057624,False,0.743333,1200,400
claude-version,google__gemini-3-flash-preview,dependency_depth,-0.042374,0.077142,-0.549301,0.582799,-0.193572,0.108824,False,0.743333,1200,400
claude-version,google__gemini-3-flash-preview,mean_dependency_distance,-0.056219,0.112906,-0.497924,0.618538,-0.277514,0.165077,False,0.743333,1200,400
claude-version,google__gemini-3-flash-preview,normalized_dependency_distance,0.083223,0.10994,0.756989,0.449056,-0.132259,0.298706,False,0.743333,1200,400
claude-version,google__gemini-3-flash-preview,clause_count,0.011356,0.093026,0.122076,0.902839,-0.170974,0.193686,False,0.743333,1200,400
claude-version,google__gemini-3-flash-preview,modifier_density,0.245368,0.078768,3.115085,0.001839,0.090983,0.399753,True,0.743333,1200,400
claude-version,google__gemini-3-flash-preview,nominalization_ratio,0.143332,0.079689,1.798645,0.072075,-0.012858,0.299522,False,0.743333,1200,400
claude-version,google__gemini-3-flash-preview,coordination_count,0.1355,0.076777,1.764853,0.077588,-0.014983,0.285984,False,0.743333,1200,400
claude-version,google__gemini-3-flash-preview,passive_or_beishi_count,-0.018702,0.077782,-0.240443,0.809987,-0.171154,0.13375,False,0.743333,1200,400
claude-version,google__gemini-3-flash-preview,sentence_compression_ratio,0.557757,0.102305,5.451919,0.0,0.35724,0.758275,True,0.743333,1200,400
claude-version,google__gemini-3-flash-preview,target_function_word_density,-0.736019,0.094637,-7.777253,0.0,-0.921508,-0.55053,True,0.743333,1200,400
claude-version,google__gemini-3-flash-preview,target_passive_density,-0.22897,0.078301,-2.924224,0.003453,-0.38244,-0.0755,True,0.743333,1200,400
claude-version,google__gemini-3-flash-preview,target_pronoun_subject_ratio,-0.081699,0.070699,-1.155592,0.247848,-0.220268,0.056871,False,0.743333,1200,400
claude-version,google__gemini-3-flash-preview,target_explicit_connective_density,-0.26227,0.075097,-3.49243,0.000479,-0.40946,-0.115081,True,0.743333,1200,400
claude-version,google__gemini-3-flash-preview,target_nominalization_suffix_density,-0.031672,0.078725,-0.402313,0.687454,-0.185972,0.122628,False,0.743333,1200,400
claude-version,google__gemini-3-flash-preview,target_avg_sentence_length,0.090513,0.136655,0.66235,0.507747,-0.177331,0.358358,False,0.743333,1200,400
claude-version,google__gemini-3-flash-preview,mtld,0.0,0.0,,,0.0,0.0,False,0.743333,1200,400
claude-version,google__gemini-3-flash-preview,cohesion_mean_overlap,0.164012,0.078038,2.101686,0.035581,0.011057,0.316966,True,0.743333,1200,400
claude-version,google__gemini-3-flash-preview,content_word_ratio,0.163132,0.106551,1.531025,0.125763,-0.045708,0.371971,False,0.743333,1200,400
claude-version,google__gemini-3-flash-preview,clause_density,0.375665,0.114414,3.283388,0.001026,0.151414,0.599916,True,0.743333,1200,400
claude-version,google__gemini-3-flash-preview,explicit_subject_ratio,-0.135833,0.07102,-1.912609,0.055798,-0.275032,0.003366,False,0.743333,1200,400
claude-version,google__gemini-3-flash-preview,lexical_frequency_deviation,-0.491851,0.08841,-5.563279,0.0,-0.665135,-0.318567,True,0.743333,1200,400
claude-version,moonshotai__kimi-k2.5,intercept,0.240747,0.068681,3.505285,0.000456,0.106132,0.375363,True,0.741667,1200,400
claude-version,moonshotai__kimi-k2.5,crosslingual_embedding_similarity,-0.028453,0.091201,-0.31198,0.755055,-0.207208,0.150302,False,0.741667,1200,400
claude-version,moonshotai__kimi-k2.5,bidirectional_entailment,-0.007943,0.107321,-0.074013,0.941,-0.218292,0.202405,False,0.741667,1200,400
claude-version,moonshotai__kimi-k2.5,nli_boundary_risk,0.204318,0.104175,1.961299,0.049844,0.000135,0.408501,True,0.741667,1200,400
claude-version,moonshotai__kimi-k2.5,nli_omission_risk,-0.198039,0.096332,-2.055789,0.039803,-0.38685,-0.009228,True,0.741667,1200,400
claude-version,moonshotai__kimi-k2.5,nli_contradiction_risk,-0.180835,0.144622,-1.250397,0.211155,-0.464294,0.102624,False,0.741667,1200,400
claude-version,moonshotai__kimi-k2.5,dependency_depth,-0.033555,0.077904,-0.43073,0.666665,-0.186247,0.119136,False,0.741667,1200,400
claude-version,moonshotai__kimi-k2.5,mean_dependency_distance,0.008737,0.116759,0.074826,0.940353,-0.220112,0.237585,False,0.741667,1200,400
claude-version,moonshotai__kimi-k2.5,normalized_dependency_distance,-0.095283,0.113346,-0.84064,0.400549,-0.31744,0.126874,False,0.741667,1200,400
claude-version,moonshotai__kimi-k2.5,clause_count,0.000388,0.083599,0.004645,0.996294,-0.163466,0.164243,False,0.741667,1200,400
claude-version,moonshotai__kimi-k2.5,modifier_density,0.279974,0.082384,3.39839,0.000678,0.118501,0.441447,True,0.741667,1200,400
claude-version,moonshotai__kimi-k2.5,nominalization_ratio,0.217913,0.079539,2.739685,0.00615,0.062016,0.373811,True,0.741667,1200,400
claude-version,moonshotai__kimi-k2.5,coordination_count,0.156658,0.075875,2.064682,0.038953,0.007943,0.305374,True,0.741667,1200,400
claude-version,moonshotai__kimi-k2.5,passive_or_beishi_count,-0.063149,0.080171,-0.787681,0.430883,-0.220283,0.093985,False,0.741667,1200,400
claude-version,moonshotai__kimi-k2.5,sentence_compression_ratio,0.552944,0.098606,5.607602,0.0,0.359676,0.746213,True,0.741667,1200,400
claude-version,moonshotai__kimi-k2.5,target_function_word_density,-0.845644,0.092749,-9.11757,0.0,-1.027432,-0.663856,True,0.741667,1200,400
claude-version,moonshotai__kimi-k2.5,target_passive_density,-0.213694,0.082852,-2.579206,0.009903,-0.376084,-0.051303,True,0.741667,1200,400
claude-version,moonshotai__kimi-k2.5,target_pronoun_subject_ratio,-0.078954,0.081615,-0.967404,0.333342,-0.238919,0.08101,False,0.741667,1200,400
claude-version,moonshotai__kimi-k2.5,target_explicit_connective_density,-0.361387,0.079615,-4.53919,6e-06,-0.517433,-0.205342,True,0.741667,1200,400
claude-version,moonshotai__kimi-k2.5,target_nominalization_suffix_density,0.008543,0.07927,0.10777,0.914179,-0.146827,0.163913,False,0.741667,1200,400
claude-version,moonshotai__kimi-k2.5,target_avg_sentence_length,0.15982,0.12727,1.255759,0.209203,-0.089629,0.40927,False,0.741667,1200,400
claude-version,moonshotai__kimi-k2.5,mtld,0.0,0.0,,,0.0,0.0,False,0.741667,1200,400
claude-version,moonshotai__kimi-k2.5,cohesion_mean_overlap,0.006327,0.090672,0.069783,0.944366,-0.17139,0.184045,False,0.741667,1200,400
claude-version,moonshotai__kimi-k2.5,content_word_ratio,0.17299,0.110947,1.559219,0.118944,-0.044465,0.390445,False,0.741667,1200,400
claude-version,moonshotai__kimi-k2.5,clause_density,0.284329,0.118542,2.398545,0.01646,0.051986,0.516671,True,0.741667,1200,400
claude-version,moonshotai__kimi-k2.5,explicit_subject_ratio,-0.137147,0.076577,-1.790981,0.073296,-0.287238,0.012943,False,0.741667,1200,400
claude-version,moonshotai__kimi-k2.5,lexical_frequency_deviation,-0.471429,0.092602,-5.090903,0.0,-0.652929,-0.289929,True,0.741667,1200,400
claude-version,openai__gpt-5.2,intercept,0.316519,0.068882,4.595082,4e-06,0.18151,0.451528,True,0.705833,1200,400
claude-version,openai__gpt-5.2,crosslingual_embedding_similarity,0.147167,0.093896,1.567337,0.117036,-0.03687,0.331204,False,0.705833,1200,400
claude-version,openai__gpt-5.2,bidirectional_entailment,-0.007151,0.101008,-0.070799,0.943558,-0.205128,0.190825,False,0.705833,1200,400
claude-version,openai__gpt-5.2,nli_boundary_risk,0.18763,0.088245,2.126234,0.033484,0.014669,0.36059,True,0.705833,1200,400
claude-version,openai__gpt-5.2,nli_omission_risk,-0.218506,0.088678,-2.464036,0.013738,-0.392315,-0.044697,True,0.705833,1200,400
claude-version,openai__gpt-5.2,nli_contradiction_risk,-0.141566,0.11567,-1.223873,0.221,-0.36828,0.085148,False,0.705833,1200,400
claude-version,openai__gpt-5.2,dependency_depth,-0.089008,0.072894,-1.221058,0.222064,-0.23188,0.053864,False,0.705833,1200,400
claude-version,openai__gpt-5.2,mean_dependency_distance,-0.126865,0.116159,-1.092172,0.274758,-0.354537,0.100806,False,0.705833,1200,400
claude-version,openai__gpt-5.2,normalized_dependency_distance,0.094953,0.108771,0.87296,0.382685,-0.118238,0.308144,False,0.705833,1200,400
claude-version,openai__gpt-5.2,clause_count,0.025937,0.082909,0.312841,0.754401,-0.136564,0.188438,False,0.705833,1200,400
claude-version,openai__gpt-5.2,modifier_density,0.272672,0.080133,3.402738,0.000667,0.115611,0.429733,True,0.705833,1200,400
claude-version,openai__gpt-5.2,nominalization_ratio,0.053687,0.075134,0.714553,0.474886,-0.093575,0.200949,False,0.705833,1200,400
claude-version,openai__gpt-5.2,coordination_count,0.051015,0.075698,0.673936,0.500352,-0.097352,0.199383,False,0.705833,1200,400
claude-version,openai__gpt-5.2,passive_or_beishi_count,-0.15571,0.074678,-2.085077,0.037062,-0.30208,-0.009341,True,0.705833,1200,400
claude-version,openai__gpt-5.2,sentence_compression_ratio,0.50941,0.102994,4.945994,1e-06,0.307541,0.711279,True,0.705833,1200,400
claude-version,openai__gpt-5.2,target_function_word_density,-0.702,0.090761,-7.734601,0.0,-0.879892,-0.524109,True,0.705833,1200,400
claude-version,openai__gpt-5.2,target_passive_density,-0.150695,0.069512,-2.16789,0.030167,-0.28694,-0.014451,True,0.705833,1200,400
claude-version,openai__gpt-5.2,target_pronoun_subject_ratio,-0.117946,0.080195,-1.470745,0.14136,-0.275129,0.039236,False,0.705833,1200,400
claude-version,openai__gpt-5.2,target_explicit_connective_density,-0.257598,0.076927,-3.348606,0.000812,-0.408374,-0.106821,True,0.705833,1200,400
claude-version,openai__gpt-5.2,target_nominalization_suffix_density,-0.113056,0.073016,-1.548373,0.121532,-0.256166,0.030055,False,0.705833,1200,400
claude-version,openai__gpt-5.2,target_avg_sentence_length,0.134963,0.120614,1.118969,0.263153,-0.10144,0.371366,False,0.705833,1200,400
claude-version,openai__gpt-5.2,mtld,0.0,0.0,,,0.0,0.0,False,0.705833,1200,400
claude-version,openai__gpt-5.2,cohesion_mean_overlap,-0.020264,0.083038,-0.244032,0.807206,-0.183017,0.14249,False,0.705833,1200,400
claude-version,openai__gpt-5.2,content_word_ratio,0.182999,0.104441,1.752172,0.079744,-0.021706,0.387703,False,0.705833,1200,400
claude-version,openai__gpt-5.2,clause_density,0.176399,0.108521,1.625482,0.10406,-0.036302,0.389101,False,0.705833,1200,400
claude-version,openai__gpt-5.2,explicit_subject_ratio,-0.057517,0.075012,-0.766766,0.443221,-0.204541,0.089507,False,0.705833,1200,400
claude-version,openai__gpt-5.2,lexical_frequency_deviation,-0.198185,0.08984,-2.205961,0.027387,-0.374272,-0.022097,True,0.705833,1200,400
